iso_code,country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,rank
AUS,Australia,2019,414.517,16.447,-39.06,3.025,0.12,164.066,6.51,20.102,0.798,81.576,3.237,141.899,5.63,3.849,0.153,-0.36,-1.484,,0.254,375.457,14.897,,18243.858,189.348,10071.388,266.963,2002.482,5607.09,106.588,-9.42,1.13,0.19,1.13,4.63,1.08,1.16,1.27,1.1,0.46,1.3,1.54,0.84,0.96,1.18,,,,,,,,,25203200,,1632.529,64774.684,,11
USA,United States,2019,5255.816,15.972,369.967,40.896,0.124,1098.854,3.339,84.51,0.257,1694.894,5.151,2313.372,7.03,23.291,0.071,-2.23,-119.674,,0.199,5625.784,17.096,,412010.318,2704.391,174761.538,2169.299,74899.839,156117.656,1357.594,7.04,14.32,2.54,7.54,19.45,22.44,18.92,7.68,24.79,6.51,22.57,12.5,31.49,26.85,14.99,,,,,,,,,329064917,,26359.991,80105.754,,12
KAZ,Kazakhstan,2019,295.869,15.949,-67.266,3.8,0.205,174.366,9.399,14.622,0.788,50.437,2.719,49.665,2.677,2.978,0.16,-6.75,-21.411,,0.338,228.603,12.323,,13616.905,116.787,9005.449,508.9,1154.175,2755.601,75.992,-22.73,0.81,0.24,1.2,3.36,0.67,0.41,0.98,0.82,0.28,1.16,2.93,0.49,0.47,0.84,,,,,,,,,18551428,,874.899,47160.73,,13
LUX,Luxembourg,2019,9.752,15.838,12.682,0.395,0.641,0.274,0.446,0,0,1.608,2.612,7.396,12.012,0.079,0.128,1.92,0.184,,0.208,22.435,36.436,,745.511,19.465,357.787,0.001,72.167,294.045,2.046,130.05,0.03,0.02,0,0,0.02,0.06,0.03,0.04,0.05,0.05,0,0.03,0.05,0.02,,,,,,,,,615730,,46.973,76288.403,,14
ARE,United Arab Emirates,2019,154.186,15.781,47.578,8.732,0.894,7.489,0.766,1.125,0.115,118.127,12.09,18.714,1.915,,,-0.01,-0.018,,0.122,201.763,20.65,,4545.209,146.598,65.79,415.821,2733.56,1183.44,,30.86,0.42,0.54,0.05,0.26,1.56,0.15,,0.27,0.35,0.01,2.4,1.15,0.2,,,,,,,,,,9770526,,1264.647,129434.844,,15
CAN,Canada,2019,582.39,15.567,-6.983,7.177,0.192,57.821,1.546,15.947,0.426,229.267,6.128,270.083,7.219,2.094,0.056,0.5,2.919,,0.145,575.406,15.381,,33040.92,362.214,9621.257,587.675,7827.62,14558.378,83.776,-1.2,1.59,0.45,0.4,3.67,3.04,2.21,0.69,1.99,0.87,1.24,3.39,3.29,2.5,0.93,,,,,,,,,37411038,,4014.246,107301.097,,16
FRO,Faeroe Islands,2019,0.736,15.121,,,,,,,,,,0.736,15.121,,,1.46,0.011,,0.189,,,,29.953,,,,,29.715,,,0,,,,,0.01,,0,,,,,0.01,,,,,,,,,,48677,,3.903,80176.886,,17
BES,Bonaire Sint Eustatius and Saba,2019,0.34,13.076,,,,,,,,,,0.34,13.076,,,-2.39,-0.008,,,,,,30.053,,,,,30.053,,,0,,,,,0,,0,,,,,0.01,,,,,,,,,,25983,,,,,18
TKM,Turkmenistan,2019,76.319,12.844,,1.45,0.244,,,,,54.263,9.132,20.605,3.468,,,8.33,5.872,,0.193,,,,2359.428,35.198,,,1300.35,937.621,,,0.21,0.09,,,0.72,0.17,,0.14,0.08,,,0.55,0.16,,,,,,,,,,5942094,,396.262,66687.332,,19
KOR,South Korea,2019,648.025,12.65,49.381,25.076,0.49,321.606,6.278,,,113.586,2.217,177.453,3.464,10.303,0.201,-3.51,-23.606,,0.19,697.405,13.614,,17738.102,913.125,7790.641,,1840.27,7001.659,192.288,7.62,1.77,1.56,2.21,,1.5,1.45,3.4,1.07,2.2,1.01,,0.77,1.2,2.12,,,,,,,,,51225321,,3402.167,66415.723,,20
OMN,Oman,2019,60.757,12.212,-0.949,2.096,0.421,,,3.059,0.615,51.296,10.311,4.306,0.866,,,0.23,0.14,,0.157,59.808,12.022,,1188.948,35.535,,127.506,744.825,281.082,,-1.56,0.17,0.13,,0.7,0.68,0.04,,0.07,0.09,,0.73,0.31,0.05,,,,,,,,,,4974992,,386.288,77645.862,,21
PLW,Palau,2019,0.219,12.169,,,,,,,,,,0.219,12.169,,,3.08,0.007,,,,,,10.343,,,,,10.343,,,0,,,,,0,,0,,,,,0,,,,,,,,,,18001,,,,,22
TWN,Taiwan,2019,275.333,11.581,-0.555,5.378,0.226,157.48,6.624,,,43.394,1.825,68.056,2.863,1.025,0.043,-2.66,-7.51,,0.202,274.778,11.558,,8773.561,391.983,4356.087,,686.925,3296.997,41.569,-0.2,0.75,0.33,1.08,,0.57,0.56,0.34,0.53,0.94,0.56,,0.29,0.57,0.46,,,,,,,,,23773881,,1361.591,57272.555,,23
RUS,Russia,2019,1679.449,11.513,-246.747,20.306,0.139,388.868,2.666,46.762,0.321,807.421,5.535,399.336,2.738,16.757,0.115,-0.72,-12.197,,0.202,1432.703,9.822,,113767.013,1616.672,44775.94,1114.413,33409.902,32326.273,523.814,-14.69,4.58,1.26,2.67,10.76,10.69,3.27,5.53,6.85,3.89,5.78,6.42,14.05,5.56,5.78,,,,,,,,,145872260,,8304.408,56929.31,,24
,Oceania,2019,471.189,11.26,-55.643,3.523,0.084,175.84,4.202,21.123,0.505,90.993,2.174,175.105,4.184,4.605,0.11,0.74,3.465,,0.24,415.546,9.93,,20536.727,226.402,10748.276,295.593,2331.638,6805.455,129.362,-11.81,1.28,0.22,1.21,4.86,1.2,1.43,1.52,1.24,0.55,1.39,1.7,0.98,1.17,1.43,,,,,,,,,42128048,,,,,25
BMU,Bermuda,2019,0.698,11.166,,,,0.011,0.182,,,,,0.687,10.985,,,-1.8,-0.013,,0.216,,,,28.581,,0.059,,,28.522,,,0,,0,,,0.01,,0,,0,,,0,,,,,,,,,,62508,,3.232,51712.704,,26
,North America,2019,6460.726,11.056,354.353,76.925,0.132,1214.329,2.078,100.457,0.172,2116.172,3.621,2927.459,5.01,25.385,0.043,-1.94,-127.904,,0.193,6815.079,11.662,,472026.81,3983.373,186003.626,3367.259,87813.18,189418.001,1441.37,5.48,17.6,4.78,8.33,23.12,28.02,23.94,8.37,28.41,9.59,24.02,19.4,36.92,32.57,15.92,,,,,,,,,587512621,,,,,27
,High-income countries,2019,12965.505,10.757,1462.566,226.43,0.188,3054.608,2.534,155.307,0.129,4021.047,3.336,5420.784,4.497,87.329,0.072,-2.37,-315.085,,0.186,14428.071,11.97,,954268.51,13742.42,445805.888,6318.481,143007.404,342001.766,3392.552,11.28,35.33,14.08,20.96,35.74,53.23,44.32,28.8,57.43,33.08,57.57,36.4,60.13,58.81,37.46,,,,,,,,,,,,,,28
ISL,Iceland,2019,3.551,10.473,,,,0.685,2.021,0.163,0.481,0,0.001,2.696,7.951,0.007,0.02,-3.07,-0.113,,0.058,,,,148.888,,18.555,3.908,0.005,123.587,0.082,,0.01,,0,0.04,0,0.02,0,0.01,,0,0.02,0,0.02,0,,,,,,,,,339037,,60.856,179496.797,,29
SPM,Saint Pierre and Miquelon,2019,0.057,9.83,,,,,,,,,,0.057,9.83,,,-2.39,-0.001,,0.153,,,,3.626,,,,,3.13,,,0,,,,,0,,0,,,,,0,,,,,,,,,,5821,,0.373,64130.153,,30
GRL,Greenland,2019,0.554,9.771,,,,,,,,,,0.554,9.771,,,1.02,0.006,,0.157,,,,32.536,,,,,30.361,,,0,,,,,0,,0,,,,,0.01,,,,,,,,,,56660,,3.522,62156.118,,31
CZE,Czechia,2019,100.812,9.431,2.702,1.977,0.185,57.664,5.395,0.081,0.008,17.361,1.624,22.427,2.098,1.302,0.122,-5.01,-5.319,,0.214,103.514,9.684,,11829.765,91.977,9630.898,8.709,651.699,1400.166,46.317,2.68,0.27,0.12,0.4,0.02,0.23,0.18,0.43,0.71,0.22,1.24,0.05,0.27,0.24,0.51,,,,,,,,,10689213,,471.76,44134.259,,32
AIA,Anguilla,2019,0.139,9.378,,,,,,,,,,0.139,9.378,,,-2.39,-0.003,,,,,,3.298,,,,,3.298,,,0,,,,,0,,0,,,,,0,,,,,,,,,,14872,,,,,33
EST,Estonia,2019,12.38,9.339,2.543,0.295,0.223,7.802,5.885,0,0,0.906,0.684,3.297,2.487,0.079,0.06,-31.01,-5.564,,0.206,14.924,11.258,,1619.742,22.142,1160.389,2.842,71.841,360.396,2.134,20.54,0.03,0.02,0.05,0,0.01,0.03,0.03,0.1,0.05,0.15,0.02,0.03,0.06,0.02,,,,,,,,,1325649,,60.212,45421.007,,34
,Europe (excl. EU-28),2019,2151.519,9.136,-270.785,32.347,0.137,578.699,2.457,50.991,0.216,932.999,3.962,535.475,2.274,21.006,0.089,-0.63,-13.561,,0.198,1880.733,7.986,,160851.404,2405.541,67171.284,1407.863,41892.36,47272.916,701.44,-12.59,5.86,2.01,3.97,11.73,12.35,4.38,6.93,9.68,5.79,8.67,8.11,17.61,8.13,7.75,,,,,,,,,,,,,,35
NLD,Netherlands,2019,153.6,8.984,-5.654,0.006,0,25.396,1.485,1.065,0.062,72.691,4.252,53.257,3.115,1.185,0.069,-3.41,-5.42,,0.157,147.946,8.653,,11601.872,56.438,3823.386,28.1,3805.344,3852.808,35.795,-3.68,0.42,0,0.17,0.24,0.96,0.44,0.39,0.7,0.14,0.49,0.16,1.6,0.66,0.4,,,,,,,,,17097123,,975.717,57069.043,,36
IRN,Iran,2019,733.366,8.845,-8.432,20.893,0.252,5.114,0.062,60.225,0.726,416.238,5.02,230.896,2.785,,,3.71,26.208,,0.22,724.934,8.743,,18169.404,492.559,208.511,1869.333,6584.883,9014.118,,-1.15,2,1.3,0.04,13.86,5.51,1.89,,1.09,1.19,0.03,10.77,2.77,1.55,,,,,,,,,,82913893,,3325.921,40112.955,,37
MYS,Malaysia,2019,278.659,8.722,-12.577,12.016,0.376,86.191,2.698,8.915,0.279,84.299,2.638,87.239,2.73,,,2.36,6.43,,0.226,266.082,8.328,,5799.356,251.37,1034.919,278.352,1659.698,2575.017,,-4.51,0.76,0.75,0.59,2.05,1.12,0.71,,0.35,0.61,0.13,1.6,0.7,0.44,,,,,,,,,,31949789,,1230.769,38521.961,,38
JPN,Japan,2019,1105.929,8.718,182.134,25.376,0.2,432.133,3.406,0.393,0.003,224.222,1.768,415.703,3.277,8.102,0.064,-3.28,-37.529,,0.217,1288.063,10.153,,64594.392,1957.139,23352.678,14.866,6617.727,32367.689,284.292,16.47,3.01,1.58,2.97,0.09,2.97,3.4,2.67,3.89,4.71,3.02,0.09,2.78,5.57,3.14,,,,,,,,,126860299,,5102.605,40222.238,,39
BEL,Belgium,2019,99.746,8.644,71.793,2.819,0.244,13.192,1.143,0.116,0.01,36.274,3.144,45.482,3.942,1.863,0.161,-0.48,-0.481,,0.135,171.538,14.866,,12459.393,217.968,7512.814,3.127,1298.955,3354.215,72.314,71.98,0.27,0.18,0.09,0.03,0.48,0.37,0.61,0.75,0.52,0.97,0.02,0.55,0.58,0.8,,,,,,,,,11539326,,740.942,64210.141,,40
DEU,Germany,2019,711.428,8.518,113.312,13.287,0.159,240.004,2.874,1.996,0.024,173.082,2.072,274.636,3.288,8.424,0.101,-5.66,-42.684,,0.196,824.74,9.875,,91991.305,1180.015,64237.095,89.919,6836.713,19368.635,278.928,15.93,1.94,0.83,1.65,0.46,2.29,2.25,2.78,5.54,2.84,8.3,0.52,2.87,3.33,3.08,,,,,,,,,83517046,,3625.339,43408.366,,41
POL,Poland,2019,319.521,8.433,-36.259,7.692,0.203,178.996,4.724,4.344,0.115,35.491,0.937,88.131,2.326,4.867,0.128,-5.18,-17.471,,0.272,283.262,7.476,,27564.283,408.067,22855.708,106.325,1148.391,2907.5,138.293,-11.35,0.87,0.48,1.23,1,0.47,0.72,1.61,1.66,0.98,2.95,0.61,0.48,0.5,1.53,,,,,,,,,37887771,,1176.408,31049.816,,42
,Europe (excl. EU-27),2019,2520.528,8.318,-119.098,36.796,0.121,603.208,1.991,55.329,0.183,1094.027,3.61,706.978,2.333,24.192,0.08,-1.04,-26.441,,0.194,2401.43,7.925,,238682.971,2921.289,123969.559,1694.833,48738.045,60553.1,806.145,-4.73,6.87,2.29,4.14,12.73,14.48,5.78,7.98,14.36,7.03,16.01,9.76,20.49,10.41,8.9,,,,,,,,,,,,,,43
ZAF,South Africa,2019,475.923,8.127,-139.219,6.009,0.103,412.006,7.036,,,8.774,0.15,49.133,0.839,,,2.53,11.73,,0.329,336.704,5.75,,20712.341,245.277,17959.984,,179.205,2327.876,,-29.25,1.3,0.37,2.83,,0.12,0.4,,1.25,0.59,2.32,,0.08,0.4,,,,,,,,,,58558267,,1446.639,24704.269,,44
LBY,Libya,2019,54.509,8.043,,2.402,0.354,,,7.522,1.11,17.836,2.632,26.749,3.947,,,2.15,1.148,,0.311,,,,2085.57,70.258,,384.801,423.154,1206.23,,,0.15,0.15,,1.73,0.24,0.22,,0.13,0.17,,2.22,0.18,0.21,,,,,,,,,,6777453,,175.292,25863.947,,45
ABW,Aruba,2019,0.851,8.006,,,,,,,,,,0.851,8.006,,,-2.39,-0.021,,0.156,,,,75.168,,,,,75.168,,,0,,,,,0.01,,0,,,,,0.01,,,,,,,,,,106310,,5.441,51178.586,,46
NOR,Norway,2019,42.865,7.969,5.252,0.722,0.134,4.085,0.759,1.676,0.312,13.707,2.548,22.292,4.144,0.384,0.071,-3.61,-1.604,,0.087,48.117,8.946,,2591.111,61.179,629.236,106.969,399.612,1383.996,10.119,12.25,0.12,0.04,0.03,0.39,0.18,0.18,0.13,0.16,0.15,0.08,0.62,0.17,0.24,0.11,,,,,,,,,5378859,,493.904,91823.227,,47
SGP,Singapore,2019,45.705,7.874,65.217,,,2,0.344,,,21.024,3.622,22.682,3.908,,,-0.64,-0.296,,0.047,110.922,19.11,,2111.524,,18.61,,313.009,1779.905,,142.69,0.12,,0.01,,0.28,0.19,,0.13,,0,,0.13,0.31,,,,,,,,,,5804343,,979.91,168823.627,,48
NZL,New Zealand,2019,37.495,7.839,2.595,0.411,0.086,5.986,1.252,1.021,0.213,8.434,1.763,20.887,4.367,0.756,0.158,4.76,1.705,,0.145,40.089,8.382,,1853.093,33.079,621.183,28.63,318.19,829.238,22.774,6.92,0.1,0.03,0.04,0.23,0.11,0.17,0.25,0.11,0.08,0.08,0.16,0.13,0.14,0.25,,,,,,,,,4783062,,258.323,54007.927,,49
FIN,Finland,2019,42.546,7.691,19.915,0.583,0.106,15.249,2.756,0.065,0.012,4.314,0.78,21.748,3.931,0.586,0.106,-7.2,-3.303,,0.136,62.461,11.29,,3151.793,47.425,1233.888,2.539,232.804,1608.111,27.026,46.81,0.12,0.04,0.1,0.01,0.06,0.18,0.19,0.19,0.11,0.16,0.01,0.1,0.28,0.3,,,,,,,,,5532159,,312.568,56500.184,,50
IRL,Ireland,2019,37.275,7.634,3.959,1.893,0.388,4.52,0.926,0,0,10.836,2.22,19.517,3.997,0.509,0.104,-4.9,-1.92,,0.202,41.235,8.445,,2190.712,69.944,874.069,0.102,283.341,946.567,16.689,10.62,0.1,0.12,0.03,0,0.14,0.16,0.17,0.13,0.17,0.11,0,0.12,0.16,0.18,,,,,,,,,4882498,,184.218,37730.27,,51
AUT,Austria,2019,67.962,7.589,23.659,1.771,0.198,13.008,1.453,0.118,0.013,17.782,1.986,34.122,3.81,1.162,0.13,2.1,1.397,,0.163,91.621,10.231,,5444.874,136.077,2720.157,4.545,705.525,1844.935,33.634,34.81,0.19,0.11,0.09,0.03,0.24,0.28,0.38,0.33,0.33,0.35,0.03,0.3,0.32,0.37,,,,,,,,,8955108,,415.964,46449.948,,52
GNQ,Equatorial Guinea,2019,10.27,7.574,,,,,,5.818,4.291,3.41,2.514,1.042,0.768,,,-8.4,-0.942,,0.449,,,,169.21,,,84.664,59.283,25.263,,,0.03,,,1.34,0.05,0.01,,0.01,,,0.49,0.02,0,,,,,,,,,,1355982,,22.889,16879.897,,53
BIH,Bosnia and Herzegovina,2019,24.847,7.527,,0.381,0.115,19.293,5.844,,,0.467,0.142,4.706,1.426,,,12.56,2.772,,0.357,,,,933.366,10.76,738.917,,23.855,159.509,,,0.07,0.02,0.13,,0.01,0.04,,0.06,0.03,0.1,,0.01,0.03,,,,,,,,,,3300998,,69.547,21068.464,,54
ISR,Israel,2019,62.394,7.324,17.245,1.775,0.208,19.161,2.249,,,18.502,2.172,22.955,2.694,,,3.05,1.848,,0.199,79.638,9.348,,2323.342,82.919,770.319,,164.413,1305.691,,27.64,0.17,0.11,0.13,,0.24,0.19,,0.14,0.2,0.1,,0.07,0.22,,,,,,,,,,8519373,,313.484,36796.629,,55
CHN,China,2019,10489.989,7.316,-1047.154,826.876,0.577,7377.67,5.146,,,564.602,0.394,1543.584,1.077,177.257,0.124,1.94,199.999,,0.266,9442.835,6.586,,224896.125,13946.618,169780.889,,5508.254,31073.277,4556.474,-9.98,28.58,51.41,50.62,,7.47,12.62,58.47,13.53,33.58,21.92,,2.32,5.34,50.32,,,,,,,,,1433783692,,39452.425,27516.3,,56
,Europe,2019,5430.239,7.26,415.947,110.112,0.147,1342.922,1.795,76.015,0.102,1868.087,2.497,1972.372,2.637,60.73,0.081,-2.91,-162.818,,0.182,5846.186,7.816,,526209.756,8787.481,283251.877,2415.121,80111.731,149595.885,2047.662,7.66,14.8,6.85,9.21,17.49,24.73,16.13,20.03,31.67,21.16,36.58,13.91,33.68,25.72,22.61,,,,,,,,,748381389,,23182.805,30977.259,,57
NIU,Niue,2019,0.011,7.02,,,,,,,,,,0.011,7.02,,,3.07,0,,0.354,,,,0.279,,,,,0.279,,,0,,,,,0,,0,,,,,0,,,,,,,,,,1614,,0.032,19974.882,,58
BHS,Bahamas,2019,2.638,6.772,,,,0.006,0.015,,,,,2.632,6.758,,,-2.32,-0.063,,0.164,,,,167.181,,0.262,,,162.657,,,0.01,,0,,,0.02,,0.01,,0,,,0.03,,,,,,,,,,389486,,16.035,41170.375,,59
SVN,Slovenia,2019,14.006,6.738,4.539,0.478,0.23,4.53,2.18,0.125,0.06,1.717,0.826,7.05,3.392,0.106,0.051,-3.36,-0.488,,0.178,18.545,8.922,,838.537,27.294,364.219,4.36,65.426,372.842,4.396,32.41,0.04,0.03,0.03,0.03,0.02,0.06,0.03,0.05,0.07,0.05,0.03,0.03,0.06,0.05,,,,,,,,,2078654,,78.833,37925.106,,60
,European Union (27),2019,2909.711,6.539,535.046,73.317,0.165,739.714,1.662,20.687,0.046,774.06,1.74,1265.395,2.844,36.538,0.082,-4.48,-136.378,,0.172,3444.756,7.741,,287526.785,5866.192,159282.318,720.288,31373.686,89042.784,1241.517,18.39,7.93,4.56,5.08,4.76,10.25,10.35,12.05,17.3,14.12,20.57,4.15,13.19,15.31,13.71,,,,,,,,,,,16871.912,37915.538,,61
AND,Andorra,2019,0.502,6.505,,,,,,,,,,0.502,6.505,,,1.46,0.007,,,,,,14.605,,,,,14.605,,,0,,,,,0,,0,,,,,0,,,,,,,,,,77146,,,,,62
BLR,Belarus,2019,61.022,6.456,2.487,2.267,0.24,3.392,0.359,0.002,0,36.48,3.859,17.89,1.893,0.992,0.105,0.1,0.061,,0.208,63.509,6.719,,4850.397,84.305,509.246,9.983,1255.092,2939.931,51.84,4.08,0.17,0.14,0.02,0,0.48,0.15,0.33,0.29,0.2,0.07,0.06,0.53,0.51,0.57,,,,,,,,,9452409,,292.693,30964.952,,63
GLP,Guadeloupe,2019,2.562,6.404,,,,0.469,1.172,,,,,2.093,5.232,,,4.24,0.104,,0.298,,,,81.256,,9.726,,,71.53,,,0.01,,0,,,0.02,,0,,0,,,0.01,,,,,,,,,,400048,,8.594,21482.747,,64
,European Union (28),2019,3278.72,6.397,686.732,77.765,0.152,764.223,1.491,25.024,0.049,935.088,1.824,1436.897,2.804,39.723,0.078,-4.35,-149.258,,0.172,3965.453,7.737,,365358.352,6381.939,216080.593,1007.258,38219.371,102322.969,1346.222,20.95,8.93,4.83,5.24,5.76,12.38,11.75,13.1,21.99,15.36,27.9,5.8,16.07,17.59,14.87,,,,,,,,,,,,,,65
,Upper-middle-income countries,2019,16054.374,6.318,-1913.15,1003.982,0.395,8914.898,3.509,143.612,0.056,2265.519,0.892,3513.21,1.383,213.154,0.084,1.04,165.697,,0.243,14141.225,5.566,,488399.355,20585.364,262837.016,4634.476,62559.407,132229.199,5553.892,-11.92,43.74,62.42,61.17,33.04,29.99,28.73,70.31,29.39,49.56,33.94,26.7,26.3,22.74,61.33,,,,,,,,,,,,,,66
GRC,Greece,2019,65.736,6.276,-11.982,3.36,0.321,17.914,1.71,0.009,0.001,9.998,0.955,33.883,3.235,0.571,0.054,-8.46,-6.072,,0.198,53.754,5.132,,4021.436,276.64,1617.003,0.407,145.543,1957.38,24.463,-18.23,0.18,0.21,0.12,0,0.13,0.28,0.19,0.24,0.67,0.21,0,0.06,0.34,0.27,,,,,,,,,10473452,,331.338,31635.945,,67
MTQ,Martinique,2019,2.348,6.253,,,,,,,,,,2.348,6.253,,,4.24,0.096,,0.254,,,,85.925,,,,,85.925,,,0.01,,,,,0.02,,0.01,,,,,0.01,,,,,,,,,,375557,,9.238,24598.066,,68
SVK,Slovakia,2019,33.773,6.189,12.23,1.404,0.257,11.778,2.158,0.019,0.004,9.37,1.717,10.309,1.889,0.893,0.164,-6.26,-2.256,,0.186,46.003,8.43,,3839.151,57.644,2650.103,0.702,486.995,612.41,31.296,36.21,0.09,0.09,0.08,0,0.12,0.08,0.29,0.23,0.14,0.34,0,0.2,0.11,0.35,,,,,,,,,5457012,,182.032,33357.45,,69
CYP,Cyprus,2019,7.34,6.124,0.439,0.789,0.658,0.068,0.057,,,0,0,6.457,5.387,0.025,0.021,-0.01,0,,0.227,7.779,6.49,,286.53,32.324,3.826,,0.028,249.065,1.286,5.98,0.02,0.05,0,,0,0.05,0.01,0.02,0.08,0,,0,0.04,0.01,,,,,,,,,1198574,,32.379,27014.644,,70
BGR,Bulgaria,2019,42.223,6.032,-3.826,1.127,0.161,20.767,2.967,0.827,0.118,5.239,0.748,13.064,1.866,1.198,0.171,-3.24,-1.415,,0.204,38.396,5.485,,3793.766,103.615,2131.386,8.651,330.987,1194.501,24.626,-9.06,0.12,0.07,0.14,0.19,0.07,0.11,0.4,0.23,0.25,0.28,0.05,0.14,0.21,0.27,,,,,,,,,7000117,,207.051,29578.285,,71
