iso_code,country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,rank
TCA,Turks and Caicos Islands,2019,0.229,5.993,,,,,,,,,,0.229,5.993,,,-2.39,-0.006,,0.233,,,,3.728,,,,,3.728,,,0,,,,,0,,0,,,,,0,,,,,,,,,,38194,,0.984,25774.608,,72
SYC,Seychelles,2019,0.581,5.945,,,,,,,,,,0.581,5.945,,,4.34,0.024,,0.124,,,,12.888,,,,,12.888,,,0,,,,,0,,0,,,,,0,,,,,,,,,,97741,,4.669,47767.85,,73
MSR,Montserrat,2019,0.029,5.732,,,,,,,,,,0.029,5.732,,,-2.39,-0.001,,0.209,,,,1.593,,,,,1.593,,,0,,,,,0,,0,,,,,0,,,,,,,,,,4991,,0.137,27374.036,,74
IRQ,Iraq,2019,222.991,5.673,,3.493,0.089,,,32.316,0.822,40.703,1.035,146.479,3.726,,,5.52,11.666,,0.366,,,,4445.706,120.929,,673.699,378.245,3272.642,,,0.61,0.22,,7.44,0.54,1.2,,0.27,0.29,,3.88,0.16,0.56,,,,,,,,,,39309789,,609.885,15514.844,,75
SRB,Serbia,2019,49.338,5.624,,0.81,0.092,34.412,3.923,,,5.02,0.572,9.096,1.037,,,11.47,5.077,,0.247,,,,2691.321,28.112,2022.958,,188.983,450.327,,,0.13,0.05,0.24,,0.07,0.07,,0.16,0.07,0.26,,0.08,0.08,,,,,,,,,,8772228,,199.87,22784.415,,76
HKG,Hong Kong,2019,41.789,5.62,66.438,0.763,0.103,24.009,3.229,,,6.259,0.842,10.759,1.447,,,-2.22,-0.949,,0.121,108.227,14.554,,1589.049,32.127,766.524,,117.955,672.443,,158.98,0.11,0.05,0.16,,0.08,0.09,,0.1,0.08,0.1,,0.05,0.12,,,,,,,,,,7436157,,344.667,46350.124,,77
ITA,Italy,2019,339.772,5.611,110.374,7.912,0.131,30.658,0.506,2.757,0.046,146.422,2.418,148.969,2.46,3.055,0.05,-2.65,-9.248,,0.19,450.146,7.434,,24435.241,934.998,4688.106,91.692,5215.717,13367.7,137.028,32.48,0.93,0.49,0.21,0.63,1.94,1.22,1.01,1.47,2.25,0.61,0.53,2.19,2.3,1.51,,,,,,,,,60550092,,1790.808,29575.646,,78
GBR,United Kingdom,2019,369.01,5.464,151.687,4.448,0.066,24.508,0.363,4.337,0.064,161.028,2.384,171.502,2.54,3.185,0.047,-3.37,-12.88,,0.172,520.696,7.711,,77831.567,515.747,56798.274,286.971,6845.685,13280.184,104.705,41.11,1.01,0.28,0.17,1,2.13,1.4,1.05,4.68,1.24,7.33,1.65,2.88,2.28,1.16,,,,,,,,,67530161,,2146.401,31784.327,,79
ESP,Spain,2019,251.498,5.381,20.998,9.064,0.194,23.552,0.504,3.633,0.078,71.177,1.523,141.13,3.02,2.942,0.063,-6.75,-18.215,,0.162,272.496,5.83,,14644.418,688.215,4825.728,76.524,1521.964,7427.229,104.758,8.35,0.69,0.56,0.16,0.84,0.94,1.15,0.97,0.88,1.66,0.62,0.44,0.64,1.28,1.16,,,,,,,,,46736782,,1554.292,33256.298,,80
DNK,Denmark,2019,30.897,5.353,16.847,1.129,0.196,3.588,0.622,0.195,0.034,6.012,1.042,19.645,3.404,0.328,0.057,-10.89,-3.775,,0.164,47.745,8.272,,4056.438,79.092,1838.797,18.487,268.299,1837.139,14.625,54.53,0.08,0.07,0.02,0.04,0.08,0.16,0.11,0.24,0.19,0.24,0.11,0.11,0.32,0.16,,,,,,,,,5771877,,188.006,32572.68,,81
NRU,Nauru,2019,0.057,5.263,,,,,,,,,,0.057,5.263,,,3.08,0.002,,0.212,,,,4.802,,,,,4.802,,,0,,,,,0,,0,,,,,0,,,,,,,,,,10764,,0.267,24818.053,,82
VGB,British Virgin Islands,2019,0.157,5.239,,,,,,,,,,0.157,5.239,,,-2.39,-0.004,,0.223,,,,5.36,,,,,5.36,,,0,,,,,0,,0,,,,,0,,,,,,,,,,30033,,0.705,23485.607,,83
,Reunion,2019,4.588,5.161,,,,2.106,2.369,,,,,2.482,2.792,,,4.24,0.187,,0.324,,,,119.28,,38.426,,,80.854,,,0.01,,0.01,,,0.02,,0.01,,0,,,0.01,,,,,,,,,,888932,,14.161,15930.887,,84
HUN,Hungary,2019,49.08,5.068,16.377,1.023,0.106,8.181,0.845,0.134,0.014,19.825,2.047,19.373,2,0.544,0.056,-0.66,-0.328,,0.18,65.457,6.759,,4962.515,88.052,2604.3,12.539,994.399,1240.705,22.521,33.37,0.13,0.06,0.06,0.03,0.26,0.16,0.18,0.3,0.21,0.34,0.07,0.42,0.21,0.25,,,,,,,,,9684680,,272.143,28100.379,,85
UKR,Ukraine,2019,222.579,5.059,-8.076,4.079,0.093,114.425,2.601,2.355,0.054,60.542,1.376,38.482,0.875,2.697,0.061,-4.07,-9.454,,0.234,214.503,4.876,,30345.247,392.657,16857.81,166.291,6179.232,6640.294,108.964,-3.63,0.61,0.25,0.79,0.54,0.8,0.31,0.89,1.83,0.95,2.18,0.96,2.6,1.14,1.2,,,,,,,,,43993643,,949.816,21589.847,,86
LTU,Lithuania,2019,13.923,5.045,7.7,0.578,0.21,0.801,0.29,0.234,0.085,4.081,1.479,8.192,2.969,0.037,0.013,1.66,0.227,,0.2,21.624,7.836,,1544.048,46.491,184.236,12.093,285.116,1012.73,3.382,55.31,0.04,0.04,0.01,0.05,0.05,0.07,0.01,0.09,0.11,0.02,0.07,0.12,0.17,0.04,,,,,,,,,2759631,,69.479,25176.903,,87
ATG,Antigua and Barbuda,2019,0.486,5.008,,,,,,,,,,0.486,5.008,,,-2.39,-0.012,,0.16,,,,21.096,,,,,21.096,,,0,,,,,0,,0,,,,,0,,,,,,,,,,97115,,3.048,31384.862,,88
FRA,France,2019,315.931,4.851,106.272,6.585,0.101,29.115,0.447,2.504,0.038,86.039,1.321,187.709,2.882,3.978,0.061,-2,-6.441,,0.118,422.202,6.482,,38452.047,687.467,19011.354,167.115,3483.071,14968.43,134.61,33.64,0.86,0.41,0.2,0.58,1.14,1.53,1.31,2.31,1.66,2.46,0.96,1.46,2.57,1.49,,,,,,,,,65129731,,2686.761,41252.443,,89
TUR,Turkey,2019,399.345,4.787,-0.646,30.423,0.365,165.202,1.98,0.183,0.002,83.181,0.997,113.952,1.366,6.404,0.077,-4.79,-20.092,,0.221,398.699,4.779,,10446.994,812.345,4305.253,5.19,1573.958,3620.701,129.546,-0.16,1.09,1.89,1.13,0.04,1.1,0.93,2.11,0.63,1.96,0.56,0.03,0.66,0.62,1.43,,,,,,,,,83429607,,1807.463,21664.522,,90
OWID_WRL,World,2019,36702.503,4.758,0,1608.472,0.208,14573.219,1.889,434.596,0.056,7553.394,0.979,12229.642,1.586,303.181,0.039,0.15,56.363,,0.227,36702.503,4.758,,1661716.918,41536.819,774385.946,17357.716,237832.369,581548.661,7428.242,0,100,100,100,100,100,100,100,100,100,100,100,100,100,82.03,,,,,,,,,7713468203,,161530.754,20941.391,,91
LAO,Laos,2019,33.932,4.733,-3.968,1.526,0.213,29.263,4.082,,,,,3.142,0.438,,,73.79,14.408,,0.221,29.963,4.179,,144.169,11.674,80.5,,,51.995,,-11.69,0.09,0.09,0.2,,,0.03,,0.01,0.03,0.01,,,0.01,,,,,,,,,,7169456,,153.777,21448.955,,92
,North America (excl. USA),2019,1204.91,4.72,-15.614,36.029,0.141,115.475,0.452,15.947,0.062,421.277,1.65,614.087,2.405,2.094,0.008,-0.68,-8.229,,0.17,1189.296,4.658,,60016.491,1278.982,11242.088,1197.959,12913.341,33300.345,83.776,-1.3,3.28,2.24,0.79,3.67,5.58,5.02,0.69,3.61,3.08,1.45,6.9,5.43,5.73,0.93,,,,,,,,,,,,,,93
PRT,Portugal,2019,47.629,4.658,5.462,2.225,0.218,5.04,0.493,1.133,0.111,12.144,1.188,26.18,2.56,0.907,0.089,-7.5,-3.863,,0.166,53.092,5.192,,2574.208,157.141,648.016,17.094,200.394,1527.065,24.498,11.47,0.13,0.14,0.03,0.26,0.16,0.21,0.3,0.15,0.38,0.08,0.1,0.08,0.26,0.27,,,,,,,,,10226178,,286.524,28018.71,,94
CHL,Chile,2019,86.129,4.545,7.519,0.782,0.041,27.211,1.436,0.029,0.002,11.533,0.608,46.574,2.458,,,2.04,1.72,,0.184,93.648,4.941,,2821.892,55.029,875.787,78.66,296.314,1516.103,,8.73,0.23,0.05,0.19,0.01,0.15,0.38,,0.17,0.13,0.11,0.45,0.12,0.26,,,,,,,,,,18952035,,467.922,24689.814,,95
KNA,Saint Kitts and Nevis,2019,0.24,4.535,,,,,,,,,,0.24,4.535,,,-2.39,-0.006,,0.215,,,,6.128,,,,,6.128,,,0,,,,,0,,0,,,,,0,,,,,,,,,,52834,,1.113,21073.542,,96
COK,Cook Islands,2019,0.079,4.52,,,,,,,,,,0.079,4.52,,,3.08,0.002,,0.162,,,,2.116,,,,,2.116,,,0,,,,,0,,0,,,,,0,,,,,,,,,,17547,,0.49,27921.376,,97
,Asia,2019,20608.593,4.48,-1483.403,1296.428,0.282,11265.459,2.449,141.588,0.031,2932.325,0.637,4766.724,1.036,206.069,0.045,1.75,354.223,,0.246,19125.189,4.158,,512599.097,25193.98,269864.608,6235.563,54298.966,151725.818,5280.161,-7.2,56.15,80.6,77.3,32.58,38.82,38.98,67.97,30.85,60.65,34.85,35.92,22.83,26.09,58.31,,,,,,,,,4600172691,,,,,98
SUR,Suriname,2019,2.52,4.335,,0.012,0.02,,,,,0.011,0.019,2.497,4.296,,,0.24,0.006,,0.18,,,,112.979,1.265,,,0.147,110.157,,,0.01,0,,,0,0.02,,0.01,0,,,0,0.02,,,,,,,,,,581363,,14.032,24136.256,,99
HRV,Croatia,2019,17.779,4.304,3.616,1.184,0.287,1.678,0.406,0.204,0.049,5.245,1.27,9.325,2.258,0.144,0.035,0.46,0.081,,0.189,21.395,5.18,,1061.562,55.692,139.112,18.1,196.007,647.205,5.447,20.34,0.05,0.07,0.01,0.05,0.07,0.08,0.05,0.06,0.13,0.02,0.1,0.08,0.11,0.06,,,,,,,,,4130299,,94.001,22758.875,,100
CHE,Switzerland,2019,36.742,4.277,79.308,1.732,0.202,0.434,0.051,0.033,0.004,6.881,0.801,27.491,3.2,0.169,0.02,-0.34,-0.126,,0.112,116.05,13.508,,2990.486,134.814,591.216,1.197,217.329,2039.308,6.622,215.85,0.1,0.11,0,0.01,0.09,0.22,0.06,0.18,0.32,0.08,0.01,0.09,0.35,0.07,,,,,,,,,8591361,,326.727,38029.702,,101
BRB,Barbados,2019,1.215,4.234,,0.071,0.246,,,,,0.058,0.2,1.087,3.788,,,-1.64,-0.02,,0.173,,,,53.788,3.557,,,1.68,48.461,,,0,0,,,0,0.01,,0,0.01,,,0,0.01,,,,,,,,,,287021,,7.043,24536.793,,102
MNE,Montenegro,2019,2.645,4.212,,,,1.652,2.631,,,,,0.993,1.58,,,10.21,0.245,,0.186,,,,101.311,,71.59,,,29.687,,,0.01,,0.01,,,0.01,,0.01,,0.01,,,0.01,,,,,,,,,,627988,,14.224,22650.168,,103
,Asia (excl. China & India),2019,7492.636,4.163,-220.754,325.888,0.181,2209.855,1.228,139.909,0.078,2239.043,1.244,2549.129,1.416,28.812,0.016,1.74,128.061,,0.215,7271.882,4.04,,235728.275,8894.945,66420.326,6040.393,46568.893,107080.03,723.687,-2.95,20.41,20.26,15.16,32.19,29.64,20.84,9.5,14.19,21.41,8.58,34.8,19.58,18.41,7.99,,,,,,,,,,,,,,104
SWE,Sweden,2019,40.937,4.079,26.952,1.349,0.134,8.098,0.807,0.536,0.053,1.775,0.177,28.653,2.855,0.525,0.052,-2.75,-1.159,,0.066,67.889,6.764,,4949.321,109.27,1496.062,16.567,68.386,3240.402,18.633,65.84,0.11,0.08,0.06,0.12,0.02,0.23,0.17,0.3,0.26,0.19,0.1,0.03,0.56,0.21,,,,,,,,,10036391,,622.722,62046.398,,105
LVA,Latvia,2019,7.648,4.011,4.957,0.561,0.294,0.166,0.087,0,0,2.548,1.336,4.318,2.265,0.054,0.028,-2.69,-0.211,,0.174,12.606,6.611,,943.502,15.469,152.203,1.559,153.156,619.114,2.001,64.82,0.02,0.03,0,0,0.03,0.04,0.02,0.06,0.04,0.02,0.01,0.06,0.11,0.02,,,,,,,,,1906740,,43.953,23051.381,,106
LIE,Liechtenstein,2019,0.148,3.903,,,,,,,,0.05,1.323,0.098,2.58,,,4.28,0.006,,,,,,5.97,,,,1.594,4.375,,,0,,,,0,0,,0,,,,0,0,,,,,,,,,,38020,,,,,107
THA,Thailand,2019,271.625,3.901,9.496,15.091,0.217,53.999,0.776,,,82.762,1.189,119.773,1.72,,,-1.65,-4.552,,0.177,281.12,4.038,,7106.532,466.726,1318.752,,1602.112,3718.942,,3.5,0.74,0.94,0.37,,1.1,0.98,,0.43,1.12,0.17,,0.67,0.64,,,,,,,,,,69625581,,1531.525,21996.591,,108
LBN,Lebanon,2019,26.658,3.888,,2.438,0.356,0.502,0.073,,,,,23.717,3.459,,,0.4,0.107,,0.249,,,,707.465,69.718,14.601,,,622.567,,,0.07,0.15,0,,,0.19,,0.04,0.17,0,,,0.11,,,,,,,,,,6855709,,107.043,15613.75,,109
DZA,Algeria,2019,166.642,3.871,,10.749,0.25,1.099,0.026,5.599,0.13,92.436,2.147,56.759,1.318,,,3.19,5.155,,0.24,,,,4432.136,218.537,115.351,583.067,1974.437,1540.744,,,0.45,0.67,0.01,1.29,1.22,0.46,,0.27,0.53,0.01,3.36,0.83,0.26,,,,,,,,,,43053054,,695.143,16146.19,,110
ROU,Romania,2019,74.846,3.865,1.847,3.828,0.198,17.674,0.913,0.592,0.031,21.412,1.106,30.164,1.558,1.176,0.061,-3.56,-2.763,,0.196,76.693,3.96,,8421.819,257.269,2515.268,28.189,2849.476,2736.867,34.749,2.47,0.2,0.24,0.12,0.14,0.28,0.25,0.39,0.51,0.62,0.32,0.16,1.2,0.47,0.38,,,,,,,,,19364558,,382.183,19736.216,,111
AZE,Azerbaijan,2019,38.725,3.854,1.645,1.083,0.108,0.004,0,2.667,0.266,23.2,2.309,11.771,1.172,,,5.1,1.878,,0.215,40.37,4.018,,2466.035,29.717,24.283,49.176,1012.143,1350.716,,4.25,0.11,0.07,0,0.61,0.31,0.1,,0.15,0.07,0,0.28,0.43,0.23,,,,,,,,,,10047719,,180.079,17922.369,,112
MKD,North Macedonia,2019,7.975,3.828,,0.359,0.172,4.034,1.936,,,0.501,0.241,3.08,1.478,,,13.54,0.951,,0.259,,,,628.949,17.759,412.967,,4.997,193.016,,,0.02,0.02,0.03,,0.01,0.03,,0.04,0.04,0.05,,0,0.03,,,,,,,,,,2083458,,30.794,14780.323,,113
MLT,Malta,2019,1.669,3.79,3.59,,,0,0,,,0.708,1.608,0.961,2.182,0,0,8.5,0.131,,0.041,5.259,11.943,,102.996,,6.408,,1.943,94.622,0.024,215.09,0,,0,,0.01,0.01,0,0.01,,0,,0,0.02,0,,,,,,,,,440377,,40.376,91685.145,,114
ARG,Argentina,2019,167.566,3.742,-0.966,4.097,0.092,2.582,0.058,1.847,0.041,91.892,2.052,67.149,1.5,,,-7.47,-13.534,,0.178,166.599,3.72,,8274.235,193.409,534.626,182.633,2782.205,4581.362,,-0.58,0.46,0.25,0.02,0.42,1.22,0.55,,0.5,0.47,0.07,1.05,1.17,0.79,,,,,,,,,,44780675,,939.086,20970.785,,115
VEN,Venezuela,2019,99.175,3.478,21.369,2.76,0.097,0.076,0.003,29.012,1.017,33.733,1.183,33.594,1.178,,,-17.48,-21.001,,0.183,120.545,4.227,,7770.082,152.919,37.59,1356.782,2314.999,3907.791,,21.55,0.27,0.17,0,6.68,0.45,0.27,,0.47,0.37,0,7.82,0.97,0.67,,,,,,,,,,28515829,,541.504,18989.611,,116
UZB,Uzbekistan,2019,114.199,3.462,,3.53,0.107,8.55,0.259,,,89.945,2.727,12.175,0.369,,,-0.46,-0.533,,0.214,,,,6197.565,162.224,541.87,,3718.387,1741.792,,,0.31,0.22,0.06,,1.19,0.1,,0.37,0.39,0.07,,1.56,0.3,,,,,,,,,,32981714,,533.567,16177.655,,117
MUS,Mauritius,2019,4.378,3.448,1.279,,,1.438,1.133,,,,,2.94,2.316,,,-3.01,-0.136,,0.148,5.657,4.455,,111.777,,29.242,,,82.535,,29.21,0.01,,0.01,,,0.02,,0.01,,0,,,0.01,,,,,,,,,,1269670,,29.555,23277.918,,118
MEX,Mexico,2019,435.512,3.414,19.831,20.864,0.164,43.912,0.344,,,149.84,1.174,220.896,1.732,,,-4.35,-19.796,,0.208,455.343,3.569,,19718.038,651.643,1479.784,,4024.978,13058.071,,4.55,1.19,1.3,0.3,,1.98,1.81,,1.19,1.57,0.19,,1.69,2.25,,,,,,,,,,127575529,,2098.123,16446.121,,119
MDV,Maldives,2019,1.794,3.379,,,,,,,,,,1.794,3.379,,,3.08,0.054,,0.193,,,,23.115,,,,,23.115,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,530957,,9.288,17493.39,,120
GUY,Guyana,2019,2.487,3.177,,0.162,0.206,,,,,,,2.325,2.97,,,0.22,0.006,,0.223,,,,98.378,0.679,,,,97.666,,,0.01,0.01,,,,0.02,,0.01,0,,,,0.02,,,,,,,,,,782775,,11.151,14245.798,,121
BWA,Botswana,2019,6.925,3.006,11.504,0.006,0.003,3.98,1.728,,,,,2.938,1.275,,,-8.42,-0.637,,0.301,18.429,8,,143.883,0.249,84.336,,,59.294,,166.13,0.02,0,0.03,,,0.02,,0.01,0,0.01,,,0.01,,,,,,,,,,2303703,,23.019,9992.323,,122
GRD,Grenada,2019,0.332,2.967,,,,,,,,,,0.332,2.967,,,7.96,0.024,,0.254,,,,7.968,,,,,7.968,,,0,,,,,0,,0,,,,,0,,,,,,,,,,112002,,1.306,11660.634,,123
PYF,French Polynesia,2019,0.827,2.962,,,,,,,,,,0.827,2.962,,,3.08,0.025,,0.175,,,,27.955,,,,,27.955,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,279285,,4.718,16894.356,,124
PAN,Panama,2019,12.294,2.895,12.114,0.775,0.183,0.871,0.205,,,0.889,0.209,9.758,2.298,,,14.57,1.563,,0.1,24.408,5.748,,298.472,19.159,9.046,,1.632,268.634,,98.54,0.03,0.05,0.01,,0.01,0.08,,0.02,0.05,0,,0,0.05,,,,,,,,,,4246440,,123.14,28998.336,,125
JAM,Jamaica,2019,8.045,2.729,0.345,0.334,0.113,0.357,0.121,,,0.226,0.077,7.128,2.418,,,0.08,0.006,,0.187,8.39,2.846,,445.426,14.098,5.875,,0.632,424.821,,4.28,0.02,0.02,0,,0,0.06,,0.03,0.03,0,,0,0.07,,,,,,,,,,2948277,,42.935,14562.764,,126
LCA,Saint Lucia,2019,0.497,2.72,,,,,,,,,,0.497,2.72,,,-2.39,-0.012,,0.182,,,,13.926,,,,,13.926,,,0,,,,,0,,0,,,,,0,,,,,,,,,,182795,,2.725,14909.169,,127
VNM,Vietnam,2019,260.312,2.699,-27.036,52.855,0.548,124.026,1.286,,,18.925,0.196,64.506,0.669,,,16.36,36.594,,0.225,233.277,2.418,,3722.969,513.547,1692.517,,279.713,1236.397,,-10.39,0.71,3.29,0.85,,0.25,0.53,,0.22,1.24,0.22,,0.12,0.21,,,,,,,,,,96462108,,1157.319,11997.658,,128
GEO,Georgia,2019,10.48,2.622,0.126,0.798,0.2,1.401,0.351,,,4.812,1.204,3.468,0.868,,,3.72,0.376,,0.141,10.606,2.654,,649.413,17.669,81.457,,240.473,307.05,,1.2,0.03,0.05,0.01,,0.06,0.03,,0.04,0.04,0.01,,0.1,0.05,,,,,,,,,,3996762,,74.129,18547.295,,129
MHL,Marshall Islands,2019,0.151,2.57,,,,,,,,,,0.151,2.57,,,3.08,0.005,,,,,,3.265,,,,,3.265,,,0,,,,,0,,0,,,,,0,,,,,,,,,,58791,,,,,130
TUN,Tunisia,2019,30.011,2.566,-1.735,3.125,0.267,,,0.275,0.024,12.797,1.094,13.813,1.181,,,2.21,0.648,,0.246,28.276,2.418,,873.385,103.016,,9.274,245.376,501.117,,-5.78,0.08,0.19,,0.06,0.17,0.11,,0.05,0.25,,0.05,0.1,0.09,,,,,,,,,,11694721,,122.036,10435.093,,131
DOM,Dominican Republic,2019,27.52,2.563,0.75,2.047,0.191,5.09,0.474,,,2.638,0.246,17.745,1.652,,,7.09,1.822,,0.224,28.27,2.632,,719.948,49.206,50.179,,24.835,595.728,,2.73,0.07,0.13,0.03,,0.03,0.15,,0.04,0.12,0.01,,0.01,0.1,,,,,,,,,,10738957,,122.796,11434.634,,132
JOR,Jordan,2019,25.745,2.549,8.365,1.792,0.177,0.635,0.063,,,8.363,0.828,14.955,1.48,,,1.92,0.485,,0.222,34.11,3.377,,675.815,52.305,5.687,,81.312,536.51,,32.49,0.07,0.11,0,,0.11,0.12,,0.04,0.13,0,,0.03,0.09,,,,,,,,,,10101697,,116.005,11483.718,,133
BTN,Bhutan,2019,1.927,2.526,,0.359,0.47,0.968,1.269,,,,,0.601,0.787,,,34.23,0.492,,0.086,,,,17.268,3.837,5.294,,,8.137,,,0.01,0.02,0.01,,,0,,0,0.01,0,,,0,,,,,,,,,,763094,,22.388,29338.077,,134
GUF,French Guiana,2019,0.728,2.504,,,,,,,,,,0.728,2.504,,,4.24,0.03,,0.152,,,,26.762,,,,,26.762,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,290823,,4.806,16525.94,,135
,South America,2019,1065.51,2.494,74.228,42.923,0.1,110.108,0.258,50.954,0.119,254.134,0.595,600.998,1.407,6.392,0.015,-2.38,-25.94,,0.157,1139.737,2.668,,42294.558,1559.06,4657.202,2275.247,7614.954,26031.241,156.853,6.97,2.9,2.67,0.76,11.72,3.36,4.91,2.11,2.55,3.75,0.6,13.11,3.2,4.48,1.73,,,,,,,,,427199425,,,,,136
IDN,Indonesia,2019,660.594,2.441,12.764,32.415,0.12,315.401,1.166,11.091,0.041,82.998,0.307,218.69,0.808,,,7.43,45.71,,0.275,673.358,2.488,,13810.46,639.063,3436.588,482.563,2361.542,6890.704,,1.93,1.8,2.02,2.16,2.55,1.1,1.79,,0.83,1.54,0.44,2.78,0.99,1.18,,,,,,,,,,270625567,,2403.714,8882.066,,137
,Wallis and Futuna,2019,0.026,2.312,,,,,,,,,,0.026,2.312,,,3.08,0.001,,,,,,0.481,,,,,0.481,,,0,,,,,0,,0,,,,,0,,,,,,,,,,11436,,,,,138
BRA,Brazil,2019,485.793,2.302,18.187,21.03,0.1,62.069,0.294,17.505,0.083,67.121,0.318,311.676,1.477,6.392,0.03,0.44,2.108,,0.141,503.981,2.388,,15771.123,749.882,2365.294,420.162,1194.301,10884.63,156.853,3.74,1.32,1.31,0.43,4.03,0.89,2.55,2.11,0.95,1.81,0.31,2.42,0.5,1.87,1.73,,,,,,,,,211049519,,3450.384,16348.695,,139
EGY,Egypt,2019,225.882,2.25,1.007,19.669,0.196,0.997,0.01,,,101.579,1.012,103.636,1.032,,,-0.81,-1.84,,0.211,226.889,2.26,,6101.042,510.503,133.146,,1874.268,3562.917,,0.45,0.62,1.22,0.01,,1.34,0.85,,0.37,1.23,0.02,,0.79,0.61,,,,,,,,,,100388076,,1072.796,10686.491,,140
DMA,Dominica,2019,0.157,2.191,,,,,,,,,,0.157,2.191,,,-2.39,-0.004,,0.199,,,,4.668,,,,,4.668,,,0,,,,,0,,0,,,,,0,,,,,,,,,,71808,,0.789,10994.079,,141
VCT,Saint Vincent and the Grenadines,2019,0.236,2.134,,,,,,,,,,0.236,2.134,,,-2.39,-0.006,,0.262,,,,6.758,,,,,6.758,,,0,,,,,0,,0,,,,,0,,,,,,,,,,110593,,0.902,8153.639,,142
ECU,Ecuador,2019,36.758,2.116,7.617,2.287,0.132,,,1.246,0.072,1.254,0.072,31.971,1.84,,,-3.06,-1.162,,0.178,44.375,2.554,,1166.778,64.217,,58.286,31.837,1012.437,,20.72,0.1,0.14,,0.29,0.02,0.26,,0.07,0.15,,0.34,0.01,0.17,,,,,,,,,,17373657,,206.74,11899.61,,143
BOL,Bolivia,2019,23.848,2.071,-0.482,1.439,0.125,0.015,0.001,0.154,0.013,9.316,0.809,12.924,1.123,,,-0.03,-0.008,,0.261,23.366,2.03,,509.455,25.921,0.348,31.211,152.47,299.505,,-2.02,0.06,0.09,0,0.04,0.12,0.11,,0.03,0.06,0,0.18,0.06,0.05,,,,,,,,,,11513102,,91.418,7940.383,,144
GAB,Gabon,2019,4.488,2.066,,0.19,0.087,,,1.627,0.749,0.696,0.321,1.975,0.909,,,-5.7,-0.271,,0.263,,,,254.109,3.602,,129.615,18.374,102.518,,,0.01,0.01,,0.37,0.01,0.02,,0.02,0.01,,0.75,0.01,0.02,,,,,,,,,,2172578,,17.054,7849.778,,145
CUB,Cuba,2019,22.525,1.987,,0.716,0.063,0.023,0.002,,,2.249,0.198,19.537,1.724,,,-0.37,-0.084,,0.207,,,,1594.097,58.382,11.293,,39.442,1484.981,,,0.06,0.04,0,,0.03,0.16,,0.1,0.14,0,,0.02,0.26,,,,,,,,,,11333484,,108.896,9608.342,,146
,Macao,2019,1.256,1.962,,,,,,,,0.187,0.293,1.069,1.669,,,3.27,0.04,,0.082,,,,55.298,,,,1.617,52.397,,,0,,,,0,0.01,,0,,,,0,0.01,,,,,,,,,,640446,,15.28,23858.014,,147
IND,India,2019,2625.968,1.922,-215.495,143.664,0.105,1677.934,1.228,1.678,0.001,128.68,0.094,674.011,0.493,,,1.01,26.162,,0.279,2410.473,1.764,,51974.697,2352.417,33663.393,164.557,2221.818,13572.511,,-8.21,7.15,8.93,11.51,0.39,1.7,5.51,,3.13,5.66,4.35,0.95,0.93,2.33,,,,,,,,,,1366417756,,9414.266,6889.742,,148
URY,Uruguay,2019,6.584,1.902,5.019,0.32,0.092,0.002,0.001,,,0.113,0.033,6.148,1.776,,,0.2,0.013,,0.097,11.603,3.352,,365.389,20.143,4.081,,2.557,338.608,,76.24,0.02,0.02,0,,0,0.05,,0.02,0.05,0,,0,0.06,,,,,,,,,,3461731,,67.875,19607.18,,149
,Lower-middle-income countries,2019,6147.551,1.872,-533.583,362.228,0.11,2566.164,0.781,104.995,0.032,1223.306,0.372,1888.161,0.575,2.697,0.001,3.64,215.876,,0.254,5613.968,1.709,,159644.022,6645.45,60887.955,4929.126,29618.338,57454.189,108.964,-8.68,16.75,22.52,17.61,24.16,16.2,15.44,0.89,9.61,16,7.86,28.4,12.45,9.88,1.2,,,,,,,,,,,,,,150
