iso_code,country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,rank
SVN,Slovenia,2015,13.623,6.577,4.477,0.367,0.177,4.615,2.228,0.117,0.056,1.555,0.751,6.867,3.316,0.101,0.049,0.61,0.082,0.252,0.185,18.1,8.739,0.335,781.02,25.613,345.026,3.836,58.636,343.932,3.978,32.87,0.04,0.03,0.03,0.03,0.02,0.06,0.03,0.05,0.07,0.05,0.02,0.03,0.06,0.05,13.68,6.605,16.31,7.875,1.96,0.946,0.79,0.381,2071199,54016270336,73.676,35571.648,1.364,63
GBR,United Kingdom,2015,422.34,6.413,149.036,4.393,0.067,91.469,1.389,4.606,0.07,147.23,2.236,171.464,2.604,3.178,0.048,-3.69,-16.201,0.175,0.188,571.376,8.676,0.236,76293.765,497.972,56654.054,269.046,6196.489,12583.334,92.87,35.29,1.19,0.31,0.62,1.24,2.17,1.44,1.05,5.03,1.41,7.91,1.71,2.97,2.36,1.18,486.78,7.391,497.74,7.558,52.15,0.792,28.46,0.432,65860149,2.42E+12,2244.819,34084.63,0.929,64
SVK,Slovakia,2015,34.411,6.331,12.077,1.309,0.241,13.918,2.561,0.021,0.004,8.714,1.603,9.582,1.763,0.867,0.16,2.44,0.819,0.26,0.191,46.487,8.552,0.351,3698.461,52.185,2596.005,0.621,450.027,571.947,27.676,35.1,0.1,0.09,0.09,0.01,0.13,0.08,0.29,0.24,0.15,0.36,0,0.22,0.11,0.35,30.16,5.549,37.77,6.949,4.32,0.795,1.93,0.355,5435614,1.32E+11,180.301,33170.249,1.361,65
,Upper-middle-income countries,2015,15303.66,6.189,-1854.037,900.562,0.364,8772.58,3.548,126.247,0.051,1980.728,0.801,3321.121,1.343,202.422,0.082,-1.1,-170.091,0.445,0.254,13449.623,5.439,0.391,425742.866,16753.243,227849.489,4081.171,53882.679,118454.065,4722.218,-12.11,43.11,62.66,59.6,33.9,29.19,27.95,67.15,28.06,47.35,31.81,25.99,25.81,22.22,60.15,,,,,,,,,,,,,,66
DNK,Denmark,2015,35.204,6.188,15.634,0.932,0.164,7.243,1.273,0.247,0.044,6.907,1.214,19.559,3.438,0.315,0.055,-6.23,-2.34,0.139,0.181,50.838,8.937,0.2,3919.114,74.514,1814.182,17.547,242.12,1757.615,13.138,44.41,0.1,0.06,0.05,0.07,0.1,0.16,0.1,0.26,0.21,0.25,0.11,0.12,0.33,0.17,44.65,7.849,46.61,8.193,7.18,1.262,5.1,0.897,5688695,2.54E+11,194.153,34129.697,0.765,67
GLP,Guadeloupe,2015,2.47,6.172,,,,0.452,1.13,,,,,2.018,5.042,,,1.6,0.039,,0.274,,,,71.23,,7.891,,,63.339,,,0.01,,0,,,0.02,,0,,0,,,0.01,,,,,,,,,,400260,,9.032,22565.051,,68
BLR,Belarus,2015,58.038,6.148,5.074,2.218,0.235,2.808,0.298,0.001,0,33.957,3.597,17.758,1.881,1.295,0.137,-7.3,-4.571,0.334,0.216,63.111,6.686,0.363,4608.446,76.067,496.027,9.977,1113.328,2865.417,47.629,8.74,0.16,0.15,0.02,0,0.5,0.15,0.43,0.3,0.21,0.07,0.06,0.53,0.54,0.61,68.08,7.212,84.48,8.95,16.99,1.8,12.54,1.328,9439424,1.74E+11,269.236,28522.477,1.548,69
CYP,Cyprus,2015,6.97,6.004,0.541,0.877,0.756,0.015,0.013,,,0,0,6.067,5.226,0.011,0.01,0.3,0.021,0.28,0.24,7.511,6.469,0.302,256.953,28.881,3.691,,0.027,223.143,1.212,7.75,0.02,0.06,0,,0,0.05,0,0.02,0.08,0,,0,0.04,0.02,7.83,6.744,8.14,7.011,0.7,0.603,0.36,0.31,1160987,24862126080,29.094,25059.414,1.17,70
VEN,Venezuela,2015,180.124,5.988,13.7,3.237,0.108,0.498,0.017,31.815,1.058,46.435,1.544,98.139,3.262,,,-3.53,-6.584,0.322,0.189,193.824,6.443,0.347,7219.718,141.354,36.518,1231.565,2142.979,3667.302,,7.61,0.51,0.23,0,8.54,0.68,0.83,,0.48,0.4,0.01,7.84,1.03,0.69,,379.78,12.625,270.98,9.008,75.9,2.523,13.34,0.443,30081827,5.59E+11,953.305,31690.397,1.706,71
MTQ,Martinique,2015,2.264,5.983,,,,,,,,,,2.264,5.983,,,1.6,0.036,,0.24,,,,76.735,,,,,76.735,,,0.01,,,,,0.02,,0.01,,,,,0.01,,,,,,,,,,378483,,9.445,24955.914,,72
AND,Andorra,2015,0.465,5.966,,,,,,,,,,0.465,5.966,,,0.79,0.004,,,,,,12.674,,,,,12.674,,,0,,,,,0,,0,,,,,0,,0.58,7.437,0.58,7.437,0.05,0.641,0,0,77993,,,,,73
ITA,Italy,2015,361.302,5.964,101.145,8.196,0.135,53.063,0.876,2.574,0.042,132.756,2.192,161.657,2.669,3.056,0.05,3.35,11.721,0.18,0.202,462.448,7.634,0.23,23035.538,903.938,4527.425,82.1,4636.121,12761.26,124.695,27.99,1.02,0.57,0.36,0.69,1.96,1.36,1.01,1.52,2.55,0.63,0.52,2.22,2.39,1.59,381.49,6.297,416.15,6.87,45.01,0.743,18.08,0.298,60578489,2.01E+12,1784.358,29455.315,0.887,74
HKG,Hong Kong,2015,42.392,5.899,67.592,0.725,0.101,25.373,3.531,,,6.082,0.846,10.212,1.421,,,-6.81,-3.1,0.124,0.13,109.984,15.305,0.321,1418.58,29.151,668.964,,93.182,627.283,,159.44,0.12,0.05,0.17,,0.09,0.09,,0.09,0.08,0.09,,0.04,0.12,,,,,,,,,,7185992,3.43E+11,326.451,45428.808,0.952,75
ESP,Spain,2015,271.694,5.821,14.402,9.216,0.198,61.751,1.323,3.707,0.079,56.603,1.213,137.451,2.945,2.966,0.064,6.52,16.626,0.181,0.175,286.096,6.13,0.191,13587.806,650.621,4655.075,61.512,1268.721,6858.874,93.002,5.3,0.77,0.64,0.42,1,0.83,1.16,0.98,0.9,1.84,0.65,0.39,0.61,1.29,1.18,317.67,6.806,325.51,6.974,39.22,0.84,20.11,0.431,46671919,1.50E+12,1553.121,33277.427,1.037,76
BHS,Bahamas,2015,2.136,5.708,,,,0.004,0.01,,,,,2.132,5.699,,,-12.07,-0.293,,0.181,,,,157.769,,0.246,,,153.261,,,0.01,,0,,,0.02,,0.01,,0,,,0.03,,2.76,7.376,2.74,7.322,0.23,0.615,0.09,0.241,374200,,11.819,31584.977,,77
TCA,Turks and Caicos Islands,2015,0.205,5.703,,,,,,,,,,0.205,5.703,,,3.7,0.007,,0.24,,,,2.818,,,,,2.818,,,0,,,,,0,,0,,,,,0,,,,,,,,,,35979,,0.853,23711.884,,78
BIH,Bosnia and Herzegovina,2015,18.46,5.383,,0.309,0.09,13.491,3.934,,,0.407,0.119,4.254,1.24,,,-4.41,-0.851,0.49,0.26,,,,842.891,9.33,670.411,,22.054,140.772,,,0.05,0.02,0.09,,0.01,0.04,,0.06,0.03,0.09,,0.01,0.03,,20.93,6.103,24.64,7.185,3.48,1.015,1.35,0.394,3429362,37642616832,70.99,20700.691,1.886,79
NRU,Nauru,2015,0.055,5.298,,,,,,,,,,0.055,5.298,,,7.14,0.004,,0.166,,,,4.584,,,,,4.584,,,0,,,,,0,,0,,,,,0,,0.06,5.784,0.06,5.784,0,0,0,0,10374,,0.332,32049.262,,80
ATG,Antigua and Barbuda,2015,0.48,5.13,,,,,,,,,,0.48,5.13,,,3.97,0.018,,0.158,,,,19.13,,,,,19.13,,,0,,,,,0,,0,,,,,0,,1.1,11.756,1.1,11.756,0.2,2.137,0.02,0.214,93571,,3.043,32524.475,,81
,Reunion,2015,4.424,5.124,,,,2.03,2.352,,,,,2.394,2.772,,,1.6,0.07,,0.322,,,,101.324,,30.185,,,71.139,,,0.01,,0.01,,,0.02,,0.01,,0,,,0.01,,,,,,,,,,863359,,13.746,15922.006,,82
FRA,France,2015,329.91,5.119,104.41,6.407,0.099,37.618,0.584,2.857,0.044,80.972,1.256,198.025,3.072,4.032,0.063,1.23,4.025,0.134,0.119,434.32,6.738,0.177,37143.17,661.657,18872.008,156.022,3135.085,14199.397,119.001,31.65,0.93,0.45,0.26,0.77,1.19,1.67,1.34,2.45,1.87,2.63,0.99,1.5,2.66,1.52,369.04,5.726,430.14,6.674,61.05,0.947,38.91,0.604,64453194,2.45E+12,2764.936,42898.347,1.127,83
,North America (excl. USA),2015,1240.934,5.083,-1.18,33.164,0.136,130.718,0.535,27.98,0.115,404.201,1.656,642.577,2.632,2.294,0.009,0.8,9.798,0.299,0.177,1239.754,5.078,0.299,55169.876,1143.127,10752.344,1117.81,11282.714,30798.762,75.119,-0.1,3.5,2.31,0.89,7.51,5.96,5.41,0.76,3.64,3.23,1.5,7.12,5.41,5.78,0.96,,,,,,,,,,,,,,84
SYC,Seychelles,2015,0.48,5.054,,,,,,,,,,0.48,5.054,,,3.97,0.018,0.203,0.106,,,,10.659,,,,,10.659,,,0,,,,,0,,0,,,,,0,,0.65,6.843,0.65,6.843,0.09,0.948,0,0,94981,2363480064,4.536,47753.824,1.919,85
PRT,Portugal,2015,52.29,5.043,4.338,2.921,0.282,12.575,1.213,1.139,0.11,9.111,0.879,25.664,2.475,0.88,0.085,9.02,4.328,0.204,0.183,56.628,5.462,0.221,2369.397,147.837,609.349,12.703,154.797,1423.792,20.919,8.3,0.15,0.2,0.09,0.31,0.13,0.22,0.29,0.16,0.42,0.09,0.08,0.07,0.27,0.27,66.64,6.427,67.43,6.503,11.45,1.104,3.21,0.31,10368346,2.57E+11,285.753,27560.122,1.114,86
UKR,Ukraine,2015,223.822,4.982,-28.261,3.278,0.073,119.393,2.658,2.382,0.053,65.547,1.459,30.487,0.679,2.735,0.061,-13.08,-33.686,0.562,0.225,195.561,4.353,0.491,29433.544,377.694,16383.045,156.86,5920.895,6497.159,97.892,-12.63,0.63,0.23,0.81,0.64,0.97,0.26,0.91,1.94,1.07,2.29,1,2.84,1.22,1.25,265.08,5.901,279.07,6.212,65.06,1.448,22.66,0.504,44921636,3.98E+11,996.499,22183.051,2.503,87
SRB,Serbia,2015,43.746,4.928,,0.687,0.077,30.566,3.443,,,4.004,0.451,8.489,0.956,,,17.63,6.557,0.478,0.233,,,,2507.162,24.953,1896.852,,169.912,414.505,,,0.12,0.05,0.21,,0.06,0.07,,0.17,0.07,0.26,,0.08,0.08,,60.07,6.767,62.91,7.087,12.49,1.407,4.58,0.516,8876777,91611774976,187.723,21147.643,2.049,88
TUR,Turkey,2015,381.332,4.856,30.795,32.619,0.415,138.651,1.766,0.155,0.002,96.419,1.228,107.628,1.37,5.861,0.075,5.43,19.656,0.233,0.24,412.127,5.248,0.252,8801.643,671.908,3667.661,4.518,1198.265,3156.233,103.059,8.08,1.07,2.27,0.94,0.04,1.42,0.91,1.94,0.58,1.9,0.51,0.03,0.57,0.59,1.31,374.18,4.765,433.85,5.525,42.46,0.541,32.88,0.419,78529413,1.64E+12,1589.758,20244.108,0.971,89
SUR,Suriname,2015,2.702,4.833,,0.028,0.049,,,0.004,0.006,0.007,0.013,2.664,4.764,,,-3.78,-0.106,,0.257,,,,103.194,1.222,,0.029,0.11,100.456,,,0.01,0,,0,0,0.02,,0.01,0,,0,0,0.02,,12.74,22.785,4.48,8.012,1.39,2.486,0.28,0.501,559136,,10.528,18828.261,,90
OWID_WRL,World,2015,35496.406,4.81,0,1437.305,0.195,14718.203,1.994,372.364,0.05,6785.935,0.92,11881.131,1.61,301.47,0.041,-0.11,-38.037,,0.235,35496.406,4.81,,1516990.078,35382.356,716280.251,15700.355,208737.056,533038.945,6223.949,0,100,100,100,100,100,100,100,100,100,100,100,100,100,79.27,46760.47,6.337,45974.01,6.231,8240.68,1.117,2997.24,0.406,7380117870,,151226.241,20491.034,,91
HUN,Hungary,2015,46.615,4.767,16.834,0.676,0.069,10.518,1.076,0.132,0.014,18.191,1.86,16.531,1.691,0.568,0.058,6.72,2.937,0.208,0.188,63.449,6.489,0.283,4767.503,84.659,2566.881,11.978,915.006,1168.731,20.248,36.11,0.13,0.05,0.07,0.04,0.27,0.14,0.19,0.31,0.24,0.36,0.08,0.44,0.22,0.26,59.67,6.103,58.33,5.965,7.21,0.737,5.26,0.538,9777925,2.24E+11,248.644,25429.144,1.109,92
CHE,Switzerland,2015,38.731,4.668,80.619,1.715,0.207,0.563,0.068,0.028,0.003,6.78,0.817,29.466,3.552,0.18,0.022,-1.28,-0.5,0.078,0.118,119.35,14.385,0.239,2839.502,127.815,589.261,1.077,189.542,1925.88,5.928,208.15,0.11,0.12,0,0.01,0.1,0.25,0.06,0.19,0.36,0.08,0.01,0.09,0.36,0.08,45.49,5.483,47.71,5.75,4.9,0.591,2.18,0.263,8296775,5.00E+11,327.326,39452.166,0.655,93
IRQ,Iraq,2015,165.647,4.657,,3.493,0.098,,,28.096,0.79,12.986,0.365,121.072,3.404,,,0.3,0.496,0.344,0.354,,,,3605.325,106.958,,540.781,273.543,2683.853,,,0.47,0.24,,7.55,0.19,1.02,,0.24,0.3,,3.44,0.13,0.5,,185.86,5.225,185.77,5.222,15.36,0.432,4.4,0.124,35572269,4.82E+11,467.857,13152.31,0.971,94
KNA,Saint Kitts and Nevis,2015,0.234,4.58,,,,,,,,,,0.234,4.58,,,1.59,0.004,,0.219,,,,5.163,,,,,5.163,,,0,,,,,0,,0,,,,,0,,0.35,6.835,0.35,6.835,0.08,1.562,0.02,0.391,51204,,1.069,20877.759,,95
CHL,Chile,2015,81.824,4.554,8.504,1.033,0.058,27.167,1.512,0.161,0.009,9.112,0.507,44.351,2.468,,,5.48,4.251,0.212,0.197,90.329,5.027,0.234,2482.915,51.478,766.779,78.323,254.904,1331.43,,10.39,0.23,0.07,0.18,0.04,0.13,0.37,,0.16,0.15,0.11,0.5,0.12,0.25,,23.21,1.292,104.02,5.789,13.11,0.73,7.01,0.39,17969356,3.86E+11,415.351,23114.389,1.075,96
NIU,Niue,2015,0.007,4.552,,,,,,,,,,0.007,4.552,,,-33.33,-0.004,,0.229,,,,0.242,,,,,0.242,,,0,,,,,0,,0,,,,,0,,0.01,6.211,0.01,6.211,0,0,0,0,1610,,0.032,19693.513,,97
LTU,Lithuania,2015,13.319,4.543,8.363,0.518,0.177,0.736,0.251,0.207,0.071,4.649,1.586,7.132,2.433,0.077,0.026,1.62,0.213,0.192,0.21,21.683,7.396,0.313,1489.506,44.499,181.027,11.13,268.659,981.013,3.178,62.79,0.04,0.04,0,0.06,0.07,0.06,0.03,0.1,0.13,0.03,0.07,0.13,0.18,0.04,12.71,4.335,18.8,6.412,3.42,1.166,3.78,1.289,2931872,69339054080,63.379,21617.107,0.914,98
ARG,Argentina,2015,192.406,4.467,9.751,4.571,0.106,5.467,0.127,1.88,0.044,93.535,2.171,86.954,2.019,,,1.99,3.749,0.227,0.189,202.157,4.693,0.238,7546.788,176.484,519.217,175.235,2401.443,4274.408,,5.07,0.54,0.32,0.04,0.5,1.38,0.73,,0.5,0.5,0.07,1.12,1.15,0.8,,428.37,9.945,362.56,8.417,114.21,2.651,43.56,1.011,43075416,8.48E+11,1015.811,23582.162,1.198,99
SWE,Sweden,2015,43.603,4.465,27.092,1.537,0.157,8.152,0.835,0.822,0.084,1.975,0.202,30.536,3.127,0.581,0.06,0.62,0.267,0.102,0.072,70.695,7.24,0.165,4780.433,103.276,1463.441,13.766,60.64,3122.963,16.347,62.13,0.12,0.11,0.06,0.22,0.03,0.26,0.19,0.32,0.29,0.2,0.09,0.03,0.59,0.21,27.85,2.852,50.05,5.125,4.84,0.496,4.99,0.511,9764949,4.29E+11,603.843,61837.772,1.409,100
BRB,Barbados,2015,1.261,4.421,,0.071,0.247,,,,,0.033,0.116,1.158,4.058,,,0.01,0,0.366,0.185,,,,48.884,3.274,,,1.508,44.01,,,0,0,,,0,0.01,,0,0.01,,,0,0.01,,3.77,13.213,3.77,13.213,2.33,8.166,0.05,0.175,285327,3448058880,6.833,23947.119,1.982,101
,Asia,2015,19135.91,4.317,-1429.29,1130.591,0.255,10647.174,2.402,104.559,0.024,2562.234,0.578,4495.51,1.014,195.842,0.044,0.62,117.108,0.395,0.255,17706.621,3.995,0.365,432864.455,20269.106,226338.036,5656.806,43061.074,133063.383,4476.05,-7.47,53.91,78.66,72.34,28.08,37.76,37.84,64.96,28.53,57.29,31.6,36.03,20.63,24.96,57.01,,,,,,,,,4432314335,,,,,102
LIE,Liechtenstein,2015,0.16,4.26,,,,,,,,0.051,1.369,0.108,2.891,,,-0.96,-0.002,,,,,,5.375,,,,1.39,3.984,,,0,,,,0,0,,0,,,,0,0,,0.19,5.071,0.19,5.071,0.02,0.534,0.01,0.267,37465,,,,,103
HRV,Croatia,2015,17.817,4.209,3.089,1.169,0.276,2.376,0.561,0.239,0.057,4.461,1.054,9.422,2.226,0.149,0.035,0.76,0.135,0.228,0.199,20.906,4.939,0.267,989.284,50.933,131.873,17.151,175.559,608.903,4.865,17.34,0.05,0.08,0.02,0.06,0.07,0.08,0.05,0.07,0.14,0.02,0.11,0.08,0.11,0.06,21.19,5.006,22.69,5.36,3.72,0.879,1.86,0.439,4232874,78221434880,89.663,21182.645,1.146,104
THA,Thailand,2015,285.688,4.158,-6.836,15.182,0.221,64.618,0.94,,,86.39,1.257,119.498,1.739,,,1.08,3.039,0.284,0.198,278.852,4.058,0.278,5989.337,405.721,1082.301,,1271.129,3230.186,,-2.39,0.8,1.06,0.44,,1.27,1.01,,0.39,1.15,0.15,,0.61,0.61,,395.67,5.758,392.81,5.717,82.02,1.194,20,0.291,68714519,1.00E+12,1446.378,21049.084,1.44,105
,Asia (excl. China & India),2015,7018.923,4.092,-71.085,291.088,0.17,1892.47,1.103,102.885,0.06,2088.714,1.218,2613.144,1.523,30.623,0.018,2.51,171.561,0.287,0.219,6947.838,4.051,0.284,206456.367,7611.878,58243.694,5468.451,37770.076,96756.235,606.033,-1.01,19.77,20.25,12.86,27.63,30.78,21.99,10.16,13.61,21.51,8.13,34.83,18.09,18.15,7.72,,,,,,,,,,,,,,106
MLT,Malta,2015,1.741,4.016,3.431,,,0,0,,,0,0,1.739,4.011,0.002,0.004,-28.89,-0.707,0.136,0.06,5.172,11.93,0.403,96.824,,6.408,,0.001,90.393,0.022,197.09,0,,0,,0,0.01,0,0.01,,0,,0,0.02,0,2.16,4.982,2.16,4.982,0.21,0.484,0.06,0.138,433559,12842327040,29.281,67536.969,2.28,107
COK,Cook Islands,2015,0.07,3.96,,,,,,,,,,0.07,3.96,,,0,0,,0.165,,,,1.814,,,,,1.814,,,0,,,,,0,,0,,,,,0,,0.08,4.55,0.08,4.55,0.01,0.569,0,0,17581,,0.422,24022.671,,108
MEX,Mexico,2015,481.975,3.955,30.374,19.16,0.157,44.114,0.362,11.849,0.097,147.977,1.214,258.874,2.124,,,0.18,0.846,0.254,0.226,512.349,4.204,0.27,17884.57,574.438,1293.727,484.68,3431.251,12100.474,,6.3,1.36,1.33,0.3,3.18,2.18,2.18,,1.18,1.62,0.18,3.09,1.64,2.27,,684.99,5.621,670.1,5.499,140.95,1.157,39.01,0.32,121858251,1.90E+12,2135.905,17527.784,1.124,109
LBN,Lebanon,2015,25.735,3.939,,2.395,0.367,0.627,0.096,,,,,22.713,3.477,,,7.26,1.743,0.271,0.254,,,,599.778,60.095,12.219,,,526.886,,,0.07,0.17,0,,,0.19,,0.04,0.17,0,,,0.1,,32.58,4.987,32.66,4.999,3.03,0.464,0.71,0.109,6532681,95081783296,101.491,15535.813,1.067,110
AZE,Azerbaijan,2015,36.989,3.844,3.6,0.843,0.088,0.011,0.001,2.682,0.279,21.933,2.279,11.52,1.197,,,0.04,0.014,0.226,0.216,40.589,4.218,0.248,2316.678,25.896,24.268,38.726,925.26,1302.528,,9.73,0.1,0.06,0,0.72,0.32,0.1,,0.15,0.07,0,0.25,0.44,0.24,,79.18,8.228,82.03,8.525,45.43,4.721,4.01,0.417,9622741,1.64E+11,170.999,17770.298,1.043,111
ROU,Romania,2015,76.362,3.832,-0.113,3.337,0.168,24.105,1.21,0.571,0.029,21.813,1.095,25.38,1.274,1.155,0.058,1.01,0.767,0.202,0.202,76.249,3.827,0.202,8118.008,243.445,2435.286,25.964,2760.058,2623.518,29.737,-0.15,0.22,0.23,0.16,0.15,0.32,0.21,0.38,0.54,0.69,0.34,0.17,1.32,0.49,0.38,-177.03,-8.885,108.09,5.425,25.11,1.26,8.38,0.421,19925182,3.77E+11,377.293,18935.484,1,112
DZA,Algeria,2015,149.683,3.768,,8.062,0.203,0.502,0.013,6.76,0.17,78.769,1.983,55.59,1.399,,,5.02,7.154,0.271,0.242,,,,3800.143,176.973,112.127,559.83,1632.085,1319.128,,,0.42,0.56,0,1.82,1.16,0.47,,0.25,0.5,0.02,3.57,0.78,0.25,,211.46,5.323,212.08,5.338,49.31,1.241,11.87,0.299,39728020,5.52E+11,617.482,15542.73,1.12,113
LVA,Latvia,2015,7.262,3.635,5.019,0.47,0.235,0.19,0.095,0,0,2.506,1.254,4.066,2.036,0.029,0.015,1.26,0.09,0.171,0.178,12.281,6.148,0.289,913.569,13.573,151.507,1.559,142.997,602.098,1.835,69.11,0.02,0.03,0,0,0.04,0.03,0.01,0.06,0.04,0.02,0.01,0.07,0.11,0.02,8.83,4.42,11.5,5.757,1.98,0.991,1.96,0.981,1997675,42500100096,40.89,20469.019,0.962,114
MNE,Montenegro,2015,2.239,3.571,,,,1.495,2.384,,,,,0.744,1.186,,,6.26,0.132,0.209,0.168,,,,92.148,,66.13,,,25.983,,,0.01,,0.01,,,0.01,,0.01,,0.01,,,0,,3.69,5.886,3.65,5.822,0.84,1.34,0.19,0.303,626957,10689585152,13.325,21252.727,1.246,115
MKD,North Macedonia,2015,7.024,3.378,,0.264,0.127,3.748,1.803,,,0.231,0.111,2.781,1.337,,,-5.84,-0.436,0.27,0.241,,,,599.46,16.356,398.278,,3.239,181.377,,,0.02,0.02,0.03,,0,0.02,,0.04,0.05,0.06,,0,0.03,,10.56,5.079,10.56,5.079,2.46,1.183,0.55,0.265,2079335,26042277888,29.142,14015.029,1.119,116
,Macao,2015,2.028,3.368,,0.229,0.38,,,,,0.004,0.006,1.795,2.982,,,34.47,0.52,,0.156,,,,49.136,1.012,,,0.895,46.957,,,0.01,0.02,,,0,0.02,,0,0,,,0,0.01,,,,,,,,,,602093,,12.959,21523.793,,117
MUS,Mauritius,2015,4.21,3.343,0.985,,,1.685,1.338,,,,,2.524,2.004,,,0.09,0.004,0.172,0.178,5.195,4.125,0.212,94.004,,22.608,,,71.395,,23.39,0.01,,0.01,,,0.02,,0.01,,0,,,0.01,,6.37,5.058,6.37,5.058,1.86,1.477,0.22,0.175,1259457,24548311040,23.597,18735.806,0.961,118
UZB,Uzbekistan,2015,101.412,3.279,,3.243,0.105,5.991,0.194,,,81.945,2.649,10.234,0.331,,,-3.37,-3.541,0.357,0.189,,,,5753.312,148.302,509.878,,3365.74,1696.1,,,0.29,0.23,0.04,,1.21,0.09,,0.38,0.42,0.07,,1.61,0.32,,219.73,7.104,222.86,7.205,105.12,3.399,15.11,0.489,30929556,2.84E+11,535.705,17320.169,1.887,119
,South America,2015,1204.961,2.922,83.985,48.572,0.118,124.853,0.303,54.508,0.132,278.762,0.676,691.874,1.678,6.392,0.016,-2.08,-25.55,0.188,0.171,1288.946,3.126,0.202,37815.967,1385.162,4198.528,2061.994,6548.978,23490.02,131.285,6.97,3.39,3.38,0.85,14.64,4.11,5.82,2.12,2.49,3.91,0.59,13.13,3.14,4.41,1.67,,,,,,,,,412362689,,,,,120
MDV,Maldives,2015,1.312,2.883,,,,,,,,,,1.312,2.883,,,-0.28,-0.004,,0.199,,,,16.631,,,,,16.631,,,0,,,,,0.01,,0,,,,,0,,1.66,3.649,1.66,3.649,0.12,0.264,0.03,0.066,454914,,6.581,14466.546,,121
PYF,French Polynesia,2015,0.784,2.871,,,,,,,,,,0.784,2.871,,,1.9,0.015,,0.165,,,,24.802,,,,,24.802,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,273119,,4.75,17391.602,,122
JAM,Jamaica,2015,7.995,2.766,1.542,0.418,0.145,0.267,0.092,,,,,7.31,2.528,,,3.87,0.298,0.426,0.222,9.538,3.299,0.507,413.381,12.689,4.814,,,395.878,,19.29,0.02,0.03,0,,,0.06,,0.03,0.04,0,,,0.07,,9.02,3.12,8.78,3.037,0.83,0.287,0.41,0.142,2891024,18792005632,35.968,12441.18,1.914,123
JOR,Jordan,2015,25.556,2.758,8.245,1.572,0.17,0.682,0.074,,,4.005,0.432,19.298,2.083,,,-1.31,-0.339,0.262,0.234,33.801,3.648,0.346,574.903,45.278,2.829,,50.071,476.726,,32.26,0.07,0.11,0,,0.06,0.16,,0.04,0.13,0,,0.02,0.09,,34.97,3.774,34.97,3.774,5.79,0.625,1.31,0.141,9266573,97646624768,109.235,11788.119,1.119,124
PAN,Panama,2015,10.878,2.741,13.237,0.853,0.215,0.938,0.236,,,,,9.087,2.29,,,0.2,0.022,0.144,0.097,24.114,6.076,0.318,253.68,16.019,6.529,,,230.725,,121.69,0.03,0.06,0.01,,,0.08,,0.02,0.05,0,,,0.04,,22.5,5.67,18.09,4.558,5.14,1.295,1.34,0.338,3968490,75784011776,112.371,28315.758,1.483,125
GAB,Gabon,2015,5.269,2.706,,0.077,0.04,,,1.726,0.886,1.019,0.523,2.448,1.257,,,-0.89,-0.047,0.15,0.257,,,,234.823,2.955,,123.156,14.871,93.841,,,0.01,0.01,,0.46,0.02,0.02,,0.02,0.01,,0.78,0.01,0.02,,14.46,7.424,7.97,4.092,1.12,0.575,0.45,0.231,1947690,35035176960,20.505,10528.021,0.585,126
GUF,French Guiana,2015,0.702,2.691,,,,,,,,,,0.702,2.691,,,1.6,0.011,,0.148,,,,23.911,,,,,23.911,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,261007,,4.742,18166.829,,127
LCA,Saint Lucia,2015,0.48,2.68,,,,,,,,,,0.48,2.68,,,-0.76,-0.004,0.287,0.261,,,,11.926,,,,,11.926,,,0,,,,,0,,0,,,,,0,,0.56,3.126,0.71,3.964,0.27,1.507,0.03,0.167,179131,1670339968,1.841,10278.722,1.102,128
TUN,Tunisia,2015,29.272,2.618,-1.098,3.785,0.338,,,0.344,0.031,11.571,1.035,13.571,1.214,,,4.94,1.378,0.238,0.261,28.173,2.52,0.229,755.772,89.965,,8.138,195.623,447.445,,-3.75,0.08,0.26,,0.09,0.17,0.11,,0.05,0.25,,0.05,0.09,0.08,,44.05,3.94,40.17,3.593,6.3,0.564,3.21,0.287,11179951,1.23E+11,112.222,10037.798,0.912,129
