iso_code,country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,rank
CZE,Czechia,2020,87.975,8.215,,1.977,0.185,46.844,4.374,0.081,0.008,17.648,1.648,20.123,1.879,1.302,0.122,-12.73,-12.838,,0.206,,,,11917.74,93.954,9677.742,8.79,669.346,1420.29,47.618,,0.25,0.12,0.34,0.02,0.24,0.18,0.44,0.7,0.22,1.23,0.05,0.27,0.24,0.51,,,,,,,,,10708982,,427.106,39882.98,,36
JPN,Japan,2020,1030.775,8.15,,25.376,0.201,402.979,3.186,0.393,0.003,216.544,1.712,377.382,2.984,8.102,0.064,-6.8,-75.154,,0.218,,,,65625.167,1982.516,23755.657,15.259,6834.271,32745.071,292.394,,2.96,1.56,2.88,0.09,2.93,3.41,2.72,3.87,4.59,3.01,0.09,2.79,5.53,3.13,,,,,,,,,126476458,,4730.588,37402.909,,37
NLD,Netherlands,2020,138.1,8.06,,0.006,0,16.723,0.976,1.049,0.061,70.745,4.129,48.409,2.825,1.167,0.068,-10.09,-15.5,,0.147,,,,11739.972,56.445,3840.109,29.149,3876.089,3901.217,36.963,,0.4,0,0.12,0.24,0.96,0.44,0.39,0.69,0.13,0.49,0.16,1.58,0.66,0.4,,,,,,,,,17134873,,936.821,54673.362,,38
POL,Poland,2020,299.593,7.916,,7.692,0.203,160.834,4.25,4.344,0.115,36.626,0.968,85.228,2.252,4.867,0.129,-6.24,-19.928,,0.269,,,,27863.876,415.759,23016.542,110.67,1185.017,2992.729,143.16,,0.86,0.47,1.15,1,0.49,0.77,1.63,1.64,0.96,2.92,0.62,0.48,0.5,1.53,,,,,,,,,37846605,,1114.704,29453.211,,39
EST,Estonia,2020,10.452,7.88,,0.295,0.223,6.126,4.618,0,0,0.834,0.628,3.118,2.35,0.079,0.06,-15.57,-1.928,,0.202,,,,1630.194,22.437,1166.515,2.842,72.674,363.514,2.213,,0.03,0.02,0.04,0,0.01,0.03,0.03,0.1,0.05,0.15,0.02,0.03,0.06,0.02,,,,,,,,,1326539,,51.767,39024.296,,40
SGP,Singapore,2020,45.504,7.778,,,,2.051,0.351,,,21.107,3.608,22.345,3.82,,,-0.44,-0.201,,0.048,,,,2157.028,,20.661,,334.116,1802.25,,,0.13,,0.01,,0.29,0.2,,0.13,,0,,0.14,0.3,,,,,,,,,,5850343,,948.879,162191.999,,41
,Europe (excl. EU-27),2020,2347.459,7.742,,36.796,0.121,548.955,1.81,55.496,0.183,1029.194,3.394,652.704,2.152,24.314,0.08,-6.87,-173.069,,0.197,,,,241030.43,2958.084,124518.514,1750.329,49767.24,61205.804,830.459,,6.74,2.26,3.93,12.76,13.91,5.89,8.17,14.21,6.85,15.79,9.84,20.29,10.33,8.88,,,,,,,,,,,,,,42
DEU,Germany,2020,644.31,7.69,,13.287,0.159,199.077,2.376,2.017,0.024,170.733,2.038,250.681,2.992,8.515,0.102,-9.43,-67.117,,0.192,,,,92635.615,1193.302,64436.172,91.936,7007.446,19619.316,287.443,,1.85,0.82,1.42,0.46,2.31,2.26,2.86,5.46,2.76,8.17,0.52,2.86,3.31,3.07,,,,,,,,,83783945,,3364.175,40152.984,,43
ZAF,South Africa,2020,451.957,7.62,,6.009,0.101,394.046,6.644,,,8.376,0.141,43.526,0.734,,,-5.04,-23.966,,0.332,,,,21164.298,251.286,18354.029,,187.581,2371.402,,,1.3,0.37,2.82,,0.11,0.39,,1.25,0.58,2.33,,0.08,0.4,,,,,,,,,,59308690,,1361.639,22958.51,,44
NOR,Norway,2020,41.283,7.615,,0.722,0.133,4.083,0.753,1.676,0.309,13.307,2.455,21.112,3.894,0.384,0.071,-3.69,-1.582,,0.077,,,,2632.394,61.901,633.319,108.645,412.919,1405.108,10.503,,0.12,0.04,0.03,0.39,0.18,0.19,0.13,0.16,0.14,0.08,0.61,0.17,0.24,0.11,,,,,,,,,5421242,,536.049,98879.418,,45
CHN,China,2020,10667.887,7.412,,858.233,0.596,7421.101,5.156,,,605.254,0.42,1611.762,1.12,171.539,0.119,1.7,177.899,,0.264,,,,235564.013,14804.851,177201.99,,6113.508,32685.039,4728.013,,30.65,52.77,53.1,,8.18,14.56,57.61,13.89,34.3,22.48,,2.49,5.52,50.55,,,,,,,,,1439323774,,40404.443,28071.824,,46
LBY,Libya,2020,50.721,7.382,,2.402,0.35,,,7.522,1.095,18.196,2.648,22.6,3.289,,,-6.95,-3.788,,,,,,2136.29,72.661,,392.323,441.35,1228.83,,,0.15,0.15,,1.73,0.25,0.2,,0.13,0.17,,2.2,0.18,0.21,,,,,,,,,,6871287,,,,,47
GNQ,Equatorial Guinea,2020,10.265,7.317,,,,,,5.818,4.147,3.517,2.507,0.93,0.663,,,-0.04,-0.005,,,,,,179.476,,,90.482,62.8,26.193,,,0.03,,,1.34,0.05,0.01,,0.01,,,0.51,0.03,0,,,,,,,,,,1402985,,,,,48
BEL,Belgium,2020,83.749,7.226,,2.819,0.243,10.902,0.941,0.116,0.01,35.47,3.06,32.58,2.811,1.863,0.161,-16.04,-15.997,,0.138,,,,12543.142,220.787,7523.715,3.243,1334.425,3386.795,74.177,,0.24,0.17,0.08,0.03,0.48,0.29,0.63,0.74,0.51,0.95,0.02,0.54,0.57,0.79,,,,,,,,,11589616,,608.567,52509.636,,49
FIN,Finland,2020,39.288,7.091,,0.583,0.105,13.693,2.471,0.065,0.012,4.148,0.749,20.212,3.648,0.586,0.106,-7.66,-3.258,,0.129,,,,3191.081,48.009,1247.582,2.605,236.951,1628.323,27.612,,0.11,0.04,0.1,0.01,0.06,0.18,0.2,0.19,0.11,0.16,0.01,0.1,0.27,0.3,,,,,,,,,5540718,,304.526,54961.547,,50
ABW,Aruba,2020,0.753,7.055,,,,,,,,,,0.753,7.055,,,-11.51,-0.098,,,,,,75.921,,,,,75.921,,,0,,,,,0.01,,0,,,,,0.01,,,,,,,,,,106766,,,,,51
NIU,Niue,2020,0.011,7.012,,,,,,,,,,0.011,7.012,,,0.14,0,,,,,,0.29,,,,,0.29,,,0,,,,,0,,0,,,,,0,,,,,,,,,,1618,,,,,52
NZL,New Zealand,2020,33.475,6.942,,0.411,0.085,5.714,1.185,1.021,0.212,7.847,1.627,17.727,3.676,0.756,0.157,-10.72,-4.019,,0.143,,,,1886.569,33.489,626.897,29.651,326.036,846.965,23.53,,0.1,0.03,0.04,0.23,0.11,0.16,0.25,0.11,0.08,0.08,0.17,0.13,0.14,0.25,,,,,,,,,4822233,,233.462,48413.68,,53
IRL,Ireland,2020,33.349,6.754,,1.893,0.383,3.345,0.677,0,0,10.815,2.19,16.787,3.4,0.509,0.103,-10.53,-3.927,,0.195,,,,2224.061,71.837,877.414,0.102,294.156,963.354,17.198,,0.1,0.12,0.02,0,0.15,0.15,0.17,0.13,0.17,0.11,0,0.12,0.16,0.18,,,,,,,,,4937796,,170.848,34600.01,,54
AUT,Austria,2020,60.635,6.732,,1.771,0.197,10.205,1.133,0.118,0.013,17.037,1.892,30.342,3.369,1.162,0.129,-10.78,-7.328,,0.158,,,,5505.509,137.848,2730.362,4.663,722.562,1875.277,34.797,,0.17,0.11,0.07,0.03,0.23,0.27,0.39,0.32,0.32,0.35,0.03,0.29,0.32,0.37,,,,,,,,,9006400,,384.36,42676.308,,55
,Europe,2020,4946.034,6.608,,110.112,0.147,1146.776,1.532,76.214,0.102,1781.935,2.381,1770.029,2.365,60.967,0.082,-8.92,-484.204,,0.181,,,,531155.791,8897.593,284398.653,2491.335,81893.666,151365.914,2108.629,,14.21,6.77,8.21,17.52,24.08,15.99,20.48,31.31,20.61,36.07,14,33.39,25.54,22.54,,,,,,,,,748843405,,21429.911,28617.347,,56
BIH,Bosnia and Herzegovina,2020,21.418,6.528,,0.381,0.116,16.201,4.938,,,0.463,0.141,4.373,1.333,,,-13.8,-3.429,,,,,,954.784,11.141,755.118,,24.318,163.882,,,0.06,0.02,0.12,,0.01,0.04,,0.06,0.03,0.1,,0.01,0.03,,,,,,,,,,3280815,,,,,57
ISR,Israel,2020,56.351,6.51,,1.775,0.205,15.406,1.78,,,19.407,2.242,19.763,2.283,,,-9.68,-6.043,,0.194,,,,2379.693,84.694,785.725,,183.82,1325.454,,,0.16,0.11,0.11,,0.26,0.18,,0.14,0.2,0.1,,0.07,0.22,,,,,,,,,,8655541,,291.039,33624.581,,58
GLP,Guadeloupe,2020,2.562,6.403,,,,0.469,1.172,,,,,2.093,5.231,,,0,0,,,,,,83.818,,10.195,,,73.623,,,0.01,,0,,,0.02,,0,,0,,,0.01,,,,,,,,,,400127,,,,,59
MTQ,Martinique,2020,2.348,6.258,,,,,,,,,,2.348,6.258,,,0,0,,,,,,88.274,,,,,88.274,,,0.01,,,,,0.02,,0.01,,,,,0.01,,,,,,,,,,375265,,,,,60
,Upper-middle-income countries,2020,15895.922,6.22,,1040.909,0.407,8866.714,3.47,143.612,0.056,2216.205,0.867,3421.046,1.339,207.436,0.081,-0.99,-158.452,,0.249,,,,504295.277,21626.272,271703.731,4778.088,64775.612,135650.245,5761.328,,45.67,64,63.44,33.01,29.95,30.9,69.67,29.73,50.1,34.46,26.85,26.41,22.89,61.6,,,,,,,,,,,,,,61
BLR,Belarus,2020,57.445,6.079,,2.267,0.24,3.379,0.358,0.002,0,34.006,3.599,16.8,1.778,0.992,0.105,-5.86,-3.577,,0.211,,,,4907.842,86.573,512.624,9.985,1289.099,2956.73,52.832,,0.17,0.14,0.02,0,0.46,0.15,0.33,0.29,0.2,0.07,0.06,0.53,0.5,0.56,,,,,,,,,9449321,,272.812,28871.065,,62
SVN,Slovenia,2020,12.563,6.043,,0.478,0.23,4.494,2.162,0.125,0.06,1.714,0.824,5.647,2.716,0.106,0.051,-10.3,-1.443,,0.169,,,,851.1,27.772,368.713,4.485,67.14,378.488,4.502,,0.04,0.03,0.03,0.03,0.02,0.05,0.04,0.05,0.06,0.05,0.03,0.03,0.06,0.05,,,,,,,,,2078931,,74.53,35850.297,,63
AND,Andorra,2020,0.466,6.035,,,,,,,,,,0.466,6.035,,,-7.08,-0.036,,,,,,15.071,,,,,15.071,,,0,,,,,0,,0,,,,,0,,,,,,,,,,77265,,,,,64
BHS,Bahamas,2020,2.338,5.945,,,,0.008,0.021,,,,,2.329,5.923,,,-11.38,-0.3,,,,,,169.519,,0.271,,,164.987,,,0.01,,0,,,0.02,,0.01,,0,,,0.03,,,,,,,,,,393248,,,,,65
,European Union (27),2020,2598.575,5.836,,73.317,0.165,597.821,1.343,20.719,0.046,752.741,1.691,1117.325,2.509,36.653,0.082,-10.69,-311.135,,0.168,,,,290125.36,5939.509,159880.139,741.007,32126.427,90160.11,1278.169,,7.47,4.51,4.28,4.76,10.17,10.09,12.31,17.1,13.76,20.28,4.16,13.1,15.21,13.67,,,,,,,,,,,15482.087,34771.631,,66
,European Union (28),2020,2928.154,5.706,,77.765,0.152,620.467,1.209,25.223,0.049,909.566,1.773,1255.172,2.446,39.961,0.078,-10.69,-350.566,,0.169,,,,368286.506,6459.704,216701.06,1032.481,39128.937,103578.14,1386.183,,8.41,4.78,4.44,5.8,12.29,11.34,13.42,21.71,14.97,27.49,5.8,15.96,17.48,14.82,,,,,,,,,,,,,,67
SVK,Slovakia,2020,30.73,5.629,,1.404,0.257,8.636,1.582,0.019,0.004,9.816,1.798,9.962,1.825,0.893,0.164,-9.01,-3.043,,0.178,,,,3869.881,59.049,2658.739,0.721,496.811,622.372,32.189,,0.09,0.09,0.06,0,0.13,0.09,0.3,0.23,0.14,0.34,0,0.2,0.11,0.34,,,,,,,,,5459643,,173.052,31696.583,,68
BGR,Bulgaria,2020,37.444,5.389,,1.127,0.162,16.762,2.412,0.827,0.119,5.405,0.778,12.125,1.745,1.198,0.172,-11.32,-4.778,,0.195,,,,3831.21,104.743,2148.148,9.478,336.392,1206.626,25.824,,0.11,0.07,0.12,0.19,0.07,0.11,0.4,0.23,0.24,0.27,0.05,0.14,0.2,0.28,,,,,,,,,6948445,,191.651,27581.901,,69
CYP,Cyprus,2020,6.496,5.38,,0.789,0.654,0.057,0.047,,,0,0,5.625,4.659,0.025,0.021,-11.5,-0.844,,0.23,,,,293.026,33.114,3.883,,0.028,254.689,1.312,,0.02,0.05,0,,0,0.05,0.01,0.02,0.08,0,,0,0.04,0.01,,,,,,,,,1207361,,28.202,23358.362,,70
IRQ,Iraq,2020,210.829,5.242,,3.493,0.087,,,32.316,0.803,43.428,1.08,131.593,3.272,,,-5.45,-12.162,,0.368,,,,4656.536,124.422,,706.016,421.673,3404.235,,,0.61,0.21,,7.43,0.59,1.19,,0.27,0.29,,3.97,0.17,0.57,,,,,,,,,,40222503,,572.997,14245.68,,71
NRU,Nauru,2020,0.057,5.236,,,,,,,,,,0.057,5.236,,,0.14,0,,,,,,4.858,,,,,4.858,,,0,,,,,0,,0,,,,,0,,,,,,,,,,10834,,,,,72
TCA,Turks and Caicos Islands,2020,0.203,5.231,,,,,,,,,,0.203,5.231,,,-11.51,-0.026,,,,,,3.931,,,,,3.931,,,0,,,,,0,,0,,,,,0,,,,,,,,,,38718,,,,,73
,Reunion,2020,4.588,5.124,,,,2.106,2.352,,,,,2.482,2.773,,,0,0,,,,,,123.868,,40.531,,,83.336,,,0.01,,0.02,,,0.02,,0.01,,0.01,,,0.01,,,,,,,,,,895308,,,,,74
LTU,Lithuania,2020,13.799,5.069,,0.578,0.212,0.627,0.23,0.234,0.086,4.466,1.64,7.858,2.886,0.037,0.013,-0.89,-0.124,,0.2,,,,1557.847,47.069,184.864,12.327,289.582,1020.587,3.418,,0.04,0.04,0,0.05,0.06,0.07,0.01,0.09,0.11,0.02,0.07,0.12,0.17,0.04,,,,,,,,,2722291,,69.051,25365.039,,75
MSR,Montserrat,2020,0.025,5.065,,,,,,,,,,0.025,5.065,,,-11.51,-0.003,,,,,,1.618,,,,,1.618,,,0,,,,,0,,0,,,,,0,,,,,,,,,,4999,,,,,76
ITA,Italy,2020,303.815,5.025,,7.912,0.131,22.704,0.376,2.757,0.046,139.951,2.315,127.438,2.108,3.055,0.05,-10.58,-35.957,,0.187,,,,24739.057,942.909,4710.81,94.449,5355.668,13495.138,140.083,,0.87,0.49,0.16,0.63,1.89,1.15,1.03,1.46,2.18,0.6,0.53,2.18,2.28,1.5,,,,,,,,,60461828,,1628.598,26935.966,,77
GRC,Greece,2020,52.235,5.012,,3.36,0.322,9.459,0.908,0.009,0.001,11.001,1.056,27.834,2.67,0.571,0.055,-20.54,-13.501,,0.188,,,,4073.671,280,1626.463,0.416,156.544,1985.214,25.034,,0.15,0.21,0.07,0,0.15,0.25,0.19,0.24,0.65,0.21,0,0.06,0.33,0.27,,,,,,,,,10423056,,277.864,26658.55,,78
HUN,Hungary,2020,48.275,4.997,,1.023,0.106,7.657,0.793,0.134,0.014,20.498,2.122,18.42,1.907,0.544,0.056,-1.64,-0.804,,0.18,,,,5010.79,89.075,2611.957,12.673,1014.896,1259.125,23.065,,0.14,0.06,0.05,0.03,0.28,0.17,0.18,0.3,0.21,0.33,0.07,0.41,0.21,0.25,,,,,,,,,9660350,,268.882,27833.522,,79
SYC,Seychelles,2020,0.491,4.994,,,,,,,,,,0.491,4.994,,,-15.49,-0.09,,,,,,13.38,,,,,13.38,,,0,,,,,0,,0,,,,,0,,,,,,,,,,98340,,,,,80
SRB,Serbia,2020,43.135,4.937,,0.81,0.093,28.898,3.307,,,4.976,0.57,8.452,0.967,,,-12.57,-6.202,,,,,,2734.456,28.922,2051.856,,193.959,458.779,,,0.12,0.05,0.21,,0.07,0.08,,0.16,0.07,0.26,,0.08,0.08,,,,,,,,,,8737370,,,,,81
UKR,Ukraine,2020,213.909,4.891,,4.079,0.093,104.559,2.391,2.355,0.054,62.769,1.435,37.45,0.856,2.697,0.062,-3.9,-8.67,,0.232,,,,30559.156,396.736,16962.369,168.646,6242.001,6677.743,111.661,,0.61,0.25,0.75,0.54,0.85,0.34,0.91,1.8,0.92,2.15,0.95,2.55,1.13,1.19,,,,,,,,,43733759,,920.527,21048.438,,82
GBR,United Kingdom,2020,329.579,4.855,,4.448,0.066,22.646,0.334,4.504,0.066,156.825,2.31,137.846,2.031,3.308,0.049,-10.69,-39.431,,0.172,,,,78161.146,520.196,56820.921,291.475,7002.51,13418.03,108.013,,0.95,0.27,0.16,1.04,2.12,1.24,1.11,4.61,1.21,7.21,1.64,2.86,2.26,1.15,,,,,,,,,67886004,,1915.147,28211.222,,83
TUR,Turkey,2020,392.794,4.657,,35.227,0.418,156.127,1.851,0.183,0.002,88.946,1.055,105.908,1.256,6.404,0.076,-1.64,-6.551,,0.225,,,,10839.788,847.572,4461.38,5.373,1662.903,3726.61,135.95,,1.13,2.17,1.12,0.04,1.2,0.96,2.15,0.64,1.96,0.57,0.03,0.68,0.63,1.45,,,,,,,,,84339067,,1747.137,20715.625,,84
LAO,Laos,2020,33.847,4.652,,1.526,0.21,29.174,4.01,,,,,3.147,0.432,,,-0.25,-0.085,,,,,,178.015,13.2,109.673,,,55.142,,,0.1,0.09,0.21,,,0.03,,0.01,0.03,0.01,,,0.01,,,,,,,,,,7275556,,,,,85
VGB,British Virgin Islands,2020,0.139,4.605,,,,,,,,,,0.139,4.605,,,-11.51,-0.018,,,,,,5.499,,,,,5.499,,,0,,,,,0,,0,,,,,0,,,,,,,,,,30237,,,,,86
COK,Cook Islands,2020,0.079,4.522,,,,,,,,,,0.079,4.522,,,0.14,0,,,,,,2.196,,,,,2.196,,,0,,,,,0,,0,,,,,0,,,,,,,,,,17564,,,,,87
DNK,Denmark,2020,26.195,4.522,,1.129,0.195,3.083,0.532,0.195,0.034,4.822,0.832,16.638,2.873,0.328,0.057,-15.22,-4.702,,0.16,,,,4082.633,80.221,1841.879,18.682,273.12,1853.778,14.953,,0.08,0.07,0.02,0.04,0.07,0.15,0.11,0.24,0.19,0.23,0.1,0.11,0.31,0.16,,,,,,,,,5792203,,163.998,28313.54,,88
ESP,Spain,2020,208.915,4.468,,9.064,0.194,10.943,0.234,3.633,0.078,64.131,1.372,118.201,2.528,2.942,0.063,-16.93,-42.584,,0.151,,,,14853.333,697.279,4836.671,80.157,1586.096,7545.43,107.7,,0.6,0.56,0.08,0.84,0.87,1.07,0.99,0.88,1.62,0.61,0.45,0.65,1.27,1.15,,,,,,,,,46754783,,1381.183,29540.995,,89
OWID_WRL,World,2020,34807.259,4.465,0,1626.371,0.209,13976.098,1.793,435.034,0.056,7399.509,0.949,11072.501,1.42,297.746,0.038,-5.16,-1895.244,,0.225,34807.259,4.465,,1696524.177,43163.19,788362.044,17792.749,245231.878,592621.162,7725.988,0,100,100,100,100,100,100,100,100,100,100,100,100,100,82.6,,,,,,,,,7794798725,,154620.43,19836.36,,90
ATG,Antigua and Barbuda,2020,0.43,4.395,,,,,,,,,,0.43,4.395,,,-11.51,-0.056,,,,,,21.527,,,,,21.527,,,0,,,,,0,,0,,,,,0,,,,,,,,,,97928,,,,,91
,Asia,2020,20317.058,4.379,,1315.197,0.284,11139.156,2.401,141.588,0.03,2954.287,0.637,4566.48,0.984,200.351,0.043,-1.41,-291.534,,0.251,,,,532916.155,26509.177,281003.765,6377.15,57253.253,156292.299,5480.512,,58.37,80.87,79.7,32.55,39.93,41.24,67.29,31.41,61.42,35.64,35.84,23.35,26.37,58.6,,,,,,,,,4639847425,,,,,92
CHL,Chile,2020,81.171,4.246,,0.782,0.041,26.082,1.364,0.029,0.002,10.84,0.567,43.438,2.272,,,-5.76,-4.958,,0.182,,,,2903.063,55.811,901.868,78.689,307.154,1559.541,,,0.23,0.05,0.19,0.01,0.15,0.39,,0.17,0.13,0.11,0.44,0.13,0.26,,,,,,,,,,19116209,,446.333,23348.403,,93
FRA,France,2020,276.634,4.238,,6.585,0.101,21.254,0.326,2.529,0.039,80.911,1.24,161.335,2.472,4.019,0.062,-12.44,-39.297,,0.114,,,,38728.681,694.052,19032.609,169.645,3563.982,15129.765,138.628,,0.79,0.4,0.15,0.58,1.09,1.46,1.35,2.28,1.61,2.41,0.95,1.45,2.55,1.48,,,,,,,,,65273512,,2417.785,37040.828,,94
HKG,Hong Kong,2020,31.239,4.167,,0.763,0.102,12.789,1.706,,,9.93,1.325,7.756,1.035,,,-25.25,-10.551,,0.121,,,,1620.288,32.89,779.313,,127.886,680.199,,,0.09,0.05,0.09,,0.13,0.07,,0.1,0.08,0.1,,0.05,0.11,,,,,,,,,,7496988,,258.124,34430.312,,95
HRV,Croatia,2020,16.982,4.137,,1.184,0.288,1.39,0.339,0.204,0.05,5.436,1.324,8.624,2.101,0.144,0.035,-4.48,-0.797,,0.187,,,,1078.544,56.876,140.502,18.303,201.443,655.83,5.591,,0.05,0.07,0.01,0.05,0.07,0.08,0.05,0.06,0.13,0.02,0.1,0.08,0.11,0.06,,,,,,,,,4105268,,90.747,22105.103,,96
,North America (excl. USA),2020,1062.388,4.118,,36.075,0.14,76.78,0.298,15.947,0.062,402.888,1.562,528.603,2.049,2.094,0.008,-11.83,-142.522,,0.184,,,,61078.879,1315.057,11318.868,1213.907,13316.229,33828.948,85.87,,3.05,2.22,0.55,3.67,5.44,4.77,0.7,3.6,3.05,1.44,6.82,5.43,5.71,0.92,,,,,,,,,,,,,,97
KNA,Saint Kitts and Nevis,2020,0.212,3.986,,,,,,,,,,0.212,3.986,,,-11.51,-0.028,,,,,,6.34,,,,,6.34,,,0,,,,,0,,0,,,,,0,,,,,,,,,,53192,,,,,98
PRT,Portugal,2020,40.388,3.961,,2.225,0.218,2.334,0.229,1.133,0.111,11.865,1.164,21.924,2.15,0.907,0.089,-15.2,-7.241,,0.156,,,,2614.595,159.366,650.35,18.227,212.259,1548.989,25.404,,0.12,0.14,0.02,0.26,0.16,0.2,0.3,0.15,0.37,0.08,0.1,0.09,0.26,0.27,,,,,,,,,10196707,,259.044,25404.71,,99
,Asia (excl. China & India),2020,7207.379,3.959,,334.056,0.184,2130.503,1.17,139.909,0.077,2222.049,1.221,2352.049,1.292,28.812,0.016,-3.81,-285.257,,0.228,,,,242935.653,9229.001,68550.83,6180.302,48790.943,109432.079,752.499,,20.71,20.54,15.24,32.16,30.03,21.24,9.68,14.32,21.38,8.7,34.73,19.9,18.47,8.05,,,,,,,,,,,,,,100
SWE,Sweden,2020,38.635,3.826,,1.349,0.134,7.367,0.73,0.536,0.053,1.84,0.182,27.016,2.675,0.525,0.052,-5.62,-2.302,,0.063,,,,4987.956,110.62,1503.429,17.103,70.227,3267.419,19.158,,0.11,0.08,0.05,0.12,0.02,0.24,0.18,0.29,0.26,0.19,0.1,0.03,0.55,0.2,,,,,,,,,10099270,,610.949,60494.342,,101
LBN,Lebanon,2020,25.969,3.805,,2.438,0.357,0.506,0.074,,,,,23.025,3.373,,,-2.58,-0.689,,,,,,733.434,72.156,15.107,,,645.592,,,0.07,0.15,0,,,0.21,,0.04,0.17,0,,,0.11,,,,,,,,,,6825442,,,,,102
SUR,Suriname,2020,2.224,3.791,,0.012,0.02,,,,,0.009,0.015,2.203,3.756,,,-11.75,-0.296,,,,,,115.203,1.277,,,0.156,112.36,,,0.01,0,,,0,0.02,,0.01,0,,,0,0.02,,,,,,,,,,586634,,,,,103
BRB,Barbados,2020,1.087,3.782,,0.071,0.246,,,,,0.054,0.188,0.962,3.348,,,-10.58,-0.129,,,,,,54.875,3.627,,,1.734,49.423,,,0,0,,,0,0.01,,0,0.01,,,0,0.01,,,,,,,,,,287371,,,,,104
CHE,Switzerland,2020,32.298,3.732,,1.732,0.2,0.434,0.05,0.033,0.004,6.528,0.754,23.401,2.704,0.169,0.02,-12.09,-4.444,,0.108,,,,3022.785,136.546,591.65,1.231,223.857,2062.71,6.791,,0.09,0.11,0,0.01,0.09,0.21,0.06,0.18,0.32,0.08,0.01,0.09,0.35,0.07,,,,,,,,,8654618,,299.421,34596.661,,105
AZE,Azerbaijan,2020,37.72,3.72,,1.083,0.107,0.004,0,2.667,0.263,23.405,2.308,10.561,1.042,,,-2.59,-1.005,,0.218,,,,2503.756,30.8,24.287,51.843,1035.549,1361.277,,,0.11,0.07,0,0.61,0.32,0.1,,0.15,0.07,0,0.29,0.42,0.23,,,,,,,,,,10139175,,172.744,17037.319,,106
ROU,Romania,2020,71.475,3.715,,3.828,0.199,12.943,0.673,0.592,0.031,22.562,1.173,30.375,1.579,1.176,0.061,-4.5,-3.371,,0.193,,,,8493.294,261.097,2528.211,28.781,2872.038,2767.242,35.925,,0.21,0.24,0.09,0.14,0.3,0.27,0.39,0.5,0.6,0.32,0.16,1.17,0.47,0.38,,,,,,,,,19237682,,369.751,19220.151,,107
LIE,Liechtenstein,2020,0.141,3.698,,,,,,,,0.05,1.307,0.091,2.39,,,-4.98,-0.007,,,,,,6.111,,,,1.644,4.466,,,0,,,,0,0,,0,,,,0,0,,,,,,,,,,38137,,,,,108
THA,Thailand,2020,257.766,3.693,,15.091,0.216,55.013,0.788,,,76.123,1.091,111.539,1.598,,,-5.1,-13.859,,0.181,,,,7364.298,481.818,1373.765,,1678.235,3830.481,,,0.74,0.93,0.39,,1.03,1.01,,0.43,1.12,0.17,,0.68,0.65,,,,,,,,,,69799978,,1421.846,20370.287,,109
MNE,Montenegro,2020,2.31,3.678,,,,1.388,2.209,,,,,0.922,1.468,,,-12.67,-0.335,,,,,,103.621,,72.977,,,30.609,,,0.01,,0.01,,,0.01,,0.01,,0.01,,,0.01,,,,,,,,,,628062,,,,,110
MLT,Malta,2020,1.595,3.612,,,,0,0,,,0.702,1.59,0.893,2.022,0,0,-4.45,-0.074,,,,,,104.591,,6.408,,2.645,95.515,0.024,,0,,0,,0.01,0.01,0,0.01,,0,,0,0.02,0,,,,,,,,,441539,,,,,111
LVA,Latvia,2020,6.773,3.591,,0.561,0.298,0.093,0.049,0,0,2.085,1.105,3.979,2.11,0.054,0.029,-11.45,-0.875,,0.168,,,,950.275,16.031,152.297,1.559,155.241,623.093,2.055,,0.02,0.03,0,0,0.03,0.04,0.02,0.06,0.04,0.02,0.01,0.06,0.11,0.02,,,,,,,,,1886202,,40.307,21369.546,,112
DZA,Algeria,2020,154.995,3.535,,10.749,0.245,1.099,0.025,5.599,0.128,88.219,2.012,49.33,1.125,,,-6.99,-11.646,,0.243,,,,4587.132,229.286,116.449,588.666,2062.656,1590.074,,,0.45,0.66,0.01,1.29,1.19,0.45,,0.27,0.53,0.01,3.31,0.84,0.27,,,,,,,,,,43851043,,638.496,14560.575,,113
ARG,Argentina,2020,156.978,3.473,,3.649,0.081,2.816,0.062,1.847,0.041,86.702,1.918,61.965,1.371,,,-6.32,-10.588,,0.18,,,,8431.213,197.058,537.442,184.48,2868.907,4643.326,,,0.45,0.22,0.02,0.42,1.17,0.56,,0.5,0.46,0.07,1.04,1.17,0.78,,,,,,,,,,45195777,,874.612,19351.623,,114
