iso_code,country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,rank
MKD,North Macedonia,2020,7.147,3.43,,0.359,0.172,3.379,1.622,,,0.573,0.275,2.835,1.361,,,-10.38,-0.828,,0.253,,,,636.096,18.118,416.346,,5.57,195.852,,,0.02,0.02,0.02,,0.01,0.03,,0.04,0.04,0.05,,0,0.03,,,,,,,,,,2083380,,28.297,13582.355,,115
UZB,Uzbekistan,2020,112.784,3.37,,3.53,0.106,11.351,0.339,,,87.112,2.603,10.792,0.322,,,-1.24,-1.415,,0.217,,,,6310.349,165.754,553.221,,3805.499,1752.584,,,0.32,0.22,0.08,,1.18,0.1,,0.37,0.38,0.07,,1.55,0.3,,,,,,,,,,33469199,,520.18,15542.044,,116
MDV,Maldives,2020,1.796,3.324,,,,,,,,,,1.796,3.324,,,0.14,0.003,,,,,,24.911,,,,,24.911,,,0.01,,,,,0.02,,0,,,,,0,,,,,,,,,,540542,,,,,117
MUS,Mauritius,2020,3.979,3.129,,,,1.495,1.176,,,,,2.484,1.954,,,-9.11,-0.399,,,,,,115.757,,30.737,,,85.02,,,0.01,,0.01,,,0.02,,0.01,,0,,,0.01,,,,,,,,,,1271767,,,,,118
VEN,Venezuela,2020,84.609,2.975,,2.76,0.097,0.05,0.002,29.012,1.02,24.732,0.87,28.056,0.987,,,-14.69,-14.566,,0.211,,,,7854.692,155.68,37.64,1385.794,2339.731,3935.847,,,0.24,0.17,0,6.67,0.33,0.25,,0.46,0.36,0,7.79,0.95,0.66,,,,,,,,,,28435943,,400.429,14081.797,,119
PYF,French Polynesia,2020,0.828,2.949,,,,,,,,,,0.828,2.949,,,0.14,0.001,,,,,,28.784,,,,,28.784,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,280904,,,,,120
GUY,Guyana,2020,2.213,2.813,,0.162,0.206,,,,,,,2.051,2.608,,,-11.01,-0.274,,,,,,100.59,0.841,,,,99.717,,,0.01,0.01,,,,0.02,,0.01,0,,,,0.02,,,,,,,,,,786559,,,,,121
BWA,Botswana,2020,6.519,2.772,,0.006,0.003,3.738,1.59,,,,,2.775,1.18,,,-5.86,-0.406,,,,,,150.402,0.256,88.074,,,62.069,,,0.02,0,0.03,,,0.03,,0.01,0,0.01,,,0.01,,,,,,,,,,2351625,,,,,122
MEX,Mexico,2020,356.968,2.769,,20.864,0.162,16.936,0.131,,,146.978,1.14,172.189,1.336,,,-18.03,-78.544,,0.198,,,,20075.006,672.507,1496.721,,4171.957,13230.26,,,1.03,1.28,0.12,,1.99,1.56,,1.18,1.56,0.19,,1.7,2.23,,,,,,,,,,128932753,,1798.852,13951.862,,123
GRD,Grenada,2020,0.295,2.62,,,,,,,,,,0.295,2.62,,,-11.27,-0.037,,,,,,8.263,,,,,8.263,,,0,,,,,0,,0,,,,,0,,,,,,,,,,112519,,,,,124
VNM,Vietnam,2020,254.303,2.613,,53.038,0.545,126.085,1.295,,,16.735,0.172,58.445,0.6,,,-2.31,-6.009,,0.224,,,,3977.272,566.585,1818.602,,296.448,1294.842,,,0.73,3.26,0.9,,0.23,0.53,,0.23,1.31,0.23,,0.12,0.22,,,,,,,,,,97338583,,1135.833,11668.892,,125
DOM,Dominican Republic,2020,27.769,2.56,,2.047,0.189,7.539,0.695,,,2.479,0.229,15.704,1.448,,,0.91,0.249,,,,,,747.717,51.253,57.718,,27.315,611.431,,,0.08,0.13,0.05,,0.03,0.14,,0.04,0.12,0.01,,0.01,0.1,,,,,,,,,,10847904,,,,,126
MHL,Marshall Islands,2020,0.151,2.556,,,,,,,,,,0.151,2.556,,,0.14,0,,,,,,3.417,,,,,3.417,,,0,,,,,0,,0,,,,,0,,,,,,,,,,59194,,,,,127
JAM,Jamaica,2020,7.429,2.509,,0.38,0.128,0.53,0.179,,,0.212,0.072,6.307,2.13,,,-7.65,-0.616,,,,,,452.856,14.478,6.404,,0.845,431.129,,,0.02,0.02,0,,0,0.06,,0.03,0.03,0,,0,0.07,,,,,,,,,,2961161,,,,,128
GEO,Georgia,2020,9.968,2.499,,0.798,0.2,1.177,0.295,,,4.77,1.196,3.223,0.808,,,-4.89,-0.512,,,,,,659.381,18.468,82.633,,245.244,310.273,,,0.03,0.05,0.01,,0.06,0.03,,0.04,0.04,0.01,,0.1,0.05,,,,,,,,,,3989175,,,,,129
JOR,Jordan,2020,25.487,2.498,,1.792,0.176,0.639,0.063,,,8.538,0.837,14.519,1.423,,,-1,-0.258,,,,,,701.302,54.097,6.327,,89.85,551.029,,,0.07,0.11,0,,0.12,0.13,,0.04,0.13,0,,0.04,0.09,,,,,,,,,,10203140,,,,,130
PAN,Panama,2020,10.78,2.498,,0.775,0.18,0.686,0.159,,,0.659,0.153,8.659,2.007,,,-12.32,-1.514,,,,,,309.251,19.935,9.731,,2.292,277.293,,,0.03,0.05,0,,0.01,0.08,,0.02,0.05,0,,0,0.05,,,,,,,,,,4314768,,,,,131
BTN,Bhutan,2020,1.925,2.495,,0.359,0.465,0.965,1.251,,,,,0.601,0.779,,,-0.11,-0.002,,,,,,19.193,4.195,6.259,,,8.738,,,0.01,0.02,0.01,,,0.01,,0,0.01,0,,,0,,,,,,,,,,771612,,,,,132
GUF,French Guiana,2020,0.728,2.439,,,,,,,,,,0.728,2.439,,,0,0,,,,,,27.49,,,,,27.49,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,298682,,,,,133
LCA,Saint Lucia,2020,0.44,2.396,,,,,,,,,,0.44,2.396,,,-11.51,-0.057,,,,,,14.366,,,,,14.366,,,0,,,,,0,,0,,,,,0,,,,,,,,,,183629,,,,,134
TUN,Tunisia,2020,28.127,2.38,,3.125,0.264,,,0.275,0.023,13.056,1.105,11.671,0.988,,,-6.28,-1.884,,,,,,901.512,106.142,,9.549,258.433,512.787,,,0.08,0.19,,0.06,0.18,0.11,,0.05,0.25,,0.05,0.11,0.09,,,,,,,,,,11818618,,,,,135
,Wallis and Futuna,2020,0.026,2.354,,,,,,,,,,0.026,2.354,,,0.14,0,,,,,,0.507,,,,,0.507,,,0,,,,,0,,0,,,,,0,,,,,,,,,,11246,,,,,136
,South America,2020,994.16,2.308,,43.644,0.101,107.338,0.249,50.954,0.118,229.33,0.532,556.503,1.292,6.392,0.015,-6.7,-71.349,,0.166,,,,43288.719,1602.704,4764.54,2326.201,7844.284,26587.745,163.245,,2.86,2.68,0.77,11.71,3.1,5.03,2.15,2.55,3.71,0.6,13.07,3.2,4.49,1.75,,,,,,,,,430759771,,,,,137
BRA,Brazil,2020,467.384,2.199,,22.198,0.104,55.446,0.261,17.505,0.082,60.331,0.284,305.512,1.437,6.392,0.03,-3.79,-18.41,,0.14,,,,16238.506,772.08,2420.74,437.667,1254.632,11190.142,163.245,,1.34,1.36,0.4,4.02,0.82,2.76,2.15,0.96,1.79,0.31,2.46,0.51,1.89,1.75,,,,,,,,,212559409,,3335.555,15692.344,,138
IDN,Indonesia,2020,589.5,2.155,,33.804,0.124,300.518,1.099,11.091,0.04,78.478,0.287,165.61,0.606,,,-10.76,-71.094,,0.278,,,,14399.96,672.867,3737.105,493.654,2440.019,7056.314,,,1.69,2.08,2.15,2.55,1.06,1.5,,0.85,1.56,0.47,2.77,0.99,1.19,,,,,,,,,,273523621,,2120.519,7752.6,,139
EGY,Egypt,2020,213.457,2.086,,18.135,0.177,0.379,0.004,,,99.613,0.973,95.33,0.932,,,-5.5,-12.425,,0.211,,,,6314.498,528.638,133.525,,1973.88,3658.248,,,0.61,1.12,0,,1.35,0.86,,0.37,1.22,0.02,,0.8,0.62,,,,,,,,,,102334403,,1013.053,9899.44,,140
ARM,Armenia,2020,5.89,1.988,,0.315,0.106,0.004,0.002,,,4.873,1.644,0.698,0.236,,,6.54,0.362,,,,,,383.336,14.831,43.765,,157.331,165.259,,,0.02,0.02,0,,0.07,0.01,,0.02,0.03,0.01,,0.06,0.03,,,,,,,,,,2963234,,,,,141
,Macao,2020,1.263,1.945,,,,,,,,0.192,0.296,1.07,1.648,,,0.52,0.007,,,,,,56.561,,,,1.81,53.467,,,0,,,,0,0.01,,0,,,,0,0.01,,,,,,,,,,649342,,,,,142
DMA,Dominica,2020,0.139,1.934,,,,,,,,,,0.139,1.934,,,-11.51,-0.018,,,,,,4.807,,,,,4.807,,,0,,,,,0,,0,,,,,0,,,,,,,,,,71991,,,,,143
GAB,Gabon,2020,4.298,1.931,,0.19,0.085,,,1.627,0.731,0.718,0.323,1.763,0.792,,,-4.22,-0.19,,,,,,258.407,3.792,,131.242,19.093,104.281,,,0.01,0.01,,0.37,0.01,0.02,,0.02,0.01,,0.74,0.01,0.02,,,,,,,,,,2225728,,,,,144
VCT,Saint Vincent and the Grenadines,2020,0.209,1.883,,,,,,,,,,0.209,1.883,,,-11.51,-0.027,,,,,,6.967,,,,,6.967,,,0,,,,,0,,0,,,,,0,,,,,,,,,,110947,,,,,145
CUB,Cuba,2020,20.152,1.779,,0.716,0.063,0.034,0.003,,,2.113,0.187,17.289,1.526,,,-10.53,-2.372,,,,,,1614.249,59.098,11.327,,41.555,1502.27,,,0.06,0.04,0,,0.03,0.16,,0.1,0.14,0,,0.02,0.25,,,,,,,,,,11326616,,,,,146
BOL,Bolivia,2020,20.7,1.773,,1.439,0.123,0.015,0.001,0.154,0.013,7.69,0.659,11.402,0.977,,,-13.2,-3.148,,,,,,530.155,27.36,0.363,31.365,160.16,310.908,,,0.06,0.09,0,0.04,0.1,0.1,,0.03,0.06,0,0.18,0.07,0.05,,,,,,,,,,11673029,,,,,147
IND,India,2020,2441.792,1.769,,122.908,0.089,1587.552,1.15,1.678,0.001,126.984,0.092,602.67,0.437,,,-7.01,-184.176,,0.275,,,,54416.489,2475.325,35250.945,166.235,2348.802,14175.181,,,7.02,7.56,11.36,0.39,1.72,5.44,,3.21,5.73,4.47,0.93,0.96,2.39,,,,,,,,,,1380004385,,8884.38,6437.936,,148
KGZ,Kyrgyzstan,2020,11.508,1.764,,0.753,0.116,4.808,0.737,,,0.668,0.102,5.279,0.809,,,4.45,0.49,,,,,,861.77,32.207,409.49,,86.73,327.789,,,0.03,0.05,0.03,,0.01,0.05,,0.05,0.07,0.05,,0.04,0.06,,,,,,,,,,6524191,,,,,149
ECU,Ecuador,2020,30.932,1.753,,2.287,0.13,,,1.246,0.071,1.083,0.061,26.316,1.492,,,-15.85,-5.826,,0.173,,,,1197.709,66.504,,59.532,32.92,1038.753,,,0.09,0.14,,0.29,0.01,0.24,,0.07,0.15,,0.33,0.01,0.18,,,,,,,,,,17643060,,179.213,10157.683,,150
COL,Colombia,2020,89.105,1.751,,5.306,0.104,21.682,0.426,0.96,0.019,24.716,0.486,36.441,0.716,,,-1.45,-1.314,,0.182,,,,3399.103,184.174,745.256,60.957,641.682,1767.033,,,0.26,0.33,0.16,0.22,0.33,0.33,,0.2,0.43,0.09,0.34,0.26,0.3,,,,,,,,,,50882884,,490.935,9648.333,,151
,Lower-middle-income countries,2020,5825.887,1.75,,344.494,0.104,2464.794,0.74,104.995,0.032,1218.947,0.366,1689.959,0.508,2.697,0.001,-5.23,-321.664,,0.28,,,,165469.909,6989.945,63352.749,5034.121,30837.286,59144.148,111.661,,16.74,21.18,17.64,24.13,16.47,15.26,0.91,9.75,16.19,8.04,28.29,12.57,9.98,1.19,,,,,,,,,,,,,,152
MAR,Morocco,2020,64.536,1.748,,5.577,0.151,24.316,0.659,,,1.546,0.042,33.097,0.897,,,-5.4,-3.68,,0.265,,,,1737.595,168.211,447.408,,32.371,1089.605,,,0.19,0.34,0.17,,0.02,0.3,,0.1,0.39,0.06,,0.01,0.18,,,,,,,,,,36910558,,243.882,6607.388,,153
SYR,Syria,2020,30.532,1.745,,0.559,0.032,0.003,0,1.671,0.096,7.408,0.423,20.891,1.194,,,-1.54,-0.477,,,,,,1867.934,72.463,0.622,87.722,293.893,1413.234,,,0.09,0.03,0,0.38,0.1,0.19,,0.11,0.17,0,0.49,0.12,0.24,,,,,,,,,,17500657,,,,,154
URY,Uruguay,2020,5.84,1.681,,0.32,0.092,0.002,0.001,,,0.093,0.027,5.424,1.561,,,-11.3,-0.744,,,,,,371.229,20.463,4.083,,2.651,344.032,,,0.02,0.02,0,,0,0.05,,0.02,0.05,0,,0,0.06,,,,,,,,,,3473727,,,,,155
ALB,Albania,2020,4.535,1.576,,0.78,0.271,0.461,0.16,,,0.153,0.053,3.14,1.091,,,-6.76,-0.329,,,,,,285.503,19.484,66.964,,16.602,182.453,,,0.01,0.05,0,,0,0.03,,0.02,0.05,0.01,,0.01,0.03,,,,,,,,,,2877800,,,,,156
SHN,Saint Helena,2020,0.009,1.564,,,,,,,,,,0.009,1.564,,,-11.51,-0.001,,,,,,0.379,,,,,0.379,,,0,,,,,0,,0,,,,,0,,,,,,,,,,6071,,,,,157
FJI,Fiji,2020,1.393,1.554,,0.055,0.061,,,,,,,1.339,1.494,,,0.13,0.002,,,,,,49.429,2.413,,,,45.126,,,0,0,,,,0.01,,0,0.01,,,,0.01,,,,,,,,,,896444,,,,,158
CRI,Costa Rica,2020,7.907,1.552,,0.737,0.145,,,,,,,7.171,1.408,,,-10.33,-0.911,,,,,,255.062,21.388,,,,232.875,,,0.02,0.05,,,,0.06,,0.02,0.05,,,,0.04,,,,,,,,,,5094114,,,,,159
NAM,Namibia,2020,3.877,1.526,,0.406,0.16,0.021,0.008,,,,,3.451,1.358,,,-5.02,-0.205,,,,,,76.039,3.159,3.447,,,69.433,,,0.01,0.02,0,,,0.03,,0,0.01,0,,,0.01,,,,,,,,,,2540916,,,,,160
BLZ,Belize,2020,0.583,1.466,,,,,,,,0.007,0.018,0.576,1.448,,,-11.48,-0.076,,,,,,19.063,,,,0.068,18.995,,,0,,,,0,0.01,,0,,,,0,0,,,,,,,,,,397621,,,,,161
TON,Tonga,2020,0.144,1.36,,,,,,,,,,0.144,1.36,,,0.14,0,,,,,,4.384,,,,,4.384,,,0,,,,,0,,0,,,,,0,,,,,,,,,,105697,,,,,162
PER,Peru,2020,44.706,1.356,,4.32,0.131,1.239,0.038,0.202,0.006,13.133,0.398,25.812,0.783,,,-18.68,-10.271,,0.161,,,,1941.85,111.784,115.686,87.684,236.291,1390.405,,,0.13,0.27,0.01,0.05,0.18,0.23,,0.11,0.26,0.01,0.49,0.1,0.23,,,,,,,,,,32971845,,276.954,8399.715,,163
,Micronesia (country),2020,0.148,1.282,,,,,,,,,,0.148,1.282,,,0.14,0,,,,,,3.713,,,,,3.713,,,0,,,,,0,,0,,,,,0,,,,,,,,,,115021,,,,,164
MDA,Moldova,2020,5.147,1.276,,0.578,0.143,0.366,0.091,,,1.954,0.484,2.249,0.557,,,-0.18,-0.009,,,,,,1379.219,35.547,403.46,,197.263,739.356,,,0.01,0.04,0,,0.03,0.02,,0.08,0.08,0.05,,0.08,0.12,,,,,,,,,,4033963,,,,,165
PHL,Philippines,2020,136.018,1.241,,9.952,0.091,68.994,0.63,,,7.9,0.072,49.172,0.449,,,-7.23,-10.597,,0.268,,,,3390.274,236.059,816.347,,129.539,2208.329,,,0.39,0.61,0.49,,0.11,0.44,,0.2,0.55,0.1,,0.05,0.37,,,,,,,,,,109581085,,506.944,4626.2,,166
WSM,Samoa,2020,0.246,1.239,,,,,,,,,,0.246,1.239,,,0.14,0,,,,,,6.782,,,,,6.782,,,0,,,,,0,,0,,,,,0,,,,,,,,,,198410,,,,,167
PRK,North Korea,2020,29.311,1.137,,2.633,0.102,23.675,0.918,,,,,3.003,0.116,,,-0.23,-0.068,,,,,,5049.468,193.726,4593.315,,,262.427,,,0.08,0.16,0.17,,,0.03,,0.3,0.45,0.58,,,0.04,,,,,,,,,,25778815,,,,,168
MYT,Mayotte,2020,0.306,1.12,,,,,,,,,,0.306,1.12,,,0,0,,,,,,6.517,,,,,6.517,,,0,,,,,0,,0,,,,,0,,,,,,,,,,272813,,,,,169
PAK,Pakistan,2020,234.755,1.063,,15.608,0.071,58.77,0.266,,,71.688,0.324,88.688,0.402,,,0.2,0.466,,0.243,,,,5162.289,302.267,736.969,,1855.211,2243.083,,,0.67,0.96,0.42,,0.97,0.8,,0.3,0.7,0.09,,0.76,0.38,,,,,,,,,,220892331,,965.055,4368.891,,170
PRY,Paraguay,2020,7.57,1.061,,0.408,0.057,0.007,0.001,,,,,7.154,1.003,,,-11.2,-0.955,,,,,,177.914,9.672,0.051,,,168.191,,,0.02,0.03,0,,,0.06,,0.01,0.02,0,,,0.03,,,,,,,,,,7132530,,,,,171
GTM,Guatemala,2020,18.938,1.057,,1.473,0.082,5.44,0.304,,,,,12.025,0.671,,,-13.66,-2.996,,,,,,444.931,35.23,49.757,,,359.504,,,0.05,0.09,0.04,,,0.11,,0.03,0.08,0.01,,,0.06,,,,,,,,,,17915567,,,,,172
LSO,Lesotho,2020,2.183,1.019,,,,1.531,0.715,,,,,0.652,0.304,,,-5.93,-0.138,,,,,,63.982,,49.526,,,14.456,,,0.01,,0.01,,,0.01,,0,,0.01,,,0,,,,,,,,,,2142252,,,,,173
TJK,Tajikistan,2020,9.448,0.991,,1.879,0.197,4.987,0.523,,,0.114,0.012,2.468,0.259,,,9.42,0.814,,,,,,489.614,18.471,123.728,,83.497,261.83,,,0.03,0.12,0.04,,0,0.02,,0.03,0.04,0.02,,0.03,0.04,,,,,,,,,,9537642,,,,,174
,Africa,2020,1326.044,0.99,,77.025,0.058,446.097,0.333,44.459,0.033,287.016,0.214,471.446,0.352,,,-5.85,-82.435,,0.407,,,,47610.745,1862.331,20304.718,2786.571,5948.864,16708.261,,,3.81,4.74,3.19,10.22,3.88,4.26,,2.81,4.31,2.58,15.66,2.43,2.82,,,,,,,,,,1340598111,,5162.275,3850.725,,175
CPV,Cape Verde,2020,0.55,0.989,,,,,,,,,,0.55,0.989,,,-8.69,-0.052,,,,,,13.287,,,,,12.97,,,0,,,,,0,,0,,,,,0,,,,,,,,,,555988,,,,,176
LKA,Sri Lanka,2020,21.106,0.986,,1.085,0.051,6.678,0.312,,,,,13.344,0.623,,,-7.53,-1.719,,0.233,,,,500.281,24.078,56.388,,,419.815,,,0.06,0.07,0.05,,,0.12,,0.03,0.06,0.01,,,0.07,,,,,,,,,,21413250,,90.734,4237.282,,177
HND,Honduras,2020,9.66,0.975,,0.765,0.077,,,,,,,8.894,0.898,,,-10.47,-1.129,,,,,,256.321,20.072,,,,230.756,,,0.03,0.05,,,,0.08,,0.02,0.05,,,,0.04,,,,,,,,,,9904608,,,,,178
SLV,El Salvador,2020,6.124,0.944,,0.388,0.06,0.004,0.001,,,,,5.732,0.884,,,-10.64,-0.729,,,,,,231.87,18.028,0.101,,,213.74,,,0.02,0.02,0,,,0.05,,0.01,0.04,0,,,0.04,,,,,,,,,,6486201,,,,,179
KHM,Cambodia,2020,15.326,0.917,,3.316,0.198,4.541,0.272,,,,,7.47,0.447,,,-0.02,-0.003,,,,,,158.244,17.398,22.213,,,118.633,,,0.04,0.2,0.03,,,0.07,,0.01,0.04,0,,,0.02,,,,,,,,,,16718971,,,,,180
SWZ,Eswatini,2020,0.956,0.824,,,,0.13,0.112,,,,,0.825,0.712,,,-5.64,-0.057,,,,,,40.69,,20.435,,,20.254,,,0,,0,,,0.01,,0,,0,,,0,,,,,,,,,,1160164,,,,,181
NIC,Nicaragua,2020,5.074,0.766,,0.353,0.053,,,,,,,4.721,0.713,,,-10.57,-0.599,,,,,,177.397,8.77,,,,168.626,,,0.01,0.02,,,,0.04,,0.01,0.02,,,,0.03,,,,,,,,,,6624554,,,,,182
PNG,Papua New Guinea,2020,6.652,0.744,,,,,,,,1.009,0.113,5.643,0.631,,,0.52,0.034,,,,,,169.499,,,,11.973,157.475,,,0.02,,,,0.01,0.05,,0.01,,,,0,0.03,,,,,,,,,,8947027,,,,,183
MRT,Mauritania,2020,3.377,0.726,,,,,,,,,,3.377,0.726,,,-8.69,-0.321,,,,,,75.633,,,,,75.196,,,0.01,,,,,0.03,,0,,,,,0.01,,,,,,,,,,4649660,,,,,184
ZWE,Zimbabwe,2020,10.531,0.709,,0.697,0.047,6.257,0.421,,,,,3.576,0.241,,,-3.82,-0.418,,,,,,779.383,20.959,610.146,,,148.279,,,0.03,0.04,0.04,,,0.03,,0.05,0.05,0.08,,,0.03,,,,,,,,,,14862927,,,,,185
AGO,Angola,2020,22.198,0.675,,1.937,0.059,,,7.867,0.239,1.314,0.04,11.08,0.337,,,-5.49,-1.289,,,,,,682.26,26.912,,288.528,40.78,324.439,,,0.06,0.12,,1.81,0.02,0.1,,0.04,0.06,,1.62,0.02,0.05,,,,,,,,,,32866267,,,,,186
MMR,Myanmar,2020,36.326,0.668,,1.588,0.029,4.827,0.089,,,10.105,0.186,19.807,0.364,,,0.77,0.278,,,,,,611.491,17.29,52.993,,164.536,371.286,,,0.1,0.1,0.03,,0.14,0.18,,0.04,0.04,0.01,,0.07,0.06,,,,,,,,,,54409794,,,,,187
TUV,Tuvalu,2020,0.008,0.642,,,,,,,,,,0.008,0.642,,,0.15,0,,,,,,0.279,,,,,0.279,,,0,,,,,0,,0,,,,,0,,,,,,,,,,11792,,,,,188
SEN,Senegal,2020,10.451,0.624,,2.097,0.125,1.93,0.115,,,0.024,0.001,6.4,0.382,,,-7.23,-0.814,,,,,,243.299,37.766,18.254,,1.058,186.22,,,0.03,0.13,0.01,,0,0.06,,0.01,0.09,0,,0,0.03,,,,,,,,,,16743930,,,,,189
NGA,Nigeria,2020,125.463,0.609,,8.137,0.04,0.106,0,15.348,0.074,39.155,0.19,62.716,0.304,,,-3.57,-4.641,,,,,,3914.991,130.415,70.406,1258.537,712.875,1742.758,,,0.36,0.5,0,3.53,0.53,0.57,,0.23,0.3,0.01,7.07,0.29,0.29,,,,,,,,,,206139587,,,,,190
VUT,Vanuatu,2020,0.182,0.591,,,,,,,,,,0.182,0.591,,,0.14,0,,,,,,4.752,,,,,4.597,,,0,,,,,0,,0,,,,,0,,,,,,,,,,307150,,,,,191
NPL,Nepal,2020,16.958,0.582,,3.435,0.118,6.235,0.214,,,,,7.288,0.25,,,-0.05,-0.009,,,,,,165.884,23.629,45.119,,,97.136,,,0.05,0.21,0.04,,,0.07,,0.01,0.05,0.01,,,0.02,,,,,,,,,,29136808,,,,,192
KIR,Kiribati,2020,0.068,0.57,,,,,,,,,,0.068,0.57,,,0.14,0,,,,,,2.085,,,,,2.085,,,0,,,,,0,,0,,,,,0,,,,,,,,,,119446,,,,,193
PSE,Palestine,2020,2.899,0.568,,,,,,,,,,2.899,0.568,,,-2.92,-0.087,,,,,,59.438,,,,,59.438,,,0.01,,,,,0.03,,0,,,,,0.01,,,,,,,,,,5101416,,,,,194
COG,Congo,2020,3.117,0.565,,0.449,0.082,,,,,0.967,0.175,1.701,0.308,,,-5.3,-0.174,,,,,,78.481,3.484,,,9.256,59.993,,,0.01,0.03,,,0.01,0.02,,0,0.01,,,0,0.01,,,,,,,,,,5518092,,,,,195
BGD,Bangladesh,2020,92.842,0.564,,1.461,0.009,14.751,0.09,,,59.226,0.36,17.404,0.106,,,-1.46,-1.373,,0.21,,,,1562.306,23.038,119.442,,969.642,450.183,,,0.27,0.09,0.11,,0.8,0.16,,0.09,0.05,0.02,,0.4,0.08,,,,,,,,,,164689383,,442.121,2684.575,,196
BEN,Benin,2020,6.703,0.553,,0.212,0.018,,,,,0.04,0.003,6.451,0.532,,,-8.37,-0.612,,,,,,111.665,5.505,,,0.327,104.88,,,0.02,0.01,,,0,0.06,,0.01,0.01,,,0,0.02,,,,,,,,,,12123198,,,,,197
GHA,Ghana,2020,16.001,0.515,,1.55,0.05,,,0.399,0.013,3.249,0.105,10.803,0.348,,,-5.42,-0.917,,,,,,371.319,33.075,,1.198,20.695,312.187,,,0.05,0.1,,0.09,0.04,0.1,,0.02,0.08,,0.01,0.01,0.05,,,,,,,,,,31072945,,,,,198
STP,Sao Tome and Principe,2020,0.113,0.514,,,,,,,,,,0.113,0.514,,,-10.71,-0.014,,,,,,3.361,,,,,3.361,,,0,,,,,0,,0,,,,,0,,,,,,,,,,219161,,,,,199
SLB,Solomon Islands,2020,0.299,0.435,,,,,,,,,,0.299,0.435,,,0.14,0,,,,,,10.435,,,,,10.435,,,0,,,,,0,,0,,,,,0,,,,,,,,,,686878,,,,,200
SDN,Sudan,2020,18.859,0.43,,1.556,0.036,,,,,,,17.304,0.395,,,-14.4,-3.172,,,,,,446.154,19.745,,,,425.124,,,0.05,0.1,,,,0.16,,0.03,0.05,,,,0.07,,,,,,,,,,43849269,,,,,201
TLS,Timor,2020,0.526,0.399,,,,,,,,,,0.526,0.399,,,0.14,0.001,,,,,,6.543,,,,,6.256,,,0,,,,,0,,0,,,,,0,,,,,,,,,,1318442,,,,,202
CIV,Cote d'Ivoire,2020,10.071,0.382,,,,,,,,4.248,0.161,5.823,0.221,,,-3.9,-0.409,,,,,,333.932,,,,76.662,257.27,,,0.03,,,,0.06,0.05,,0.02,,,,0.03,0.04,,,,,,,,,,26378275,,,,,203
ZMB,Zambia,2020,6.573,0.358,,1.066,0.058,2.418,0.132,,,,,3.089,0.168,,,-6.73,-0.474,,,,,,247.988,16.398,117.529,,,114.061,,,0.02,0.07,0.02,,,0.03,,0.01,0.04,0.01,,,0.02,,,,,,,,,,18383956,,,,,204
DJI,Djibouti,2020,0.351,0.356,,0.074,0.074,,,,,,,0.278,0.281,,,-12.66,-0.051,,,,,,18.91,0.558,,,,18.351,,,0,0,,,,0,,0,0,,,,0,,,,,,,,,,988002,,,,,205
YEM,Yemen,2020,9.768,0.328,,0.692,0.023,0.266,0.009,,,0.215,0.007,8.596,0.288,,,-2.52,-0.252,,,,,,624.654,22.826,4.711,,14.052,583.065,,,0.03,0.04,0,,0,0.08,,0.04,0.05,0,,0.01,0.1,,,,,,,,,,29825968,,,,,206
AFG,Afghanistan,2020,12.16,0.312,,0.061,0.002,7.508,0.193,,,0.314,0.008,4.277,0.11,,,0.11,0.014,,,,,,192.849,2.504,60.405,,20.15,103.833,,,0.03,0,0.05,,0,0.04,,0.01,0.01,0.01,,0.01,0.02,,,,,,,,,,38928341,,,,,207
KEN,Kenya,2020,16.146,0.3,,2.184,0.041,1.621,0.03,,,,,12.341,0.23,,,-12,-2.201,,,,,,467.027,50.036,25.767,,,391.224,,,0.05,0.13,0.01,,,0.11,,0.03,0.12,0,,,0.07,,,,,,,,,,53771300,,,,,208
COM,Comoros,2020,0.258,0.297,,,,,,,,,,0.258,0.297,,,-15.49,-0.047,,,,,,5.302,,,,,5.302,,,0,,,,,0,,0,,,,,0,,,,,,,,,,869595,,,,,209
