iso_code,country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,rank
AUS,Australia,2016,415.945,17.143,-26.779,2.966,0.122,181.724,7.49,12.593,0.519,75.956,3.131,138.745,5.718,3.962,0.163,3.14,12.666,0.354,0.263,389.167,16.04,0.331,16998.589,180.357,9560.709,215.037,1764.73,5182.822,94.934,-6.44,1.17,0.2,1.27,3.25,1.09,1.16,1.33,1.09,0.49,1.31,1.34,0.82,0.95,1.16,577.32,23.795,573.39,23.633,119.11,4.909,58.3,2.403,24262710,1.18E+12,1582.272,65214.135,1.345,11
USA,United States,2016,5248.024,16.247,328.696,39.439,0.122,1379.744,4.271,51.908,0.161,1502.475,4.651,2246.524,6.955,27.933,0.086,-2.3,-123.747,0.306,0.205,5576.72,17.264,0.325,396171.26,2584.201,171040.485,1957.596,70083.845,149222.148,1282.985,6.26,14.8,2.67,9.61,13.39,21.56,18.78,9.35,25.52,7.01,23.41,12.17,32.49,27.38,15.74,5676.92,17.575,5907.27,18.288,609.89,1.888,249.26,0.772,323015992,1.72E+13,25544.396,79080.9,1.488,12
KAZ,Kazakhstan,2016,288.686,16.19,-53.656,3.525,0.198,166.074,9.314,17.22,0.966,55.067,3.088,43.546,2.442,3.254,0.182,0.04,0.103,0.675,0.381,235.029,13.181,0.549,12695.847,105.278,8481.703,459.85,971.628,2610.659,66.729,-18.59,0.81,0.24,1.16,4.44,0.79,0.36,1.09,0.82,0.29,1.16,2.86,0.45,0.48,0.82,271.53,15.228,274.52,15.396,40.06,2.247,10.15,0.569,17830902,4.28E+11,757.343,42473.618,1.77,13
LUX,Luxembourg,2016,9.093,15.697,13.729,0.351,0.607,0.3,0.518,0,0,1.68,2.9,6.685,11.541,0.076,0.132,-2.73,-0.255,0.273,0.215,22.822,39.398,0.684,716.929,18.33,356.962,0.001,67.293,272.53,1.813,150.99,0.03,0.02,0,0,0.02,0.06,0.03,0.05,0.05,0.05,0,0.03,0.05,0.02,9.5,16.4,9.77,16.866,0.55,0.949,0.3,0.518,579266,33357813760,42.337,73087.579,1.269,14
CAN,Canada,2016,559.567,15.38,-0.136,6.151,0.169,72.957,2.005,14.331,0.394,206.869,5.686,257.009,7.064,2.251,0.062,-2.35,-13.494,0.353,0.143,559.431,15.376,0.353,31309.7,341.204,9430.974,540.738,7159.654,13759.76,77.37,-0.02,1.58,0.42,0.51,3.7,2.97,2.15,0.75,2.02,0.93,1.29,3.36,3.32,2.52,0.95,731.11,20.095,695.2,19.108,90.88,2.498,41.42,1.138,36382942,1.59E+12,3918.644,107705.535,2.471,15
BES,Bonaire Sint Eustatius and Saba,2016,0.337,13.474,,,,,,,,,,0.337,13.474,,,3.37,0.011,,,,,,29.017,,,,,29.017,,,0,,,,,0,,0,,,,,0.01,,,,,,,,,,25017,,,,,16
OMN,Oman,2016,60.31,13.464,7.322,1.921,0.429,,,3.199,0.714,48.255,10.773,6.936,1.548,,,-2.5,-1.546,0.357,0.179,67.632,15.099,0.401,1001.669,29.353,,118.064,594.737,259.515,,12.14,0.17,0.13,,0.83,0.69,0.06,,0.06,0.08,,0.73,0.28,0.05,,77.85,17.38,77.84,17.378,5.34,1.192,0.77,0.172,4479217,1.69E+11,336.242,75067.028,1.992,17
EST,Estonia,2016,17.567,13.344,-0.286,0.185,0.141,12.751,9.685,0,0,1.052,0.799,3.513,2.669,0.066,0.05,10.77,1.708,0.55,0.248,17.281,13.126,0.541,1570.629,21.242,1125.62,2.842,68.998,350.042,1.886,-1.63,0.05,0.01,0.09,0,0.02,0.03,0.02,0.1,0.06,0.15,0.02,0.03,0.06,0.02,20.21,15.351,18.28,13.885,1.07,0.813,1.33,1.01,1316507,31962619904,70.709,53709.873,2.212,18
FRO,Faeroe Islands,2016,0.63,13.082,,,,,,,,,,0.63,13.082,,,3.61,0.022,,0.186,,,,27.784,,,,,27.546,,,0,,,,,0.01,,0,,,,,0.01,,,,,,,,,,48173,,3.397,70512.901,,19
KOR,South Korea,2016,639.259,12.539,35.863,26.672,0.523,320.697,6.29,,,96.655,1.896,185.413,3.637,9.821,0.193,0.64,4.045,0.346,0.191,675.121,13.242,0.365,15762.699,836.997,6791.019,,1508.652,6464.403,161.511,5.61,1.8,1.8,2.23,,1.39,1.55,3.29,1.02,2.27,0.93,,0.7,1.19,1.98,651.13,12.771,696.93,13.67,25.77,0.505,10.51,0.206,50983446,1.85E+12,3340.507,65521.401,1.807,20
TKM,Turkmenistan,2016,70.164,12.391,,1.336,0.236,,,,,48.859,8.629,19.969,3.527,,,-0.09,-0.067,0.557,0.213,,,,2142.431,30.924,,,1148.37,876.878,,,0.2,0.09,,,0.7,0.17,,0.14,0.08,,,0.53,0.16,,125.94,22.242,125.94,22.242,50.03,8.836,3.5,0.618,5662371,1.26E+11,329.54,58198.27,2.616,21
PLW,Palau,2016,0.213,11.994,,,,,,,,,,0.213,11.994,,,3.57,0.007,,,,,,9.695,,,,,9.695,,,0,,,,,0,,0,,,,,0,,0.29,16.368,0.29,16.368,0.02,1.129,0,0,17718,,,,,22
TWN,Taiwan,2016,279.705,11.843,-13.265,5.395,0.228,160.998,6.817,,,38.705,1.639,72.894,3.086,1.713,0.072,1.4,3.869,0.285,0.205,266.44,11.281,0.272,7930.573,375.87,3873.538,,556.808,3085.744,38.614,-4.74,0.79,0.36,1.12,,0.56,0.61,0.57,0.51,1.02,0.53,,0.26,0.57,0.47,,,,,,,,,23618201,9.81E+11,1361.794,57658.679,1.388,23
,Oceania,2016,465.736,11.597,-38.837,3.579,0.089,188.614,4.697,13.832,0.344,84.682,2.109,170.311,4.241,4.718,0.118,2.58,11.726,0.348,0.245,426.899,10.63,0.32,19131.787,215.87,10210.263,240.377,2066.221,6283.489,115.565,-8.34,1.31,0.24,1.31,3.57,1.22,1.42,1.58,1.23,0.59,1.4,1.49,0.96,1.15,1.42,,,,,,,,,40435631,,,,,24
,North America,2016,6471.36,11.353,309.904,70.858,0.124,1509.631,2.648,80.851,0.142,1901.034,3.335,2878.801,5.05,30.184,0.053,-2.14,-141.345,0.303,0.199,6781.263,11.897,0.317,452564.472,3758.747,181922.716,3104.349,81765.117,180653.187,1360.355,4.79,18.25,4.79,10.51,20.85,27.28,24.07,10.1,29.15,10.2,24.9,19.3,37.91,33.15,16.69,,,,,,,,,573814461,,,,,25
,High-income countries,2016,13285.076,11.175,1286.341,227.338,0.191,3631.572,3.055,117.143,0.098,3746.8,3.152,5469.488,4.601,92.735,0.078,-1.54,-207.356,0.262,0.192,14571.417,12.257,0.287,914793.205,13064.414,435729.537,5898.858,131292.793,325683.863,3123.74,9.68,37.47,15.37,25.29,30.22,53.78,45.73,31.03,58.93,35.44,59.64,36.67,60.87,59.76,38.33,,,,,,,,,,,,,,26
RUS,Russia,2016,1618.599,11.142,-199.549,20.432,0.141,400.713,2.758,27.889,0.192,751.164,5.171,402.643,2.772,15.758,0.108,-0.28,-4.501,0.468,0.202,1419.05,9.768,0.41,108749.46,1555.763,43608.837,998.115,30994.969,31118.579,473.197,-12.33,4.57,1.38,2.79,7.19,10.78,3.37,5.27,7.01,4.22,5.97,6.2,14.37,5.71,5.81,1918.26,13.204,2470.1,17.003,856,5.892,61.81,0.425,145275374,3.46E+12,8006.435,55112.125,2.313,27
SPM,Saint Pierre and Miquelon,2016,0.066,11.116,,,,,,,,,,0.066,11.116,,,0,0,,0.162,,,,3.444,,,,,2.949,,,0,,,,,0,,0,,,,,0,,,,,,,,,,5933,,0.406,68471.43,,28
AIA,Anguilla,2016,0.154,10.661,,,,,,,,,,0.154,10.661,,,0,0,,,,,,2.873,,,,,2.873,,,0,,,,,0,,0,,,,,0,,,,,,,,,,14435,,,,,29
ISL,Iceland,2016,3.487,10.498,,,,0.66,1.987,0.149,0.448,0,0,2.675,8.051,0.004,0.011,-1.38,-0.049,0.247,0.059,,,,138.069,,16.461,3.442,0.004,115.342,0.068,,0.01,,0,0.04,0,0.02,0,0.01,,0,0.02,0,0.02,0,3.22,9.693,3.3,9.934,0.55,1.656,0.4,1.204,332209,14111050752,58.981,177541.131,4.18,30
CZE,Czechia,2016,106.685,10.047,-2.926,1.698,0.16,65.231,6.143,0.159,0.015,17.008,1.602,21.291,2.005,1.298,0.122,1.74,1.821,0.351,0.232,103.76,9.771,0.342,11515.209,86.404,9444.473,8.396,599.983,1333.583,42.37,-2.74,0.3,0.11,0.45,0.04,0.24,0.18,0.43,0.74,0.23,1.29,0.05,0.28,0.24,0.52,118.28,11.139,124.09,11.686,12.44,1.171,5.6,0.527,10618868,3.04E+11,459.021,43226.919,1.511,31
BMU,Bermuda,2016,0.619,9.773,,,,,,,,,,0.619,9.773,,,14.97,0.081,,0.195,,,,26.542,,,,,26.502,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,63360,,3.17,50024.815,,32
DEU,Germany,2016,800.687,9.742,73.188,12.663,0.154,329.443,4.008,2.344,0.028,169.468,2.062,278.132,3.384,8.637,0.105,0.64,5.076,0.214,0.212,873.875,10.632,0.234,89739.882,1140.093,63390.696,83.649,6322.706,18549.547,253.192,9.14,2.26,0.86,2.29,0.6,2.43,2.33,2.89,5.78,3.09,8.68,0.52,2.93,3.4,3.11,820.7,9.985,850.17,10.343,55.52,0.675,35.6,0.433,82193770,3.74E+12,3782.768,46022.561,1.013,33
NLD,Netherlands,2016,164.925,9.712,-13.267,0.239,0.014,40.079,2.36,1.099,0.065,68.997,4.063,53.208,3.133,1.303,0.077,0.44,0.725,0.212,0.166,151.658,8.931,0.195,11126.642,55.914,3728.944,24.813,3592.059,3692.991,31.921,-8.04,0.47,0.02,0.28,0.28,0.99,0.44,0.44,0.72,0.15,0.51,0.15,1.67,0.68,0.39,189.52,11.161,188.16,11.08,18.83,1.109,8.29,0.488,16981285,7.77E+11,996.55,58685.191,1.283,34
JPN,Japan,2016,1203.718,9.422,161.046,25.969,0.203,456.358,3.572,0.457,0.004,251.596,1.969,460.901,3.608,8.436,0.066,-1.61,-19.679,0.254,0.232,1364.764,10.682,0.288,61156.881,1879.151,22020.435,13.623,5913.819,31070.509,259.343,13.38,3.4,1.76,3.18,0.12,3.61,3.85,2.82,3.94,5.1,3.01,0.08,2.74,5.7,3.18,1225.67,9.593,1257.73,9.844,21.45,0.168,18.11,0.142,127763267,4.73E+12,5194.842,40659.904,1.098,35
GNQ,Equatorial Guinea,2016,11.388,9.371,,,,,,4.653,3.829,5.456,4.49,1.279,1.052,,,5.11,0.553,0.45,0.409,,,,135.443,,,68.072,45.418,21.953,,,0.03,,,1.2,0.08,0.01,,0.01,,,0.42,0.02,0,,22.98,18.911,19.14,15.751,13.24,10.895,0.04,0.033,1215181,25287602176,27.854,22921.709,1.101,36
GRL,Greenland,2016,0.525,9.306,,,,,,,,,,0.525,9.306,,,0.21,0.001,,0.148,,,,30.892,,,,,28.717,,,0,,,,,0,,0,,,,,0.01,,,,,,,,,,56408,,3.56,63113.764,,37
,Europe (excl. EU-28),2016,2095.211,8.898,-237.218,31.551,0.134,594.947,2.527,32.906,0.14,877.1,3.725,538.44,2.287,20.268,0.086,0.58,12.049,0.402,0.197,1857.993,7.891,0.356,154422.094,2310.134,65447.266,1277.747,39089.666,45659.442,637.839,-11.32,5.91,2.13,4.14,8.49,12.59,4.5,6.78,9.95,6.27,8.96,7.94,18.12,8.38,7.83,,,,,,,,,,,,,,38
BEL,Belgium,2016,99.872,8.796,70.478,2.436,0.214,13.544,1.193,0.078,0.007,34.43,3.032,47.309,4.167,2.075,0.183,-1.17,-1.183,0.227,0.139,170.351,15.003,0.388,12159.972,210.323,7472.947,2.79,1191.409,3216.155,66.348,70.57,0.28,0.16,0.09,0.02,0.49,0.4,0.69,0.78,0.57,1.02,0.02,0.55,0.59,0.81,110.52,9.734,110.36,9.72,8.45,0.744,4.49,0.395,11354407,4.39E+11,716.316,63087.055,1.63,39
FIN,Finland,2016,47.229,8.591,18.403,0.553,0.101,18.641,3.391,0.104,0.019,4.219,0.768,22.916,4.168,0.796,0.145,7.03,3.103,0.231,0.147,65.632,11.938,0.321,3018.746,45.636,1183.658,2.237,220.173,1541.999,25.043,38.97,0.13,0.04,0.13,0.03,0.06,0.19,0.27,0.19,0.12,0.16,0.01,0.1,0.28,0.31,62.88,11.437,56.26,10.233,4.47,0.813,4.65,0.846,5497714,2.05E+11,322.118,58591.279,1.574,40
IRL,Ireland,2016,40.156,8.551,2.438,1.794,0.382,9.008,1.918,0.001,0,9.91,2.11,18.834,4.011,0.608,0.13,3.79,1.468,0.149,0.223,42.594,9.071,0.158,2075.108,64.296,855.141,0.097,251.754,888.813,15.007,6.07,0.11,0.12,0.06,0,0.14,0.16,0.2,0.13,0.17,0.12,0,0.12,0.16,0.18,63.08,13.433,65.88,14.03,16.49,3.512,9.42,2.006,4695790,2.69E+11,180.008,38333.926,0.67,41
POL,Poland,2016,324.342,8.538,-33.487,6.53,0.172,202.099,5.32,4.543,0.12,32.42,0.853,73.949,1.947,4.801,0.126,3.48,10.923,0.34,0.281,290.855,7.656,0.305,26570.087,385.722,22274.311,92.48,1044.487,2649.259,123.829,-10.32,0.91,0.44,1.41,1.17,0.47,0.62,1.61,1.71,1.05,3.05,0.57,0.48,0.49,1.52,344.31,9.063,377.19,9.929,46.8,1.232,21.62,0.569,37989218,9.53E+11,1152.888,30347.763,1.21,42
NOR,Norway,2016,44.8,8.532,4.619,0.684,0.13,4.062,0.774,2.465,0.47,13.719,2.613,23.483,4.472,0.386,0.074,-1.79,-0.816,0.103,0.084,49.419,9.412,0.114,2459.405,58.962,616.881,100.772,358.099,1315.686,9.006,10.31,0.13,0.05,0.03,0.64,0.2,0.2,0.13,0.16,0.16,0.08,0.63,0.17,0.24,0.11,29.02,5.527,47.98,9.137,4.99,0.95,3.22,0.613,5250950,4.34E+11,531.672,101252.593,1.226,43
ABW,Aruba,2016,0.883,8.421,,,,,,,,,,0.883,8.421,,,-1.63,-0.015,,0.168,,,,72.554,,,,,72.554,,,0,,,,,0.01,,0,,,,,0.01,,,,,,,,,,104865,,5.246,50029.577,,44
MNG,Mongolia,2016,25.327,8.287,-0.668,0.192,0.063,22.086,7.226,,,,,3.049,0.998,,,8.96,2.084,0.676,0.424,24.659,8.068,0.658,528.501,4.191,426.933,,,97.378,,-2.64,0.07,0.01,0.15,,,0.03,,0.03,0.01,0.06,,,0.02,,51.2,16.752,48.09,15.734,17.01,5.565,12.73,4.165,3056358,37463158784,59.656,19518.576,1.592,45
ZAF,South Africa,2016,464.769,8.269,-140.96,5.208,0.093,392.81,6.989,,,7.815,0.139,58.935,1.048,,,3.15,14.198,0.706,0.314,323.809,5.761,0.492,19308.027,227.649,16754.033,,153.972,2172.373,,-30.33,1.31,0.35,2.74,,0.11,0.49,,1.24,0.62,2.29,,0.07,0.4,,508.24,9.042,501.55,8.923,44.53,0.792,17.58,0.313,56207649,6.59E+11,1479.388,26320.051,2.246,46
,Europe (excl. EU-27),2016,2494.549,8.267,-93.059,36.105,0.12,642.703,2.13,37.43,0.124,1041.909,3.453,713.359,2.364,23.043,0.076,-0.44,-10.953,0.325,0.194,2401.489,7.958,0.313,231115.196,2812.659,122149.075,1551.318,45450.964,58417.695,733.484,-3.73,7.04,2.44,4.48,9.65,14.95,5.96,7.71,14.89,7.63,16.72,9.64,21.07,10.72,9,,,,,,,,,,,,,,47
LBY,Libya,2016,53.485,8.238,,1.647,0.254,,,6.156,0.948,20.134,3.101,25.549,3.935,,,-8.08,-4.698,1.03,0.303,,,,1923.301,62.911,,362.275,369.634,1127.354,,,0.15,0.11,,1.59,0.29,0.21,,0.12,0.17,,2.25,0.17,0.21,,86.62,13.342,86.62,13.342,29.89,4.604,1.94,0.299,6492160,51938050048,176.389,27169.587,3.396,48
MYS,Malaysia,2016,250.561,8.166,-6.686,13.416,0.437,71.045,2.315,4.206,0.137,73.525,2.396,88.368,2.88,,,8.07,18.717,0.359,0.214,243.875,7.948,0.349,4997.906,216.044,785.973,251.561,1420.712,2323.617,,-2.67,0.71,0.91,0.49,1.08,1.06,0.74,,0.32,0.59,0.11,1.56,0.66,0.43,,378.56,12.337,294.86,9.609,48.38,1.577,11.83,0.386,30684652,6.99E+11,1168.614,38084.655,1.673,49
IRN,Iran,2016,637.362,8.011,-49.903,19.761,0.248,3.451,0.043,43.741,0.55,380.704,4.785,189.704,2.384,,,1.39,8.735,0.475,0.22,587.458,7.384,0.438,16016.624,433.665,193.768,1672.672,5360.043,8356.476,,-7.83,1.8,1.34,0.02,11.28,5.46,1.59,,1.03,1.18,0.03,10.4,2.48,1.53,,796.03,10.005,795.97,10.004,143.25,1.8,37.26,0.468,79563991,1.34E+12,2890.051,36323.606,2.153,50
AUT,Austria,2016,67.215,7.684,25.349,1.729,0.198,13.335,1.524,0.131,0.015,16.729,1.912,34.123,3.901,1.169,0.134,1.3,0.864,0.184,0.169,92.564,10.582,0.254,5240.747,130.769,2680.834,4.161,652.766,1742.148,30.069,37.71,0.19,0.12,0.09,0.03,0.24,0.29,0.39,0.34,0.35,0.37,0.03,0.3,0.32,0.37,68.53,7.834,75.66,8.65,6.8,0.777,3.7,0.423,8747306,3.64E+11,397.179,45405.83,1.09,51
ISR,Israel,2016,61.219,7.55,15.993,1.983,0.245,20.834,2.569,,,15.689,1.935,22.713,2.801,,,-2.79,-1.756,0.235,0.212,77.212,9.522,0.297,2141.529,77.385,714.194,,111.146,1238.803,,26.12,0.17,0.13,0.15,,0.23,0.19,,0.14,0.21,0.1,,0.05,0.23,,89.51,11.038,89.42,11.027,11.73,1.447,2.26,0.279,8108984,2.60E+11,288.6,35590.151,1.109,52
,Europe,2016,5590.253,7.503,348.435,106.055,0.142,1605.197,2.154,58.811,0.079,1780.968,2.39,1979.127,2.656,60.096,0.081,-0.07,-4.131,0.243,0.188,5938.688,7.97,0.258,509566.153,8460.025,278843.018,2207.383,74531.205,143661.665,1862.857,6.23,15.77,7.17,11.18,15.17,25.56,16.55,20.11,32.82,22.95,38.16,13.72,34.55,26.36,22.86,,,,,,,,,745441379,,23281.687,31232.083,,53
NZL,New Zealand,2016,34.305,7.363,3.428,0.486,0.104,4.465,0.958,1.239,0.266,7.869,1.689,19.489,4.183,0.757,0.162,-4.9,-1.767,0.215,0.138,37.732,8.098,0.236,1743.955,31.806,605.332,25.34,293.383,767.462,20.632,9.99,0.1,0.03,0.03,0.32,0.11,0.16,0.25,0.11,0.09,0.08,0.16,0.14,0.14,0.25,69.8,14.981,80.41,17.258,32.81,7.042,14.97,3.213,4659265,1.60E+11,248.151,53259.734,1.553,54
VGB,British Virgin Islands,2016,0.213,7.239,,,,,,,,,,0.213,7.239,,,0,0,,0.281,,,,4.873,,,,,4.873,,,0,,,,,0,,0,,,,,0,,,,,,,,,,29355,,0.757,25770.86,,55
SGP,Singapore,2016,40.275,7.124,66.235,,,1.832,0.324,,,20.046,3.546,18.397,3.254,,,-35.18,-21.856,0.106,0.042,106.509,18.839,0.28,1980.751,,12.463,,251.245,1717.044,,164.46,0.11,,0.01,,0.29,0.15,,0.13,,0,,0.12,0.32,,63.99,11.318,63.96,11.313,3.94,0.697,8.91,1.576,5653625,3.80E+11,966.375,170930.199,2.543,56
,European Union (27),2016,3095.704,6.983,441.495,69.95,0.158,962.494,2.171,21.381,0.048,739.059,1.667,1265.768,2.855,37.053,0.084,0.22,6.822,0.202,0.183,3537.199,7.979,0.23,278450.957,5647.366,156693.943,656.065,29080.241,85243.97,1129.373,14.26,8.73,4.73,6.7,5.51,10.61,10.58,12.4,17.94,15.32,21.45,4.08,13.48,15.64,13.86,,,,,,,,,,,16952.957,38240.633,,57
SVN,Slovenia,2016,14.425,6.955,4.026,0.344,0.166,4.964,2.393,0.13,0.063,1.65,0.796,7.235,3.488,0.103,0.05,5.89,0.802,0.26,0.183,18.451,8.896,0.333,795.445,25.956,349.99,3.965,60.286,351.166,4.081,27.91,0.04,0.02,0.03,0.03,0.02,0.06,0.03,0.05,0.07,0.05,0.02,0.03,0.06,0.05,17.48,8.427,17.13,8.259,2.01,0.969,0.8,0.386,2074205,55372836864,78.703,37943.459,1.421,58
CHN,China,2016,9720.444,6.874,-1020.027,743.044,0.526,7071.406,5.001,,,402.762,0.285,1335.304,0.944,167.928,0.119,-1.3,-127.976,0.563,0.272,8700.417,6.153,0.504,194195.688,11574.812,147949.555,,3959.366,26643.396,4037.945,-10.49,27.42,50.25,49.24,,5.78,11.17,56.19,12.51,31.4,20.25,,1.84,4.89,49.55,11207.66,7.926,11857.18,8.385,1242.43,0.879,547.29,0.387,1414049353,1.73E+13,35730.98,25268.551,2.071,59
,European Union (28),2016,3495.042,6.858,585.653,74.503,0.146,1010.25,1.982,25.906,0.051,903.868,1.774,1440.687,2.827,39.828,0.078,-0.46,-16.181,0.196,0.182,4080.695,8.007,0.229,355144.06,6149.891,213395.752,929.636,35441.539,98002.223,1225.017,16.76,9.86,5.04,7.03,6.68,12.97,12.05,13.33,22.88,16.68,29.21,5.78,16.43,17.98,15.03,,,,,,,,,,,,,,60
GRC,Greece,2016,71.373,6.724,-10.005,3.772,0.355,23.616,2.225,0.009,0.001,7.912,0.745,35.564,3.35,0.499,0.047,-4.79,-3.588,0.295,0.238,61.368,5.781,0.254,3809.038,266.175,1548.147,0.379,116.937,1854.658,22.742,-14.02,0.2,0.26,0.16,0,0.11,0.3,0.17,0.25,0.72,0.21,0,0.05,0.34,0.28,88.31,8.319,86.9,8.186,9.41,0.886,4.41,0.415,10615183,2.42E+11,299.972,28258.778,1.241,61
