iso_code,country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,rank
KAZ,Kazakhstan,2017,307.909,17.03,-62.758,3.817,0.211,174.175,9.634,17.747,0.982,63.128,3.492,45.737,2.53,3.304,0.183,6.66,19.223,0.691,0.377,245.151,13.559,0.55,13003.756,109.096,8655.878,477.597,1034.757,2656.395,70.034,-20.38,0.86,0.25,1.21,4.2,0.89,0.38,1.1,0.82,0.28,1.16,2.89,0.46,0.48,0.83,280.59,15.519,283.58,15.685,43.29,2.394,13.38,0.74,18080023,4.45E+11,816.652,45168.726,1.833,11
AUS,Australia,2017,414.751,16.87,-26.749,3.02,0.123,176.972,7.198,14.869,0.605,76.405,3.108,139.585,5.678,3.9,0.159,-0.29,-1.194,0.344,0.264,388.002,15.782,0.322,17413.34,183.377,9737.681,229.906,1841.135,5322.407,98.834,-6.45,1.15,0.2,1.22,3.52,1.07,1.15,1.3,1.1,0.48,1.31,1.39,0.83,0.96,1.17,623.08,25.344,619.79,25.21,140.33,5.708,80.02,3.255,24584619,1.21E+12,1574.244,64033.683,1.306,12
USA,United States,2017,5207.751,16.02,343.021,40.324,0.124,1338.667,4.118,56.186,0.173,1480.059,4.553,2265.326,6.968,27.19,0.084,-0.77,-40.273,0.296,0.203,5550.772,17.075,0.316,401379.012,2624.525,172379.152,2013.782,71563.904,151487.474,1310.175,6.59,14.5,2.69,9.26,13.29,20.8,18.67,9.04,25.27,6.84,23.14,12.2,32.12,27.19,15.5,5613.64,17.268,5842.8,17.973,615.77,1.894,250.68,0.771,325084758,1.76E+13,25626.88,78831.384,1.456,13
LUX,Luxembourg,2017,9.261,15.646,13.895,0.371,0.626,0.282,0.477,0,0,1.658,2.8,6.874,11.613,0.077,0.13,1.85,0.169,0.273,0.21,23.156,39.121,0.682,726.191,18.701,357.244,0.001,68.95,279.404,1.89,150.03,0.03,0.02,0,0,0.02,0.06,0.03,0.05,0.05,0.05,0,0.03,0.05,0.02,9.64,16.286,9.92,16.759,0.55,0.929,0.31,0.524,591914,33958649856,44.139,74570.797,1.3,14
CAN,Canada,2017,569.36,15.5,1.397,6.853,0.187,72.209,1.966,15.345,0.418,212.053,5.773,260.723,7.098,2.178,0.059,1.75,9.793,0.348,0.144,570.758,15.538,0.349,31879.06,348.058,9503.183,556.083,7371.706,14020.483,79.548,0.25,1.58,0.46,0.5,3.63,2.98,2.15,0.72,2.01,0.91,1.28,3.37,3.31,2.52,0.94,745.74,20.302,709.37,19.312,92.97,2.531,42.04,1.145,36732091,1.64E+12,3956.463,107711.352,2.418,15
FRO,Faeroe Islands,2017,0.707,14.633,,,,,,,,,,0.707,14.633,,,12.21,0.077,,0.185,,,,28.491,,,,,28.253,,,0,,,,,0.01,,0,,,,,0.01,,,,,,,,,,48326,,3.822,79097.574,,16
EST,Estonia,2017,18.788,14.24,-0.515,0.307,0.232,13.879,10.519,0,0,0.95,0.72,3.569,2.705,0.084,0.064,6.95,1.221,0.556,0.24,18.273,13.85,0.541,1589.417,21.548,1139.499,2.842,69.947,353.611,1.97,-2.74,0.05,0.02,0.1,0,0.01,0.03,0.03,0.1,0.06,0.15,0.02,0.03,0.06,0.02,20.86,15.81,18.92,14.34,1.06,0.803,1.36,1.031,1319389,33800136704,78.269,59321.921,2.316,17
OMN,Oman,2017,65.906,14.125,2.83,1.991,0.427,,,3.323,0.712,47.496,10.179,13.095,2.806,,,9.28,5.595,0.389,0.182,68.736,14.731,0.406,1067.575,31.344,,121.387,642.233,272.61,,4.29,0.18,0.13,,0.79,0.67,0.11,,0.07,0.08,,0.74,0.29,0.05,,78.51,16.826,78.49,16.822,5.4,1.157,0.76,0.163,4665926,1.69E+11,361.229,77418.47,2.133,18
BES,Bonaire Sint Eustatius and Saba,2017,0.348,13.704,,,,,,,,,,0.348,13.704,,,3.26,0.011,,,,,,29.365,,,,,29.365,,,0,,,,,0,,0,,,,,0.01,,,,,,,,,,25399,,,,,19
KOR,South Korea,2017,655.747,12.834,39.775,26.351,0.516,337.669,6.608,,,100.859,1.974,180.698,3.536,10.171,0.199,2.58,16.488,0.344,0.192,695.522,13.612,0.365,16418.446,863.347,7128.687,,1609.512,6645.1,171.682,6.07,1.83,1.76,2.34,,1.42,1.49,3.38,1.03,2.25,0.96,,0.72,1.19,2.03,664.54,13.006,710.34,13.902,25.6,0.501,10.6,0.207,51096408,1.91E+12,3407.23,66682.378,1.786,20
TKM,Turkmenistan,2017,70.231,12.198,,1.374,0.239,,,,,48.859,8.486,19.998,3.473,,,0.1,0.067,0.524,0.215,,,,2212.662,32.298,,,1197.23,896.876,,,0.2,0.09,,,0.69,0.16,,0.14,0.08,,,0.54,0.16,,125.62,21.818,125.62,21.818,49.87,8.661,3.43,0.596,5757667,1.34E+11,326.102,56637.81,2.431,21
PLW,Palau,2017,0.216,12.139,,,,,,,,,,0.216,12.139,,,1.72,0.004,,,,,,9.911,,,,,9.911,,,0,,,,,0,,0,,,,,0,,0.3,16.845,0.3,16.845,0.02,1.123,0,0,17809,,,,,22
TWN,Taiwan,2017,284.812,12.03,-11.063,5.357,0.226,164.398,6.944,,,42.58,1.798,71.572,3.023,0.905,0.038,1.83,5.107,0.281,0.208,273.749,11.563,0.27,8215.385,381.227,4037.936,,599.388,3157.316,39.519,-3.88,0.79,0.36,1.14,,0.6,0.59,0.3,0.52,0.99,0.54,,0.27,0.57,0.47,,,,,,,,,23674546,1.01E+12,1368.096,57787.637,1.349,23
,Oceania,2017,466.026,11.442,-39.285,3.557,0.087,184.382,4.527,16.067,0.394,85.833,2.107,171.6,4.213,4.588,0.113,0.06,0.29,0.34,0.246,426.741,10.478,0.311,19597.813,219.428,10394.645,256.444,2152.054,6455.089,120.153,-8.43,1.3,0.24,1.28,3.8,1.21,1.41,1.52,1.23,0.57,1.4,1.55,0.97,1.16,1.42,,,,,,,,,41006479,,,,,24
RUS,Russia,2017,1646.457,11.314,-203.747,20.512,0.141,383.256,2.634,32.03,0.22,779.29,5.355,415.11,2.852,16.259,0.112,1.72,27.858,0.467,0.204,1442.71,9.914,0.409,110395.917,1576.275,43992.093,1030.145,31774.259,31533.689,489.456,-12.37,4.58,1.37,2.65,7.57,10.95,3.42,5.4,6.95,4.11,5.9,6.24,14.26,5.66,5.79,1939.26,13.325,2494.15,17.138,852.12,5.855,60.78,0.418,145530091,3.52E+12,8055.529,55353.009,2.286,25
SPM,Saint Pierre and Miquelon,2017,0.066,11.207,,,,,,,,,,0.066,11.207,,,0,0,,0.165,,,,3.51,,,,,3.015,,,0,,,,,0,,0,,,,,0,,,,,,,,,,5885,,0.399,67800.534,,26
,North America,2017,6412.982,11.155,335.009,72.914,0.127,1467.602,2.553,75.8,0.132,1874.524,3.261,2892.774,5.032,29.369,0.051,-0.9,-58.378,0.292,0.196,6747.991,11.738,0.308,458977.453,3831.661,183390.319,3180.148,83639.642,183545.961,1389.724,5.22,17.85,4.86,10.15,17.93,26.34,23.85,9.76,28.9,9.99,24.61,19.26,37.54,32.94,16.44,,,,,,,,,578582963,,,,,27
,High-income countries,2017,13229.209,11.073,1351.362,226.132,0.189,3582.376,2.998,124.072,0.104,3753.935,3.142,5450.909,4.563,91.785,0.077,-0.42,-55.867,0.255,0.19,14580.571,12.204,0.281,928022.414,13290.546,439311.913,6022.931,135046.728,331134.772,3215.525,10.21,36.82,15.07,24.79,29.34,52.75,44.93,30.51,58.43,34.65,58.96,36.48,60.61,59.44,38.05,,,,,,,,,,,,,,28
MNG,Mongolia,2017,34.265,11.004,-3.246,0.3,0.096,30.074,9.658,,,,,3.891,1.25,,,35.29,8.938,0.875,0.526,31.019,9.962,0.792,562.766,4.49,457.007,,,101.269,,-9.47,0.1,0.02,0.21,,,0.03,,0.04,0.01,0.06,,,0.02,,53.99,17.339,50.88,16.34,17.96,5.768,13.25,4.255,3113788,39174762496,65.153,20924.011,1.663,29
ISL,Iceland,2017,3.605,10.78,,,,0.693,2.073,0.146,0.438,0,0,2.762,8.259,0.003,0.01,3.37,0.117,0.244,0.058,,,,141.674,,17.155,3.588,0.005,118.104,0.071,,0.01,,0,0.03,0,0.02,0,0.01,,0,0.02,0,0.02,0,3.34,9.988,3.42,10.227,0.54,1.615,0.41,1.226,334395,14752536576,61.699,184508.784,4.182,30
CZE,Czechia,2017,107.613,10.113,-1.663,1.728,0.162,64.727,6.083,0.127,0.012,17.713,1.665,22.037,2.071,1.28,0.12,0.87,0.927,0.339,0.225,105.95,9.957,0.334,11622.822,88.132,9509.2,8.523,617.697,1355.62,43.65,-1.55,0.3,0.12,0.45,0.03,0.25,0.18,0.43,0.73,0.23,1.28,0.05,0.28,0.24,0.52,118.3,11.117,124.12,11.664,12.43,1.168,5.28,0.496,10641032,3.17E+11,478.915,45006.402,1.51,31
BMU,Bermuda,2017,0.63,9.997,,,,,,,,,,0.63,9.997,,,1.78,0.011,,0.202,,,,27.172,,,,,27.132,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,63040,,3.126,49595.262,,32
AIA,Anguilla,2017,0.143,9.795,,,,,,,,,,0.143,9.795,,,-7.14,-0.011,,,,,,3.015,,,,,3.015,,,0,,,,,0,,0,,,,,0,,,,,,,,,,14588,,,,,33
GNQ,Equatorial Guinea,2017,12.285,9.735,,,,,,4.955,3.926,6.15,4.873,1.18,0.935,,,7.88,0.898,0.508,0.449,,,,147.729,,,73.027,51.568,23.133,,,0.03,,,1.17,0.09,0.01,,0.01,,,0.44,0.02,0,,22.53,17.853,18.7,14.818,12.73,10.087,0.04,0.032,1262008,24166326272,27.373,21689.923,1.133,34
GRL,Greenland,2017,0.542,9.598,,,,,,,,,,0.542,9.598,,,3.25,0.017,,0.153,,,,31.434,,,,,29.259,,,0,,,,,0,,0,,,,,0.01,,,,,,,,,,56473,,3.542,62712.404,,35
NLD,Netherlands,2017,162.61,9.553,-12.081,0.298,0.018,36.059,2.118,1.118,0.066,70.744,4.156,53.008,3.114,1.383,0.081,-1.4,-2.315,0.204,0.166,150.529,8.844,0.188,11289.252,56.211,3765.003,25.931,3662.803,3746,33.304,-7.43,0.45,0.02,0.25,0.26,0.99,0.44,0.46,0.71,0.15,0.51,0.16,1.64,0.67,0.39,185.91,10.922,184.55,10.842,17.96,1.055,8.08,0.475,17021343,7.99E+11,981.114,57640.248,1.228,36
DEU,Germany,2017,785.883,9.508,86.491,13.408,0.162,310.735,3.759,2.267,0.027,171.376,2.073,279.511,3.382,8.585,0.104,-1.85,-14.804,0.205,0.205,872.374,10.554,0.228,90525.765,1153.501,63701.432,85.916,6494.082,18829.058,261.777,11.01,2.19,0.89,2.15,0.54,2.41,2.3,2.85,5.7,3.01,8.55,0.52,2.91,3.38,3.1,803.18,9.717,832.65,10.073,54.78,0.663,34.58,0.418,82658409,3.83E+12,3828.368,46315.534,1,37
JPN,Japan,2017,1188.123,9.318,159.952,26.429,0.207,458.309,3.594,0.436,0.003,245.717,1.927,448.76,3.52,8.472,0.066,-1.3,-15.595,0.245,0.226,1348.075,10.573,0.278,62345.004,1905.58,22478.744,14.059,6159.536,31519.269,267.815,13.46,3.31,1.76,3.17,0.1,3.45,3.7,2.82,3.93,4.97,3.02,0.09,2.76,5.66,3.17,1203.32,9.438,1235.37,9.689,21.23,0.167,18.09,0.142,127502728,4.84E+12,5252.755,41197.195,1.084,38
,Europe (excl. EU-28),2017,2112.713,8.969,-231.511,31.702,0.135,563.313,2.392,36.815,0.156,909.405,3.861,550.871,2.339,20.607,0.088,0.84,17.502,0.397,0.199,1881.202,7.986,0.354,156534.807,2341.836,66010.578,1314.562,39999.071,46210.313,658.446,-10.96,5.88,2.11,3.9,8.71,12.78,4.54,6.85,9.86,6.1,8.86,7.96,17.95,8.29,7.79,,,,,,,,,,,,,,39
POL,Poland,2017,337.683,8.897,-39.362,6.996,0.184,203.598,5.364,4.653,0.123,34.13,0.899,83.547,2.201,4.759,0.125,4.11,13.341,0.338,0.282,298.321,7.86,0.298,26907.77,392.719,22477.909,97.132,1078.616,2732.806,128.589,-11.66,0.94,0.47,1.41,1.1,0.48,0.69,1.58,1.69,1.02,3.02,0.59,0.48,0.49,1.52,357.17,9.411,390.07,10.278,47.24,1.245,21.55,0.568,37953176,1.00E+12,1198.566,31580.111,1.199,40
IRN,Iran,2017,712.256,8.829,-68.743,18.91,0.234,4.708,0.058,76.211,0.945,399.502,4.952,212.925,2.639,,,11.75,74.895,0.496,0.238,643.513,7.977,0.449,16728.88,452.575,198.477,1748.883,5759.545,8569.401,,-9.65,1.98,1.26,0.03,18.02,5.61,1.76,,1.05,1.18,0.03,10.59,2.58,1.54,,814.79,10.1,814.73,10.099,146.03,1.81,37.22,0.461,80673888,1.43E+12,2998.575,37169.088,2.09,41
BEL,Belgium,2017,99.448,8.708,71.963,2.291,0.201,13.308,1.165,0.099,0.009,35.093,3.073,46.592,4.08,2.064,0.181,-0.42,-0.424,0.222,0.137,171.411,15.01,0.383,12259.42,212.614,7486.255,2.889,1226.502,3262.747,68.413,72.36,0.28,0.15,0.09,0.02,0.49,0.38,0.69,0.77,0.55,1,0.02,0.55,0.59,0.81,108.41,9.493,108.25,9.479,8.18,0.716,4.44,0.389,11419752,4.48E+11,724.023,63400.937,1.617,42
ABW,Aruba,2017,0.89,8.45,,,,,,,,,,0.89,8.45,,,0.83,0.007,,0.164,,,,73.444,,,,,73.444,,,0,,,,,0.01,,0,,,,,0.01,,,,,,,,,,105361,,5.432,51555.274,,43
NOR,Norway,2017,44.372,8.378,4.881,0.766,0.145,4.204,0.794,2.302,0.435,14.007,2.645,22.733,4.292,0.361,0.068,-0.96,-0.428,0.1,0.083,49.253,9.3,0.111,2503.777,59.728,621.085,103.074,372.106,1338.419,9.366,11,0.12,0.05,0.03,0.54,0.2,0.19,0.12,0.16,0.16,0.08,0.62,0.17,0.24,0.11,27.97,5.281,46.92,8.859,4.93,0.931,3.21,0.606,5296324,4.44E+11,533.827,100792.057,1.203,44
,Europe (excl. EU-27),2017,2500.278,8.271,-82.152,36.112,0.12,602.375,1.993,41.305,0.137,1070.286,3.541,726.736,2.404,23.463,0.078,0.23,5.729,0.32,0.195,2418.126,8,0.309,233615.474,2848.771,122751.45,1592.623,46521.251,59144.431,756.947,-3.29,6.96,2.41,4.17,9.77,15.04,5.99,7.8,14.71,7.43,16.47,9.65,20.88,10.62,8.96,,,,,,,,,,,,,,45
LBY,Libya,2017,54.399,8.266,,2.542,0.386,,,7.481,1.137,18.15,2.758,26.225,3.985,,,1.71,0.914,0.639,0.312,,,,1977.699,65.453,,369.757,387.784,1153.579,,,0.15,0.17,,1.77,0.26,0.22,,0.12,0.17,,2.24,0.17,0.21,,96.58,14.676,96.58,14.676,33.84,5.142,1.95,0.296,6580723,85185675264,174.603,26532.441,2.05,46
IRL,Ireland,2017,39.133,8.233,3.173,1.84,0.387,7.935,1.669,0.005,0.001,10.152,2.136,18.669,3.928,0.533,0.112,-2.55,-1.022,0.135,0.217,42.307,8.9,0.146,2114.241,66.136,863.076,0.102,261.906,907.482,15.54,8.11,0.11,0.12,0.05,0,0.14,0.15,0.18,0.13,0.17,0.12,0,0.12,0.16,0.18,62.45,13.138,65.25,13.727,16.77,3.528,9.76,2.053,4753281,2.91E+11,180.61,37996.832,0.622,47
ZAF,South Africa,2017,464.199,8.142,-134.523,5.609,0.098,394.638,6.922,,,7.339,0.129,56.612,0.993,,,-0.12,-0.57,0.695,0.315,329.676,5.783,0.494,19772.226,233.258,17148.672,,161.311,2228.985,,-28.98,1.29,0.37,2.73,,0.1,0.47,,1.24,0.61,2.3,,0.07,0.4,,521.36,9.145,514.6,9.027,45.09,0.791,19.26,0.338,57009751,6.68E+11,1471.641,25813.85,2.203,48
FIN,Finland,2017,44.652,8.102,19.242,0.604,0.11,17.068,3.097,0.147,0.027,3.897,0.707,22.209,4.03,0.727,0.132,-5.46,-2.577,0.211,0.142,63.894,11.593,0.302,3063.398,46.24,1200.726,2.383,224.07,1564.208,25.771,43.09,0.12,0.04,0.12,0.03,0.05,0.18,0.24,0.19,0.12,0.16,0.01,0.1,0.28,0.3,60.02,10.89,53.32,9.675,4.34,0.787,4.65,0.844,5511372,2.11E+11,314.965,57148.152,1.49,49
MYS,Malaysia,2017,250.561,8.055,-7.784,11.295,0.363,78.607,2.527,8.962,0.288,70.426,2.264,81.271,2.613,,,0,0.001,0.339,0.211,242.777,7.805,0.329,5248.467,227.338,864.58,260.523,1491.138,2404.888,,-3.11,0.7,0.75,0.54,2.12,0.99,0.67,,0.33,0.59,0.12,1.58,0.67,0.43,,365,11.735,289.73,9.315,46.52,1.496,11.61,0.373,31104655,7.39E+11,1185.769,38121.926,1.605,50
AUT,Austria,2017,69.599,7.891,25.393,1.71,0.194,14.023,1.59,0.138,0.016,17.966,2.037,34.561,3.918,1.2,0.136,3.55,2.383,0.186,0.171,94.992,10.77,0.254,5310.346,132.48,2694.858,4.299,670.732,1776.708,31.269,36.49,0.19,0.11,0.1,0.03,0.25,0.28,0.4,0.33,0.35,0.36,0.03,0.3,0.32,0.37,70.71,8.017,77.83,8.824,6.74,0.764,3.63,0.412,8819902,3.73E+11,406.815,46124.647,1.09,51
NZL,New Zealand,2017,35.855,7.625,2.884,0.444,0.094,4.669,0.993,1.198,0.255,8.493,1.806,20.363,4.331,0.687,0.146,4.52,1.55,0.216,0.142,38.739,8.239,0.234,1779.81,32.25,610.001,26.538,301.877,787.825,21.319,8.04,0.1,0.03,0.03,0.28,0.12,0.17,0.23,0.11,0.08,0.08,0.16,0.14,0.14,0.25,71.45,15.196,82.06,17.452,32.63,6.94,15.01,3.192,4702029,1.66E+11,252.394,53677.68,1.522,52
,Europe,2017,5620.307,7.532,382.385,108.219,0.145,1551.034,2.078,63.258,0.085,1837.3,2.462,1999.56,2.68,60.936,0.082,0.54,30.054,0.238,0.187,6002.691,8.044,0.254,515186.46,8568.244,280394.052,2270.641,76368.505,145661.226,1923.793,6.8,15.64,7.21,10.73,14.96,25.82,16.48,20.25,32.43,22.34,37.63,13.75,34.27,26.14,22.76,,,,,,,,,746596841,,23510.985,31490.871,,53
ISR,Israel,2017,58.873,7.142,17.75,1.982,0.24,18.834,2.285,,,16.691,2.025,21.366,2.592,,,-3.83,-2.346,0.218,0.195,76.623,9.294,0.284,2200.402,79.368,733.028,,127.837,1260.169,,30.15,0.16,0.13,0.13,,0.23,0.18,,0.14,0.21,0.1,,0.06,0.23,,91.14,11.056,91.06,11.046,11.89,1.442,2.32,0.281,8243849,2.70E+11,301.688,36595.57,1.119,54
GRC,Greece,2017,74.855,7.082,-13.466,3.685,0.349,26.047,2.464,0.008,0.001,9.536,0.902,35.018,3.313,0.562,0.053,4.88,3.482,0.305,0.238,61.389,5.808,0.25,3883.893,269.86,1574.193,0.387,126.473,1889.676,23.304,-17.99,0.21,0.25,0.18,0,0.13,0.29,0.19,0.24,0.7,0.21,0,0.06,0.34,0.28,87.92,8.318,86.51,8.185,9.47,0.896,4.47,0.423,10569449,2.45E+11,314.429,29748.9,1.282,55
,European Union (27),2017,3120.029,7.028,464.537,72.106,0.162,948.659,2.137,21.953,0.049,767.014,1.728,1272.824,2.867,37.473,0.084,0.79,24.324,0.198,0.182,3584.566,8.074,0.227,281570.986,5719.473,157642.601,678.018,29847.254,86516.795,1166.845,14.89,8.68,4.81,6.56,5.19,10.78,10.49,12.45,17.73,14.91,21.16,4.11,13.4,15.53,13.81,,,,,,,,,,,17168.002,38670.515,,56
SVN,Slovenia,2017,14.592,7.028,4.067,0.41,0.198,4.907,2.363,0.139,0.067,1.728,0.832,7.306,3.519,0.102,0.049,1.16,0.167,0.251,0.183,18.659,8.986,0.321,810.037,26.367,354.896,4.105,62.014,358.473,4.183,27.87,0.04,0.03,0.03,0.03,0.02,0.06,0.03,0.05,0.07,0.05,0.02,0.03,0.06,0.05,17.65,8.5,17.31,8.337,2,0.963,0.79,0.38,2076395,58049191936,79.627,38348.594,1.372,57
CHN,China,2017,9920.459,6.981,-1031.782,758.185,0.534,7137.264,5.023,,,464.452,0.327,1390.825,0.979,169.733,0.119,2.06,200.015,0.564,0.269,8888.677,6.255,0.506,204116.147,12332.997,155086.819,,4423.819,28034.221,4207.678,-10.4,27.61,50.53,49.38,,6.53,11.47,56.41,12.85,32.15,20.81,,1.99,5.03,49.79,11408.26,8.028,12058.05,8.485,1239.28,0.872,542.26,0.382,1421021794,1.76E+13,36890.13,25960.286,2.099,58
,European Union (28),2017,3507.594,6.868,613.896,76.516,0.15,987.721,1.934,26.443,0.052,927.895,1.817,1448.69,2.837,40.329,0.079,0.36,12.552,0.192,0.181,4121.49,8.07,0.225,358651.653,6226.407,214383.473,956.079,36369.434,99450.913,1265.346,17.5,9.76,5.1,6.83,6.25,13.04,11.94,13.4,22.58,16.23,28.77,5.79,16.32,17.85,14.97,,,,,,,,,,,,,,59
SGP,Singapore,2017,39.066,6.844,69.708,,,2.063,0.361,,,20.156,3.531,16.847,2.952,,,-3,-1.209,0.098,0.039,108.774,19.056,0.274,2019.817,,14.525,,271.401,1733.891,,178.44,0.11,,0.01,,0.28,0.14,,0.13,,0,,0.12,0.31,,66,11.563,65.97,11.557,4.05,0.71,9.31,1.631,5708042,3.97E+11,996.992,174664.526,2.514,60
BGR,Bulgaria,2017,47.582,6.699,-7.542,1.239,0.174,25.794,3.632,0.877,0.124,6.038,0.85,12.351,1.739,1.282,0.18,4.57,2.08,0.371,0.222,40.04,5.638,0.312,3707.906,101.265,2088.529,7.113,319.967,1168.86,22.172,-15.85,0.13,0.08,0.18,0.21,0.08,0.1,0.43,0.23,0.26,0.28,0.04,0.14,0.21,0.26,22.65,3.189,56.45,7.948,7.03,0.99,4.05,0.57,7102452,1.28E+11,214.864,30252.14,1.676,61
