iso_code,country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,rank
SVK,Slovakia,2017,36.031,6.614,11.262,1.367,0.251,14.284,2.622,0.023,0.004,9.39,1.724,10.048,1.844,0.918,0.169,3.37,1.175,0.256,0.188,47.293,8.681,0.336,3769.348,54.893,2624.118,0.663,468.266,591.949,29.457,31.26,0.1,0.09,0.1,0.01,0.13,0.08,0.31,0.24,0.14,0.35,0,0.21,0.11,0.35,39.42,7.236,40.48,7.43,4.36,0.8,1.9,0.349,5447903,1.41E+11,191.484,35148.165,1.358,62
BIH,Bosnia and Herzegovina,2017,21.819,6.51,,0.348,0.104,16.459,4.911,,,0.458,0.137,4.554,1.359,,,0.39,0.085,0.548,0.303,,,,886.444,9.999,703.023,,22.933,150.163,,,0.06,0.02,0.11,,0.01,0.04,,0.06,0.03,0.09,,0.01,0.03,,25.73,7.677,27.46,8.193,3.43,1.023,1.21,0.361,3351534,39806906368,72.034,21492.847,1.81,63
CYP,Cyprus,2017,7.523,6.377,0.207,0.923,0.782,0.012,0.01,,,0,0,6.572,5.571,0.016,0.014,2.04,0.15,0.282,0.232,7.73,6.553,0.289,271.85,30.687,3.704,,0.028,236.189,1.241,2.75,0.02,0.06,0,,0,0.05,0.01,0.02,0.08,0,,0,0.04,0.01,8.43,7.146,8.68,7.358,0.73,0.619,0.37,0.314,1179685,26706794496,32.498,27548.045,1.217,64
BLR,Belarus,2017,60.116,6.361,1.035,1.985,0.21,3.291,0.348,0.001,0,34.649,3.666,19.037,2.014,1.152,0.122,0.44,0.264,0.348,0.22,61.151,6.471,0.354,4728.413,80.2,502.488,9.98,1181.862,2904.069,49.814,1.72,0.17,0.13,0.02,0,0.49,0.16,0.38,0.3,0.21,0.07,0.06,0.53,0.52,0.59,63.76,6.747,85.2,9.016,16.72,1.769,12.16,1.287,9450233,1.73E+11,273.072,28895.752,1.579,65
TCA,Turks and Caicos Islands,2017,0.231,6.219,,,,,,,,,,0.231,6.219,,,6.78,0.015,,0.242,,,,3.265,,,,,3.265,,,0,,,,,0,,0,,,,,0,,,,,,,,,,37116,,0.955,25734.03,,66
GLP,Guadeloupe,2017,2.48,6.205,,,,0.454,1.136,,,,,2.026,5.069,,,-1.85,-0.047,,0.29,,,,76.237,,8.808,,,67.429,,,0.01,,0,,,0.02,,0,,0,,,0.01,,,,,,,,,,399679,,8.539,21364.798,,67
,Upper-middle-income countries,2017,15495.113,6.178,-1806.051,936.207,0.373,8651.212,3.449,136.83,0.055,2127.508,0.848,3436.926,1.37,206.43,0.082,1.82,276.788,0.438,0.246,13689.062,5.458,0.387,456456.303,18611.833,245075.541,4354.613,58034.805,125247.68,5131.83,-11.66,43.13,62.39,59.85,32.36,29.89,28.33,68.61,28.74,48.52,32.89,26.37,26.05,22.48,60.73,,,,,,,,,,,,,,68
DNK,Denmark,2017,34.743,6.061,15.895,1.194,0.208,6.254,1.091,0.24,0.042,6.679,1.165,19.996,3.488,0.381,0.066,-6.13,-2.268,0.133,0.177,50.638,8.834,0.193,3990.869,76.803,1828.849,18.06,255.81,1797.453,13.894,45.75,0.1,0.08,0.04,0.06,0.09,0.16,0.13,0.25,0.2,0.25,0.11,0.11,0.32,0.16,47.02,8.203,46.16,8.053,7.09,1.237,5.08,0.886,5732277,2.62E+11,195.828,34162.267,0.747,69
MTQ,Martinique,2017,2.273,6.047,,,,,,,,,,2.273,6.047,,,-1.85,-0.043,,0.249,,,,81.324,,,,,81.324,,,0.01,,,,,0.02,,0.01,,,,,0.01,,,,,,,,,,375946,,9.116,24248.104,,70
AND,Andorra,2017,0.465,6.044,,,,,,,,,,0.465,6.044,,,-0.78,-0.004,,,,,,13.608,,,,,13.608,,,0,,,,,0,,0,,,,,0,,0.59,7.663,0.59,7.663,0.05,0.649,0,0,76997,,,,,71
ESP,Spain,2017,274.642,5.888,11.015,9.449,0.203,53.522,1.147,3.825,0.082,62.542,1.341,142.321,3.051,2.984,0.064,5.32,13.884,0.188,0.173,285.657,6.124,0.196,14123.206,669.484,4754.181,69.1,1388.923,7142.718,98.8,4.01,0.76,0.63,0.37,0.9,0.88,1.17,0.99,0.89,1.75,0.64,0.42,0.62,1.28,1.17,318.35,6.825,332.17,7.121,39.63,0.85,20.17,0.432,46647425,1.46E+12,1587.591,34033.837,1.089,72
MSR,Montserrat,2017,0.029,5.875,,,,,,,,,,0.029,5.875,,,0,0,,0.238,,,,1.535,,,,,1.535,,,0,,,,,0,,0,,,,,0,,,,,,,,,,4989,,0.123,24655.563,,73
HKG,Hong Kong,2017,42.553,5.824,64.115,0.725,0.099,23.768,3.253,,,6.218,0.851,11.842,1.621,,,-1.93,-0.835,0.117,0.118,106.669,14.6,0.294,1504.522,30.601,718.105,,105.636,650.179,,150.67,0.12,0.05,0.16,,0.09,0.1,,0.09,0.08,0.1,,0.05,0.12,,,,,,,,,,7306315,3.63E+11,359.259,49171.001,0.989,74
ITA,Italy,2017,352.85,5.816,105.658,7.711,0.127,42.04,0.693,2.351,0.039,148.751,2.452,148.862,2.454,3.133,0.052,-1.46,-5.211,0.171,0.195,458.508,7.557,0.222,23746.449,919.33,4618.024,86.64,4925.63,13066.032,130.793,29.94,0.98,0.51,0.29,0.56,2.09,1.23,1.04,1.5,2.4,0.62,0.52,2.21,2.35,1.55,393.01,6.477,405.77,6.688,44.37,0.731,17.99,0.297,60673694,2.06E+12,1812.177,29867.582,0.879,75
GBR,United Kingdom,2017,387.565,5.808,149.359,4.41,0.066,39.062,0.585,4.49,0.067,160.881,2.411,175.865,2.636,2.856,0.043,-2.95,-11.772,0.155,0.175,536.924,8.046,0.214,77080.667,506.935,56740.872,278.061,6522.18,12934.118,98.501,38.54,1.08,0.29,0.27,1.06,2.26,1.45,0.95,4.85,1.32,7.62,1.68,2.93,2.32,1.17,450.24,6.747,461.19,6.912,51.63,0.774,28.28,0.424,66727463,2.51E+12,2210.394,33125.697,0.882,76
SYC,Seychelles,2017,0.557,5.776,,,,,,,,,,0.557,5.776,,,4.11,0.022,0.215,0.106,,,,11.75,,,,,11.75,,,0,,,,,0,,0,,,,,0,,0.74,7.675,0.74,7.675,0.09,0.933,0,0,96418,2589720576,5.248,54426.437,2.026,77
VGB,British Virgin Islands,2017,0.169,5.7,,,,,,,,,,0.169,5.7,,,-20.69,-0.044,,0.237,,,,5.042,,,,,5.042,,,0,,,,,0,,0,,,,,0,,,,,,,,,,29567,,0.711,24042.762,,78
IRQ,Iraq,2017,211.703,5.638,,3.493,0.093,,,34.24,0.912,19.225,0.512,154.745,4.121,,,8.92,17.342,0.41,0.4,,,,4011.389,113.944,,609.067,307.054,2981.135,,,0.59,0.23,,8.1,0.27,1.28,,0.25,0.3,,3.69,0.14,0.54,,201.29,5.36,200.79,5.347,16.34,0.435,5.3,0.141,37552789,5.17E+11,529.814,14108.519,1.026,79
VEN,Venezuela,2017,161.536,5.494,14.166,3.166,0.108,0.311,0.011,33.272,1.132,47.825,1.627,76.961,2.618,,,-4.69,-7.941,0.42,0.199,175.702,5.976,0.456,7550.73,147.399,37.39,1298.758,2239.561,3827.623,,8.77,0.45,0.21,0,7.87,0.67,0.63,,0.48,0.38,0.01,7.87,1.01,0.69,,286.63,9.748,243.57,8.284,72.54,2.467,13.08,0.445,29402480,3.85E+11,812.527,27634.648,2.111,80
BHS,Bahamas,2017,2.096,5.49,,,,0.004,0.01,,,,,2.092,5.48,,,5.93,0.117,,0.142,,,,161.843,,0.253,,,157.328,,,0.01,,0,,,0.02,,0.01,,0,,,0.03,,2.61,6.837,2.54,6.654,0.27,0.707,0.12,0.314,381749,,14.755,38650.875,,81
PRT,Portugal,2017,55.231,5.368,2.943,2.531,0.246,12.407,1.206,1.144,0.111,12.305,1.196,25.965,2.524,0.879,0.085,9.46,4.772,0.205,0.186,58.173,5.654,0.216,2475.086,152.665,632.587,14.913,176.923,1475.348,22.651,5.33,0.15,0.17,0.09,0.27,0.17,0.21,0.29,0.16,0.4,0.08,0.09,0.08,0.26,0.27,71.77,6.976,70.95,6.896,11.76,1.143,3.51,0.341,10288527,2.69E+11,296.587,28826.924,1.102,82
TUR,Turkey,2017,425.329,5.243,18.685,37.272,0.46,157.711,1.944,0.157,0.002,104.739,1.291,118.448,1.46,7.002,0.086,6,24.089,0.264,0.24,444.014,5.474,0.276,9628.212,744.896,3976.725,4.833,1394.845,3390.563,116.349,4.39,1.18,2.48,1.09,0.04,1.47,0.98,2.33,0.61,1.94,0.53,0.03,0.63,0.61,1.38,474.03,5.844,502.67,6.197,44.98,0.555,34.62,0.427,81116451,1.61E+12,1770.15,21822.328,1.099,83
FRA,France,2017,336.996,5.197,103.789,6.291,0.097,39.68,0.612,2.816,0.043,88.818,1.37,195.622,3.017,3.768,0.058,1.02,3.417,0.133,0.125,440.785,6.798,0.174,37813.744,674.385,18947.371,161.706,3312.563,14591.134,126.585,30.8,0.94,0.42,0.27,0.67,1.25,1.61,1.25,2.38,1.76,2.54,0.98,1.49,2.62,1.5,370.47,5.713,432.38,6.668,59.16,0.912,38.51,0.594,64842513,2.54E+12,2698.646,41618.474,1.064,84
NRU,Nauru,2017,0.055,5.196,,,,,,,,,,0.055,5.196,,,7.14,0.004,,0.194,,,,4.69,,,,,4.69,,,0,,,,,0,,0,,,,,0,,0.07,6.618,0.07,6.618,0,0,0,0,10577,,0.284,26871.435,,85
SRB,Serbia,2017,45.526,5.156,,0.792,0.09,31.019,3.513,,,4.844,0.549,8.871,1.005,,,1.09,0.491,0.475,0.23,,,,2597.722,26.493,1958.941,,179.083,432.265,,,0.13,0.05,0.21,,0.07,0.07,,0.16,0.07,0.26,,0.08,0.08,,64.42,7.296,64.5,7.305,12.43,1.408,4.59,0.52,8829623,95918284800,197.624,22381.935,2.06,86
ATG,Antigua and Barbuda,2017,0.491,5.145,,,,,,,,,,0.491,5.145,,,0,0,,0.167,,,,20.112,,,,,20.112,,,0,,,,,0,,0,,,,,0,,1.16,12.156,1.16,12.156,0.2,2.096,0.02,0.21,95425,,2.937,30783.271,,87
HUN,Hungary,2017,49.452,5.082,16.019,0.783,0.08,10.032,1.031,0.143,0.015,20.438,2.101,17.474,1.796,0.583,0.06,5.06,2.38,0.208,0.185,65.471,6.729,0.275,4864.027,86.147,2586.682,12.257,954.768,1202.777,21.396,32.39,0.14,0.05,0.07,0.03,0.29,0.14,0.19,0.31,0.22,0.35,0.07,0.43,0.22,0.25,62.78,6.452,60.88,6.257,7.14,0.734,5.45,0.56,9729822,2.38E+11,266.76,27416.748,1.119,88
,Reunion,2017,4.441,5.069,,,,2.038,2.326,,,,,2.403,2.743,,,-1.85,-0.084,,0.318,,,,110.29,,34.3,,,75.99,,,0.01,,0.01,,,0.02,,0.01,,0,,,0.01,,,,,,,,,,876131,,13.945,15916.645,,89
UKR,Ukraine,2017,223.085,5.014,-20.057,3.543,0.08,112.586,2.531,2.304,0.052,66.655,1.498,35.34,0.794,2.656,0.06,-4.67,-10.921,0.534,0.23,203.028,4.564,0.486,29890.635,384.86,16622.459,161.537,6051.699,6566.62,103.46,-8.99,0.62,0.24,0.78,0.54,0.94,0.29,0.88,1.88,1,2.23,0.98,2.72,1.18,1.22,251.96,5.664,264.1,5.936,63.67,1.431,24.79,0.557,44487708,4.18E+11,969.995,21803.655,2.323,90
,North America (excl. USA),2017,1205.231,4.825,-8.011,32.59,0.13,128.936,0.516,19.613,0.078,394.465,1.579,627.448,2.512,2.178,0.009,-1.48,-18.105,0.278,0.17,1197.219,4.792,0.276,57598.442,1207.136,11011.167,1166.366,12075.737,32058.487,79.548,-0.66,3.35,2.17,0.89,4.64,5.54,5.17,0.72,3.63,3.15,1.48,7.06,5.42,5.75,0.94,,,,,,,,,,,,,,91
LTU,Lithuania,2017,13.572,4.77,7.93,0.45,0.158,0.801,0.282,0.224,0.079,4.279,1.504,7.764,2.728,0.054,0.019,1.65,0.221,0.184,0.2,21.502,7.557,0.291,1516.428,45.402,182.577,11.605,277.086,996.453,3.305,58.43,0.04,0.03,0.01,0.05,0.06,0.06,0.02,0.1,0.12,0.02,0.07,0.12,0.18,0.04,18.11,6.365,18.73,6.583,3.23,1.135,3.66,1.286,2845419,73923043328,68.042,23912.728,0.92,92
OWID_WRL,World,2017,35925.738,4.76,0,1500.493,0.199,14453.702,1.915,422.856,0.056,7117.014,0.943,12130.801,1.607,300.871,0.04,1.33,473.278,0.325,0.23,35925.738,4.76,0.325,1588368.275,38361.607,745094.581,16510.903,222821.403,557128.965,6823.651,0,100,100,100,100,100,100,100,100,100,100,100,100,100,80.75,47990.47,6.359,46770.42,6.197,8228.64,1.09,3078.27,0.408,7548182589,1.10E+14,156062.39,20675.493,1.413,93
KNA,Saint Kitts and Nevis,2017,0.242,4.647,,,,,,,,,,0.242,4.647,,,1.54,0.004,,0.219,,,,5.643,,,,,5.643,,,0,,,,,0,,0,,,,,0,,0.35,6.726,0.35,6.726,0.08,1.537,0.02,0.384,52036,,1.105,21232.573,,94
CHL,Chile,2017,84.046,4.55,7.242,0.866,0.047,27.74,1.502,0.029,0.002,9.944,0.538,45.467,2.462,,,-0.41,-0.346,0.212,0.192,91.288,4.942,0.23,2651.353,53.464,821.527,78.601,274.8,1422.961,,8.62,0.23,0.06,0.19,0.01,0.14,0.37,,0.17,0.14,0.11,0.48,0.12,0.26,,52.77,2.857,109.35,5.92,13.72,0.743,6.99,0.378,18470435,3.97E+11,438.836,23758.807,1.105,95
NIU,Niue,2017,0.007,4.546,,,,,,,,,,0.007,4.546,,,0,0,,0.244,,,,0.256,,,,,0.256,,,0,,,,,0,,0,,,,,0,,0.01,6.203,0.01,6.203,0,0,0,0,1612,,0.03,18457.154,,96
CHE,Switzerland,2017,38.183,4.516,80.718,1.76,0.208,0.509,0.06,0.031,0.004,7.089,0.838,28.618,3.384,0.176,0.021,-2.58,-1.01,0.074,0.124,118.9,14.061,0.23,2916.877,131.344,590.302,1.136,203.763,1984.053,6.279,211.4,0.11,0.12,0,0.01,0.1,0.24,0.06,0.18,0.34,0.08,0.01,0.09,0.36,0.07,44.96,5.317,47.2,5.582,4.83,0.571,2.18,0.258,8455797,5.18E+11,308.679,36505.015,0.596,97
HRV,Croatia,2017,18.718,4.475,3.017,1.287,0.308,1.551,0.371,0.282,0.068,5.432,1.299,10.016,2.394,0.149,0.036,3.51,0.635,0.226,0.2,21.735,5.196,0.263,1026.085,53.297,135.985,17.641,185.72,628.292,5.15,16.12,0.05,0.09,0.01,0.07,0.08,0.08,0.05,0.06,0.14,0.02,0.11,0.08,0.11,0.06,19.06,4.557,23.4,5.594,3.76,0.899,1.76,0.421,4182846,82748776448,93.357,22318.928,1.128,98
COK,Cook Islands,2017,0.077,4.396,,,,,,,,,,0.077,4.396,,,10.53,0.007,,0.163,,,,1.96,,,,,1.96,,,0,,,,,0,,0,,,,,0,,0.09,5.141,0.1,5.713,0.01,0.571,0,0,17505,,0.471,26907.943,,99
,Asia,2017,19653.513,4.35,-1430.379,1195.419,0.265,10693.833,2.367,163.145,0.036,2762.551,0.612,4638.977,1.027,199.587,0.044,2.27,435.347,0.379,0.248,18223.134,4.034,0.351,471736.134,22640.884,247536.318,5950.316,48483.464,142252.075,4873.077,-7.28,54.71,79.67,73.99,38.58,38.82,38.24,66.34,29.7,59.02,33.22,36.04,21.76,25.53,57.66,,,,,,,,,4517860329,,,,,100
SUR,Suriname,2017,2.474,4.337,,0.012,0.021,,,0.004,0.006,0.007,0.013,2.451,4.297,,,8.71,0.198,,0.194,,,,107.944,1.241,,0.033,0.125,105.168,,,0.01,0,,0,0,0.02,,0.01,0,,0,0,0.02,,13.26,23.243,3.9,6.836,1.39,2.436,0.28,0.491,570501,,12.747,22343,,101
SWE,Sweden,2017,42.594,4.3,27.954,1.484,0.15,8.474,0.856,0.801,0.081,1.816,0.183,29.392,2.968,0.627,0.063,-1.54,-0.668,0.094,0.07,70.547,7.122,0.155,4866.289,106.314,1479.917,15.206,64.722,3182.571,17.558,65.63,0.12,0.1,0.06,0.19,0.03,0.24,0.21,0.31,0.28,0.2,0.09,0.03,0.57,0.21,32.5,3.281,49.07,4.954,4.72,0.477,5.1,0.515,9904895,4.55E+11,612.956,61884.099,1.349,102
ARG,Argentina,2017,187.805,4.274,7.59,4.421,0.101,4.279,0.097,1.806,0.041,96.442,2.195,80.856,1.84,,,-1.66,-3.172,0.221,0.186,195.394,4.447,0.23,7925.57,184.935,527.688,178.94,2594.188,4439.819,,4.04,0.52,0.29,0.03,0.43,1.36,0.67,,0.5,0.48,0.07,1.08,1.16,0.8,,397.7,9.052,367.32,8.36,117.89,2.683,48.68,1.108,43937143,8.50E+11,1011.457,23020.551,1.189,103
,Asia (excl. China & India),2017,7299.198,4.152,-207.962,316.187,0.18,1995.345,1.135,161.569,0.092,2179.177,1.24,2617.065,1.488,29.854,0.017,2.58,183.699,0.28,0.217,7091.235,4.033,0.272,220871.064,8238.099,62141.811,5758.502,42092.708,101974.545,665.399,-2.85,20.32,21.07,13.81,38.21,30.62,21.57,9.92,13.91,21.47,8.34,34.88,18.89,18.3,7.87,,,,,,,,,,,,,,104
THA,Thailand,2017,285.96,4.132,-8.445,14.08,0.203,62.764,0.907,,,82.414,1.191,126.701,1.831,,,0.89,2.525,0.265,0.19,277.515,4.01,0.257,6558.731,436.544,1204.166,,1438.082,3479.939,,-2.95,0.8,0.94,0.43,,1.16,1.04,,0.41,1.14,0.16,,0.65,0.62,,428.94,6.198,413.2,5.97,85.74,1.239,22.73,0.328,69209817,1.08E+12,1503.276,21720.551,1.393,105
LIE,Liechtenstein,2017,0.155,4.107,,,,,,,,0.053,1.415,0.102,2.693,,,3.83,0.006,,,,,,5.679,,,,1.494,4.184,,,0,,,,0,0,,0,,,,0,0,,0.19,5.026,0.19,5.026,0.02,0.529,0.01,0.265,37805,,,,,106
LBN,Lebanon,2017,27.977,4.103,,2.395,0.351,0.627,0.092,,,,,24.956,3.66,,,5.57,1.476,0.284,0.251,,,,654.256,64.841,13.472,,,575.364,,,0.08,0.16,0,,,0.21,,0.04,0.17,0,,,0.1,,35.52,5.209,35.6,5.22,3.17,0.465,0.76,0.111,6819373,98701180928,111.45,16343.154,1.129,107
BRB,Barbados,2017,1.17,4.087,,0.071,0.246,,,,,0.033,0.115,1.066,3.725,,,-8.85,-0.114,0.332,0.177,,,,51.337,3.415,,,1.574,46.256,,,0,0,,,0,0.01,,0,0.01,,,0,0.01,,3.72,12.997,3.72,12.997,2.34,8.175,0.05,0.175,286229,3525892864,6.602,23066.068,1.872,108
ROU,Romania,2017,77.203,3.928,0.551,3.31,0.168,21.074,1.072,0.525,0.027,22.731,1.157,28.256,1.438,1.305,0.066,4.11,3.051,0.209,0.201,77.754,3.956,0.21,8269.363,249.936,2477.538,27.045,2804.598,2677.988,32.259,0.71,0.21,0.22,0.15,0.12,0.32,0.23,0.43,0.52,0.65,0.33,0.16,1.26,0.48,0.38,85.69,4.36,108.56,5.524,24.14,1.228,8.51,0.433,19653966,3.70E+11,384.183,19547.352,1.039,109
DZA,Algeria,2017,154.936,3.743,,10.71,0.259,0.795,0.019,5.771,0.139,82.352,1.99,55.308,1.336,,,4.03,6.007,0.266,0.248,,,,4104.008,197.038,112.922,571.87,1793.115,1429.063,,,0.43,0.71,0.01,1.36,1.16,0.46,,0.26,0.51,0.02,3.46,0.8,0.26,,212.33,5.13,211.85,5.118,49.6,1.198,12.07,0.292,41389174,5.82E+11,623.701,15069.188,1.071,110
AZE,Azerbaijan,2017,36.73,3.731,2.504,0.929,0.094,0.004,0,2.426,0.246,20.892,2.122,12.48,1.268,,,-0.88,-0.325,0.232,0.221,39.234,3.985,0.248,2390.463,27.551,24.276,43.841,967.66,1327.135,,6.82,0.1,0.06,0,0.57,0.29,0.1,,0.15,0.07,0,0.27,0.43,0.24,,78.61,7.985,80.52,8.179,44.23,4.492,3.87,0.393,9845316,1.58E+11,166.13,16873.975,1.051,111
LVA,Latvia,2017,7.215,3.698,5.135,0.437,0.224,0.167,0.086,0,0,2.299,1.178,4.277,2.192,0.035,0.018,0.06,0.005,0.161,0.152,12.35,6.33,0.275,927.995,14.357,151.84,1.559,147.904,610.433,1.902,71.17,0.02,0.03,0,0,0.03,0.04,0.01,0.06,0.04,0.02,0.01,0.07,0.11,0.02,8.47,4.341,11.26,5.771,1.96,1.005,1.92,0.984,1951097,44937031680,47.576,24384.142,1.059,112
MEX,Mexico,2017,459.849,3.685,19.805,17.96,0.144,48.53,0.389,4.269,0.034,143.251,1.148,245.84,1.97,,,-4.75,-22.949,0.234,0.21,479.654,3.844,0.244,18827.217,609.916,1389.877,503.561,3725.958,12597.906,,4.31,1.28,1.2,0.34,1.01,2.01,2.03,,1.19,1.59,0.19,3.05,1.67,2.26,,694.58,5.567,678.12,5.435,144.27,1.156,43.93,0.352,124777326,1.96E+12,2194.008,17583.384,1.117,113
MKD,North Macedonia,2017,7.504,3.604,,0.352,0.169,3.814,1.832,,,0.465,0.224,2.873,1.38,,,7.39,0.517,0.278,0.257,,,,613.951,17.041,405.529,,4.067,187.104,,,0.02,0.02,0.03,,0.01,0.02,,0.04,0.04,0.05,,0,0.03,,11.01,5.288,11.01,5.288,2.52,1.21,0.57,0.274,2081996,26969989120,29.195,14022.761,1.083,114
MUS,Mauritius,2017,4.536,3.587,1.044,,,1.784,1.411,,,,,2.752,2.176,,,4.38,0.191,0.171,0.168,5.58,4.413,0.211,102.885,,26.107,,,76.778,,23.02,0.01,,0.01,,,0.02,,0.01,,0,,,0.01,,6.7,5.299,6.72,5.314,1.91,1.51,0.23,0.182,1264497,26478841856,26.914,21283.976,1.016,115
MLT,Malta,2017,1.559,3.561,3.565,,,0,0,,,0.552,1.261,1.007,2.299,0,0.001,10.96,0.154,0.107,0.042,5.125,11.702,0.352,99.789,,6.408,,0.554,92.804,0.024,228.62,0,,0,,0.01,0.01,0,0.01,,0,,0,0.02,0,2.01,4.59,2.01,4.59,0.22,0.502,0.04,0.091,437935,14540544000,37.073,84653.195,2.55,116
UZB,Uzbekistan,2017,107.153,3.353,,3.488,0.109,6.69,0.209,,,85.863,2.687,11.113,0.348,,,-0.94,-1.016,0.335,0.208,,,,5968.634,155.164,523.662,,3538.594,1717.922,,,0.3,0.23,0.05,,1.21,0.09,,0.38,0.4,0.07,,1.59,0.31,,231.55,7.245,234.92,7.35,106.26,3.325,16.08,0.503,31959774,3.20E+11,514.301,16092.136,1.609,117
MNE,Montenegro,2017,2.103,3.351,,,,1.202,1.915,,,,,0.901,1.436,,,4.36,0.088,0.184,0.169,,,,96.266,,68.516,,,27.716,,,0.01,,0.01,,,0.01,,0.01,,0.01,,,0,,3.56,5.673,3.52,5.609,0.84,1.339,0.19,0.303,627563,11443806208,12.423,19795.667,1.086,118
BWA,Botswana,2017,7.059,3.201,10.646,0.006,0.003,4.254,1.929,,,,,2.799,1.27,,,11.45,0.725,0.206,0.298,17.705,8.029,0.516,129.397,0.237,75.731,,,53.425,,150.81,0.02,0,0.03,,,0.02,,0.01,0,0.01,,,0.01,,58.79,26.661,17.46,7.918,5.28,2.394,4.14,1.877,2205076,34307698688,23.731,10761.839,0.692,119
,Macao,2017,1.92,3.084,,,,,,,,0.337,0.541,1.583,2.542,,,8.49,0.15,,0.122,,,,52.825,,,,1.251,50.291,,,0.01,,,,0,0.01,,0,,,,0,0.01,,,,,,,,,,622578,,15.746,25292.256,,120
MDV,Maldives,2017,1.513,3.048,,,,,,,,,,1.513,3.048,,,5.36,0.077,,0.21,,,,19.58,,,,,19.58,,,0,,,,,0.01,,0,,,,,0,,2.23,4.492,2.23,4.492,0.13,0.262,0.03,0.06,496398,,7.222,14549.664,,121
GUY,Guyana,2017,2.319,2.992,,0.158,0.204,,,,,,,2.162,2.789,,,-1.09,-0.026,,0.248,,,,93.41,0.356,,,,93.022,,,0.01,0.01,,,,0.02,,0.01,0,,,,0.02,,18.91,24.393,4.83,6.231,1.6,2.064,0.85,1.096,775218,,9.334,12040.589,,122
LCA,Saint Lucia,2017,0.506,2.794,,,,,,,,,,0.506,2.794,,,3.76,0.018,0.294,0.251,,,,12.919,,,,,12.919,,,0,,,,,0,,0,,,,,0,,0.57,3.15,0.71,3.924,0.27,1.492,0.03,0.166,180955,1722539136,2.017,11149.092,1.171,123
PYF,French Polynesia,2017,0.766,2.774,,,,,,,,,,0.766,2.774,,,0.97,0.007,,0.166,,,,26.326,,,,,26.326,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,276108,,4.598,16651.107,,124
,South America,2017,1156.734,2.755,81.886,43.588,0.104,117.181,0.279,55.115,0.131,272.713,0.65,661.744,1.576,6.392,0.015,-0.7,-8.164,0.195,0.167,1238.62,2.95,0.208,40137.599,1473.321,4433.962,2173.339,7096.319,24816.588,144.069,7.08,3.22,2.9,0.81,13.03,3.83,5.46,2.12,2.53,3.84,0.6,13.16,3.18,4.45,1.7,,,,,,,,,419903920,,,,,125
PAN,Panama,2017,11.212,2.73,12.691,0.737,0.179,0.231,0.056,,,,,10.245,2.495,,,6.22,0.657,0.134,0.088,23.903,5.82,0.287,275.447,17.609,7.592,,,249.84,,113.19,0.03,0.05,0,,,0.08,,0.02,0.05,0,,,0.04,,22.29,5.428,17.9,4.359,5.26,1.281,1.3,0.317,4106764,83345989632,127.681,31090.452,1.532,126
LAO,Laos,2017,18.661,2.684,-0.223,1.503,0.216,14.165,2.037,,,,,2.993,0.43,,,26.04,3.856,0.425,0.154,18.438,2.652,0.42,90.713,8.621,36.288,,,45.805,,-1.2,0.05,0.1,0.1,,,0.02,,0.01,0.02,0,,,0.01,,38.76,5.575,29.2,4.2,8.25,1.187,3.23,0.465,6953031,43945238528,121.38,17457.092,2.762,127
JAM,Jamaica,2017,7.798,2.67,0.869,0.36,0.123,0.216,0.074,,,0.202,0.069,7.02,2.404,,,-4.48,-0.366,0.409,0.232,8.667,2.967,0.454,429.342,13.444,5.286,,0.22,410.392,,11.15,0.02,0.02,0,,0,0.06,,0.03,0.04,0,,0,0.07,,8.87,3.037,8.69,2.975,0.79,0.27,0.41,0.14,2920848,19072161792,33.631,11514.119,1.763,128
JOR,Jordan,2017,25.561,2.612,8.683,1.767,0.181,0.579,0.059,,,8.031,0.821,15.184,1.552,,,4.99,1.216,0.248,0.212,34.244,3.499,0.333,624.81,48.722,4.261,,65.082,506.745,,33.97,0.07,0.12,0,,0.11,0.13,,0.04,0.13,0,,0.03,0.09,,36.74,3.754,36.74,3.754,6.16,0.629,1.26,0.129,9785840,1.03E+11,120.709,12335.02,1.173,129
