iso_code,country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,rank
BES,Bonaire Sint Eustatius and Saba,2018,0.348,13.539,,,,,,,,,,0.348,13.539,,,0,0,,,,,,29.714,,,,,29.714,,,0,,,,,0,,0,,,,,0.01,,,,,,,,,,25709,,,,,19
KOR,South Korea,2018,671.631,13.125,42.779,24.702,0.483,340.348,6.651,,,117.172,2.29,179.106,3.5,10.303,0.201,2.42,15.884,0.343,0.194,714.41,13.961,0.365,17090.077,888.049,7469.035,,1726.684,6824.206,181.985,6.37,1.83,1.58,2.31,,1.57,1.47,3.42,1.05,2.22,0.98,,0.75,1.2,2.08,673.08,13.153,718.88,14.048,25.53,0.499,10.77,0.21,51171700,1.96E+12,3452.612,67471.129,1.763,20
OMN,Oman,2018,60.617,12.552,1.22,2.096,0.434,,,3.059,0.634,51.296,10.621,4.166,0.863,,,-8.02,-5.289,0.352,0.159,61.837,12.804,0.359,1128.192,33.44,,124.447,693.529,276.776,,2.01,0.17,0.13,,0.74,0.69,0.03,,0.07,0.08,,0.74,0.3,0.05,,82.32,17.045,82.3,17.041,5.46,1.131,0.78,0.162,4829476,1.72E+11,380.823,78853.87,2.209,21
TKM,Turkmenistan,2018,70.447,12.04,,1.45,0.248,,,,,48.857,8.35,20.14,3.442,,,0.31,0.216,0.495,0.194,,,,2283.109,33.748,,,1246.086,917.016,,,0.19,0.09,,,0.66,0.17,,0.14,0.08,,,0.54,0.16,,125.08,21.378,125.08,21.378,49.58,8.474,3.43,0.586,5850902,1.42E+11,363.038,62048.176,2.55,22
TWN,Taiwan,2018,282.843,11.921,-2.924,5.378,0.227,160.671,6.772,,,44.144,1.86,71.625,3.019,1.025,0.043,-0.69,-1.969,0.272,0.204,279.919,11.798,0.269,8498.228,386.605,4198.607,,643.532,3228.941,40.544,-1.03,0.77,0.34,1.09,,0.59,0.59,0.34,0.52,0.97,0.55,,0.28,0.57,0.46,,,,,,,,,23726460,1.04E+12,1386.451,58434.794,1.331,23
PLW,Palau,2018,0.213,11.865,,,,,,,,,,0.213,11.865,,,-1.69,-0.004,,,,,,10.124,,,,,10.124,,,0,,,,,0,,0,,,,,0,,0.32,17.866,0.32,17.866,0.02,1.117,0,0,17911,,,,,24
RUS,Russia,2018,1691.647,11.608,-276.913,20.091,0.138,394.979,2.71,37.506,0.257,828.223,5.683,393.248,2.698,17.601,0.121,2.74,45.19,0.468,0.202,1414.734,9.708,0.392,112087.564,1596.366,44387.072,1067.651,32602.481,31926.937,507.056,-16.37,4.62,1.28,2.68,9.1,11.11,3.23,5.84,6.9,4,5.84,6.31,14.16,5.61,5.79,1992.08,13.669,2543.4,17.452,853,5.853,62.35,0.428,145734034,3.61E+12,8362.658,57383.015,2.314,25
,North America,2018,6588.63,11.366,345.915,74.787,0.129,1398.979,2.413,86.653,0.15,2057.367,3.549,2944.582,5.08,26.261,0.045,2.74,175.648,0.292,0.195,6934.545,11.963,0.307,465566.083,3906.448,184789.298,3266.801,85697.009,186490.543,1415.985,5.25,17.98,4.77,9.51,21.02,27.59,24.16,8.71,28.65,9.78,24.32,19.3,37.21,32.76,16.18,,,,,,,,,582921781,,,,,26
,Oceania,2018,467.725,11.327,-49.946,3.452,0.084,177.791,4.306,18.026,0.437,88.591,2.146,175.261,4.244,4.604,0.112,0.36,1.699,0.332,0.246,417.779,10.118,0.296,20065.538,222.88,10572.436,274.47,2240.645,6630.35,124.757,-10.68,1.28,0.22,1.21,4.37,1.19,1.44,1.53,1.23,0.56,1.39,1.62,0.97,1.16,1.43,,,,,,,,,41570823,,,,,27
BMU,Bermuda,2018,0.711,11.325,,,,0.007,0.117,,,,,0.703,11.209,,,12.79,0.081,,0.22,,,,27.883,,0.048,,,27.835,,,0,,0,,,0.01,,0,,0,,,0,,,,,,,,,,62763,,3.234,51534.392,,28
,High-income countries,2018,13280.59,11.065,1466.835,225.443,0.188,3439.367,2.866,140.243,0.117,3939.629,3.282,5446.21,4.538,89.698,0.075,0.39,51.381,0.25,0.188,14747.425,12.287,0.277,941303.005,13515.99,442751.28,6163.174,138986.356,336580.982,3305.223,11.04,36.24,14.39,23.37,34.02,52.83,44.68,29.76,57.93,33.85,58.27,36.42,60.36,59.12,37.76,,,,,,,,,,,,,,29
ISL,Iceland,2018,3.663,10.88,,,,0.715,2.124,0.156,0.465,0,0,2.788,8.279,0.004,0.012,1.62,0.058,0.239,0.057,,,,145.337,,17.87,3.745,0.005,120.892,0.075,,0.01,,0,0.04,0,0.02,0,0.01,,0,0.02,0,0.02,0,3.35,9.949,3.44,10.216,0.53,1.574,0.4,1.188,336712,15315260416,63.922,189841.17,4.174,30
SPM,Saint Pierre and Miquelon,2018,0.059,10.03,,,,,,,,,,0.059,10.03,,,-11.11,-0.007,,0.135,,,,3.569,,,,,3.073,,,0,,,,,0,,0,,,,,0,,,,,,,,,,5845,,0.434,74273.184,,31
CZE,Czechia,2018,106.132,9.951,1.562,1.868,0.175,64.035,6.004,0.104,0.01,16.641,1.56,22.12,2.074,1.365,0.128,-1.38,-1.481,0.326,0.222,107.694,10.097,0.33,11728.953,90,9573.235,8.627,634.338,1377.739,45.015,1.47,0.29,0.12,0.44,0.03,0.22,0.18,0.45,0.72,0.23,1.26,0.05,0.28,0.24,0.51,117.03,10.973,122.84,11.517,12.43,1.165,5.17,0.485,10665679,3.26E+11,477.461,44766.073,1.464,32
AIA,Anguilla,2018,0.143,9.696,,,,,,,,,,0.143,9.696,,,0,0,,,,,,3.158,,,,,3.158,,,0,,,,,0,,0,,,,,0,,,,,,,,,,14738,,,,,33
GRL,Greenland,2018,0.548,9.688,,,,,,,,,,0.548,9.688,,,1.11,0.006,,0.152,,,,31.982,,,,,29.807,,,0,,,,,0,,0,,,,,0.01,,,,,,,,,,56565,,3.611,63842.58,,34
NLD,Netherlands,2018,159.02,9.322,-6.605,0.22,0.013,32.987,1.934,1.104,0.065,69.85,4.094,53.551,3.139,1.307,0.077,-2.21,-3.59,0.194,0.162,152.415,8.934,0.186,11448.272,56.432,3797.99,27.035,3732.653,3799.551,34.611,-4.15,0.43,0.01,0.22,0.27,0.94,0.44,0.43,0.7,0.14,0.5,0.16,1.62,0.67,0.4,179.99,10.551,178.64,10.472,17.26,1.012,7.79,0.457,17059560,8.18E+11,980.164,57455.397,1.198,35
,Europe (excl. EU-28),2018,2165.079,9.191,-291.269,31.358,0.133,582.007,2.471,42.31,0.18,960.29,4.077,527.128,2.238,21.987,0.093,2.48,52.366,0.397,0.197,1873.811,7.954,0.343,158699.886,2373.194,66592.585,1356.871,40959.361,46737.441,680.433,-13.45,5.91,2,3.95,10.26,12.88,4.32,7.29,9.77,5.94,8.76,8.02,17.79,8.21,7.77,,,,,,,,,,,,,,36
DEU,Germany,2018,754.112,9.072,107.749,13.228,0.159,295.66,3.557,2.008,0.024,169.549,2.04,264.941,3.187,8.727,0.105,-4.04,-31.771,0.194,0.202,861.86,10.368,0.222,91279.877,1166.729,63997.091,87.923,6663.63,19093.999,270.504,14.29,2.06,0.84,2.01,0.49,2.27,2.17,2.9,5.62,2.92,8.42,0.52,2.89,3.35,3.09,776.61,9.343,806.09,9.697,53.37,0.642,32.9,0.396,83124413,3.89E+12,3732.184,44898.769,0.96,37
JPN,Japan,2018,1143.458,8.989,176.9,26.183,0.206,441.8,3.473,0.414,0.003,233.969,1.839,432.718,3.402,8.374,0.066,-3.76,-44.665,0.235,0.219,1320.358,10.38,0.271,63488.462,1931.763,22920.545,14.473,6393.505,31951.987,276.19,15.47,3.12,1.67,3,0.1,3.14,3.55,2.78,3.91,4.84,3.02,0.09,2.78,5.61,3.16,1154.72,9.078,1186.77,9.33,21.12,0.166,18.02,0.142,127202190,4.87E+12,5223.433,41064.023,1.073,38
POL,Poland,2018,336.992,8.887,-37.206,7.655,0.202,198.804,5.242,4.849,0.128,34.283,0.904,86.564,2.283,4.837,0.128,-0.2,-0.691,0.32,0.278,299.786,7.905,0.285,27244.762,400.374,22676.712,101.981,1112.9,2819.37,133.425,-11.04,0.92,0.49,1.35,1.18,0.46,0.71,1.6,1.68,1,2.98,0.6,0.48,0.5,1.52,356.74,9.407,389.65,10.275,47.54,1.254,21.48,0.566,37921585,1.05E+12,1212.59,31976.253,1.151,39
BEL,Belgium,2018,100.227,8.729,76.448,2.534,0.221,13.367,1.164,0.121,0.011,36.179,3.151,45.986,4.005,2.039,0.178,0.78,0.779,0.221,0.14,176.675,15.387,0.389,12359.648,215.149,7499.622,3.011,1262.682,3308.733,70.451,76.27,0.27,0.16,0.09,0.03,0.49,0.38,0.68,0.76,0.54,0.99,0.02,0.55,0.58,0.8,108.91,9.485,108.75,9.471,8.2,0.714,4.46,0.388,11482180,4.54E+11,718.624,62586.042,1.582,40
IRN,Iran,2018,707.157,8.645,-60.949,19.091,0.233,4.921,0.06,60.225,0.736,409.099,5.001,213.821,2.614,,,-0.72,-5.099,0.505,0.223,646.208,7.9,0.462,17436.038,471.666,203.397,1809.108,6168.644,8783.222,,-8.62,1.93,1.22,0.03,14.61,5.49,1.75,,1.07,1.18,0.03,10.69,2.68,1.54,,828.34,10.126,828.28,10.126,149.69,1.83,37.58,0.459,81800204,1.40E+12,3171.842,38775.484,2.267,41
MYS,Malaysia,2018,272.229,8.634,-11.279,12.016,0.381,84.147,2.669,8.915,0.283,84.261,2.673,82.891,2.629,,,8.65,21.668,0.352,0.226,260.95,8.277,0.337,5520.697,239.354,948.728,269.438,1575.399,2487.779,,-4.14,0.74,0.77,0.57,2.16,1.13,0.68,,0.34,0.6,0.12,1.59,0.68,0.44,,388.11,12.31,306.67,9.727,48.04,1.524,11.14,0.353,31528033,7.74E+11,1202.034,38125.868,1.554,42
GNQ,Equatorial Guinea,2018,11.212,8.565,,,,,,5.818,4.445,4.305,3.289,1.088,0.831,,,-8.74,-1.074,0.493,0.452,,,,158.941,,,78.846,55.873,24.222,,,0.03,,,1.41,0.06,0.01,,0.01,,,0.47,0.02,0,,23.1,17.648,19.27,14.722,12.23,9.343,0.04,0.031,1308966,22750613504,24.831,18969.791,1.091,43
,Europe (excl. EU-27),2018,2546.969,8.414,-133.701,35.722,0.118,614.901,2.031,46.881,0.155,1122.768,3.709,701.691,2.318,25.006,0.083,1.87,46.691,0.318,0.193,2413.268,7.972,0.302,236162.443,2884.493,123366.351,1639.504,47644.018,59846.123,781.953,-5.25,6.95,2.28,4.18,11.37,15.06,5.76,8.3,14.53,7.22,16.24,9.69,20.69,10.51,8.93,,,,,,,,,,,,,,44
NOR,Norway,2018,44.469,8.331,4.315,0.73,0.137,4.066,0.762,2.219,0.416,13.799,2.585,23.285,4.362,0.369,0.069,0.22,0.097,0.099,0.084,48.784,9.139,0.109,2548.246,60.457,625.151,105.292,385.905,1361.704,9.736,9.7,0.12,0.05,0.03,0.54,0.19,0.19,0.12,0.16,0.15,0.08,0.62,0.17,0.24,0.11,28.42,5.324,47.34,8.869,4.85,0.909,3.19,0.598,5337960,4.49E+11,528.22,98955.407,1.176,45
FIN,Finland,2018,45.849,8.302,21.844,0.602,0.109,17.913,3.244,0.091,0.016,4.42,0.8,22.155,4.012,0.669,0.121,2.68,1.197,0.214,0.143,67.693,12.257,0.316,3109.247,46.842,1218.639,2.474,228.49,1586.363,26.44,47.64,0.13,0.04,0.12,0.02,0.06,0.18,0.22,0.19,0.12,0.16,0.01,0.1,0.28,0.3,61.43,11.123,54.49,9.867,4.24,0.768,4.67,0.846,5522585,2.15E+11,321.31,58181.04,1.498,46
ABW,Aruba,2018,0.872,8.239,,,,,,,,,,0.872,8.239,,,-2.06,-0.018,,0.166,,,,74.316,,,,,74.316,,,0,,,,,0.01,,0,,,,,0.01,,,,,,,,,,105846,,5.248,49577.793,,47
IRL,Ireland,2018,39.195,8.134,2.836,1.916,0.398,6.473,1.343,0,0,10.599,2.2,19.568,4.061,0.64,0.133,0.16,0.062,0.125,0.212,42.031,8.723,0.134,2153.437,68.052,869.548,0.102,272.504,927.05,16.18,7.24,0.11,0.12,0.04,0,0.14,0.16,0.21,0.13,0.17,0.11,0,0.12,0.16,0.18,62.29,12.927,65.09,13.508,16.82,3.491,10.06,2.088,4818694,3.14E+11,184.604,38309.863,0.587,48
ZAF,South Africa,2018,464.193,8.032,-133.332,6.009,0.104,399.306,6.909,,,9.12,0.158,49.758,0.861,,,0,-0.006,0.69,0.328,330.861,5.725,0.491,20236.419,239.267,17547.978,,170.431,2278.743,,-28.72,1.27,0.38,2.71,,0.12,0.41,,1.25,0.6,2.31,,0.07,0.4,,520.5,9.006,513.44,8.884,45.38,0.785,19.08,0.33,57792520,6.73E+11,1415.594,24494.417,2.103,49
LBY,Libya,2018,53.362,7.99,,2.402,0.36,,,7.522,1.126,17.535,2.626,25.903,3.878,,,-1.91,-1.037,0.531,0.291,,,,2031.061,67.856,,377.279,405.319,1179.481,,,0.15,0.15,,1.82,0.24,0.21,,0.12,0.17,,2.23,0.18,0.21,,103.04,15.428,103.04,15.428,37.79,5.658,1.97,0.295,6678565,1.00E+11,183.529,27480.276,1.828,50
SGP,Singapore,2018,46.002,7.99,67.701,,,2.085,0.362,,,20.584,3.575,23.332,4.052,,,17.75,6.936,0.112,0.046,113.703,19.749,0.277,2065.819,,16.61,,291.985,1757.223,,147.17,0.13,,0.01,,0.28,0.19,,0.13,,0,,0.13,0.31,,66.67,11.58,66.64,11.574,4.15,0.721,9.71,1.686,5757503,4.10E+11,1001.675,173977.256,2.442,51
NZL,New Zealand,2018,35.789,7.546,3.464,0.418,0.088,5.196,1.095,1.072,0.226,7.879,1.661,20.526,4.328,0.699,0.147,-0.18,-0.066,0.209,0.142,39.253,8.276,0.23,1815.599,32.668,615.197,27.61,309.755,808.351,22.018,9.68,0.1,0.03,0.04,0.26,0.11,0.17,0.23,0.11,0.08,0.08,0.16,0.13,0.14,0.25,70.71,14.908,81.33,17.147,32.53,6.858,15.04,3.171,4743131,1.71E+11,251.748,53076.24,1.472,52
AUT,Austria,2018,66.565,7.486,26.518,1.827,0.205,12.292,1.382,0.127,0.014,17.011,1.913,34.105,3.836,1.203,0.135,-4.36,-3.033,0.174,0.168,93.083,10.469,0.244,5376.911,134.306,2707.149,4.427,687.743,1810.813,32.472,39.84,0.18,0.12,0.08,0.03,0.23,0.28,0.4,0.33,0.34,0.36,0.03,0.3,0.32,0.37,67.85,7.631,74.98,8.433,6.67,0.75,3.62,0.407,8891383,3.82E+11,397.137,44665.402,1.039,53
,Europe,2018,5593.057,7.485,411.861,109.124,0.146,1514.903,2.027,68.465,0.092,1875.139,2.509,1962.287,2.626,63.139,0.084,-0.48,-27.249,0.232,0.184,6004.918,8.036,0.249,520779.517,8677.368,281908.955,2339.106,78243.644,147623.512,1986.932,7.36,15.26,6.97,10.29,16.61,25.14,16.1,20.95,32.05,21.73,37.1,13.82,33.98,25.93,22.7,,,,,,,,,747608696,,23537.779,31484.09,,54
ISR,Israel,2018,60.546,7.224,18.688,1.775,0.212,18.129,2.163,,,18.075,2.156,22.567,2.692,,,2.84,1.673,0.217,0.2,79.234,9.453,0.284,2260.948,81.143,751.158,,145.911,1282.736,,30.87,0.17,0.11,0.12,,0.24,0.19,,0.14,0.2,0.1,,0.06,0.23,,87.92,10.49,87.83,10.479,12.07,1.44,2.36,0.282,8381507,2.79E+11,302.358,36074.367,1.084,55
CHN,China,2018,10289.99,7.208,-1004.922,786.745,0.551,7316.4,5.125,,,519.834,0.364,1495.473,1.048,171.539,0.12,3.72,369.53,0.567,0.269,9285.067,6.504,0.511,214406.137,13119.742,162403.219,,4943.652,29529.693,4379.217,-9.77,28.08,50.22,49.71,,6.97,12.27,56.91,13.19,32.86,21.37,,2.15,5.19,50.04,11705.81,8.199,12355.24,8.654,1238.95,0.868,539.14,0.378,1427647789,1.82E+13,38215.716,26768.309,2.105,56
BHS,Bahamas,2018,2.7,7.002,,,,0.004,0.01,,,,,2.697,6.993,,,28.85,0.605,,0.168,,,,164.544,,0.257,,,160.025,,,0.01,,0,,,0.02,,0.01,,0,,,0.03,,2.65,6.872,2.64,6.846,0.23,0.596,0.08,0.207,385635,,16.031,41569.684,,57
SVN,Slovenia,2018,14.494,6.975,4.247,0.45,0.217,4.792,2.306,0.131,0.063,1.695,0.816,7.319,3.522,0.107,0.051,-0.67,-0.098,0.24,0.178,18.74,9.019,0.31,824.531,26.817,359.689,4.235,63.708,365.792,4.29,29.3,0.04,0.03,0.03,0.03,0.02,0.06,0.04,0.05,0.07,0.05,0.03,0.03,0.06,0.05,17.51,8.427,17.17,8.263,1.98,0.953,0.79,0.38,2077835,60439879680,81.189,39073.804,1.343,58
,European Union (27),2018,3046.089,6.852,545.562,73.403,0.165,900.002,2.025,21.584,0.049,752.371,1.692,1260.595,2.836,38.133,0.086,-2.37,-73.94,0.188,0.178,3591.65,8.079,0.222,284617.074,5792.875,158542.604,699.601,30599.626,87777.39,1204.979,17.91,8.31,4.69,6.11,5.24,10.09,10.34,12.65,17.51,14.51,20.87,4.13,13.29,15.42,13.77,,,,,,,,,,,17162.934,38608.577,,59
NIU,Niue,2018,0.011,6.827,,,,,,,,,,0.011,6.827,,,50,0.004,,0.355,,,,0.267,,,,,0.267,,,0,,,,,0,,0,,,,,0,,0.01,6.211,0.01,6.211,0,0,0,0,1610,,0.031,19134.777,,60
GRC,Greece,2018,71.808,6.824,-13.526,3.419,0.325,24.896,2.366,0.011,0.001,9.072,0.862,33.821,3.214,0.588,0.056,-4.07,-3.048,0.287,0.228,58.281,5.539,0.233,3955.7,273.279,1599.089,0.398,135.545,1923.497,23.892,-18.84,0.2,0.22,0.17,0,0.12,0.28,0.2,0.24,0.68,0.21,0,0.06,0.34,0.27,86.14,8.186,84.75,8.054,9.67,0.919,4.45,0.423,10522244,2.50E+11,314.446,29883.891,1.258,61
,European Union (28),2018,3427.978,6.7,703.13,77.767,0.152,932.897,1.823,26.155,0.051,914.849,1.788,1435.159,2.805,41.152,0.08,-2.27,-79.615,0.183,0.177,4131.108,8.074,0.221,362079.631,6304.174,215316.37,982.234,37284.283,100886.072,1306.498,20.51,9.35,4.96,6.34,6.35,12.27,11.77,13.65,22.28,15.79,28.34,5.8,16.19,17.72,14.93,,,,,,,,,,,,,,62
