iso_code,country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,rank
BIH,Bosnia and Herzegovina,2018,22.075,6.641,,0.381,0.114,16.601,4.994,,,0.454,0.137,4.639,1.396,,,1.17,0.256,0.535,0.301,,,,908.519,10.38,719.624,,23.388,154.803,,,0.06,0.02,0.11,,0.01,0.04,,0.06,0.03,0.09,,0.01,0.03,,25.45,7.657,27.19,8.18,3.38,1.017,1.09,0.328,3323929,41286324224,73.247,22036.383,1.774,63
SVK,Slovakia,2018,36.03,6.607,12.097,1.347,0.247,14.206,2.605,0.02,0.004,9.359,1.716,10.152,1.862,0.946,0.174,0,-0.001,0.246,0.191,48.127,8.826,0.329,3805.377,56.24,2638.325,0.683,477.625,602.101,30.404,33.58,0.1,0.09,0.1,0,0.13,0.08,0.31,0.23,0.14,0.35,0,0.21,0.11,0.35,38.86,7.126,39.93,7.323,4.36,0.8,1.97,0.361,5453017,1.46E+11,188.46,34560.687,1.287,64
BLR,Belarus,2018,60.962,6.449,3.336,1.839,0.194,3.366,0.356,0.002,0,36.751,3.888,17.972,1.901,1.033,0.109,1.41,0.846,0.342,0.205,64.298,6.802,0.36,4789.374,82.038,505.854,9.982,1218.613,2922.041,50.847,5.47,0.17,0.12,0.02,0,0.49,0.15,0.34,0.29,0.21,0.07,0.06,0.53,0.51,0.58,66.68,7.054,88.14,9.324,16.76,1.773,12.04,1.274,9452615,1.78E+11,297.111,31431.574,1.665,65
AND,Andorra,2018,0.495,6.423,,,,,,,,,,0.495,6.423,,,6.3,0.029,,,,,,14.103,,,,,14.103,,,0,,,,,0,,0,,,,,0,,0.59,7.662,0.59,7.662,0.05,0.649,0,0,77008,,,,,66
,Upper-middle-income countries,2018,15888.677,6.292,-1861.485,969.549,0.384,8846.578,3.504,136.252,0.054,2259.083,0.895,3468.309,1.374,208.907,0.083,2.54,393.564,0.437,0.245,14027.192,5.555,0.385,472344.981,19581.382,253922.119,4490.865,60293.889,128715.989,5340.738,-11.72,43.36,61.88,60.11,33.05,30.29,28.45,69.31,29.07,49.04,33.42,26.54,26.18,22.61,61.02,,,,,,,,,,,,,,67
TCA,Turks and Caicos Islands,2018,0.234,6.226,,,,,,,,,,0.234,6.226,,,1.59,0.004,,0.246,,,,3.499,,,,,3.499,,,0,,,,,0,,0,,,,,0,,,,,,,,,,37667,,0.955,25357.588,,68
BGR,Bulgaria,2018,43.638,6.188,-4.289,1.224,0.174,22.089,3.132,0.711,0.101,5.781,0.82,12.577,1.784,1.255,0.178,-8.29,-3.945,0.33,0.204,39.348,5.58,0.298,3751.543,102.488,2110.619,7.824,325.748,1181.437,23.427,-9.83,0.12,0.08,0.15,0.17,0.08,0.1,0.42,0.23,0.26,0.28,0.05,0.14,0.21,0.27,19.52,2.768,53.33,7.563,6.91,0.98,4.05,0.574,7051610,1.32E+11,214.446,30410.948,1.622,69
CYP,Cyprus,2018,7.34,6.172,0.535,0.848,0.713,0.054,0.045,,,0,0,6.418,5.397,0.02,0.017,-2.43,-0.183,0.264,0.227,7.876,6.622,0.283,279.19,31.535,3.758,,0.028,242.607,1.261,7.29,0.02,0.05,0,,0,0.05,0.01,0.02,0.08,0,,0,0.04,0.01,8.35,7.021,8.6,7.231,0.74,0.622,0.37,0.311,1189262,27790155776,32.36,27209.906,1.164,70
GLP,Guadeloupe,2018,2.458,6.147,,,,0.45,1.125,,,,,2.008,5.022,,,-0.9,-0.022,,0.286,,,,78.695,,9.257,,,69.437,,,0.01,,0,,,0.02,,0,,0,,,0.01,,,,,,,,,,399848,,8.596,21499.367,,71
DNK,Denmark,2018,34.672,6.028,16.843,1.16,0.202,6.359,1.106,0.232,0.04,6.476,1.126,20.042,3.484,0.403,0.07,-0.2,-0.071,0.129,0.179,51.516,8.956,0.192,4025.541,77.962,1835.208,18.293,262.286,1817.495,14.297,48.58,0.09,0.07,0.04,0.06,0.09,0.16,0.13,0.25,0.2,0.24,0.11,0.11,0.32,0.16,46.73,8.124,45.87,7.974,7.14,1.241,4.74,0.824,5752131,2.68E+11,193.687,33672.234,0.722,72
MTQ,Martinique,2018,2.253,5.997,,,,,,,,,,2.253,5.997,,,-0.9,-0.02,,0.242,,,,83.577,,,,,83.577,,,0.01,,,,,0.02,,0.01,,,,,0.01,,,,,,,,,,375672,,9.301,24758.929,,73
MSR,Montserrat,2018,0.029,5.871,,,,,,,,,,0.029,5.871,,,0,0,,0.214,,,,1.565,,,,,1.565,,,0,,,,,0,,0,,,,,0,,,,,,,,,,4993,,0.137,27363.074,,74
HKG,Hong Kong,2018,42.738,5.798,66.156,0.763,0.104,24.41,3.311,,,6.06,0.822,11.505,1.561,,,0.43,0.185,0.114,0.118,108.894,14.772,0.291,1547.26,31.364,742.515,,111.697,661.684,,154.79,0.12,0.05,0.17,,0.08,0.09,,0.1,0.08,0.1,,0.05,0.12,,,,,,,,,,7371728,3.74E+11,361.604,49052.83,0.968,75
ESP,Spain,2018,269.713,5.776,17.756,9.667,0.207,47.995,1.028,3.791,0.081,61.864,1.325,143.381,3.071,3.015,0.065,-1.79,-4.929,0.181,0.168,287.47,6.157,0.193,14392.919,679.151,4802.176,72.891,1450.787,7286.099,101.815,6.58,0.74,0.62,0.33,0.92,0.83,1.18,1,0.89,1.7,0.63,0.43,0.63,1.28,1.16,313.06,6.705,326.94,7.002,39.94,0.855,20.35,0.436,46692863,1.49E+12,1608.542,34449.428,1.078,76
ITA,Italy,2018,349.02,5.757,117.431,7.757,0.128,39.424,0.65,2.295,0.038,143.665,2.37,152.699,2.519,3.18,0.052,-1.09,-3.829,0.168,0.191,466.451,7.694,0.225,24095.469,927.086,4657.448,88.935,5069.295,13218.731,133.973,33.65,0.95,0.5,0.27,0.56,1.93,1.25,1.06,1.48,2.32,0.61,0.53,2.2,2.32,1.53,386.78,6.38,399.6,6.591,43.67,0.72,17.91,0.295,60627291,2.08E+12,1825.474,30109.778,0.879,77
SYC,Seychelles,2018,0.557,5.736,,,,,,,,,,0.557,5.736,,,0,0,0.199,0.12,,,,12.307,,,,,12.307,,,0,,,,,0,,0,,,,,0,,0.78,8.033,0.78,8.033,0.09,0.927,0,0,97094,2794612992,4.653,47927.229,1.665,78
GBR,United Kingdom,2018,381.89,5.688,157.568,4.364,0.065,32.894,0.49,4.572,0.068,162.477,2.42,174.564,2.6,3.019,0.045,-1.46,-5.676,0.15,0.173,539.458,8.035,0.212,77462.557,511.299,56773.766,282.633,6684.657,13108.682,101.52,41.26,1.04,0.28,0.22,1.11,2.18,1.43,1,4.77,1.28,7.47,1.67,2.9,2.3,1.16,441.13,6.57,452.08,6.733,51.21,0.763,28.29,0.421,67141678,2.54E+12,2207.484,32878.001,0.869,79
IRQ,Iraq,2018,211.326,5.498,,3.493,0.091,,,32.316,0.841,30.488,0.793,145.028,3.774,,,-0.18,-0.377,0.412,0.381,,,,4222.715,117.436,,641.383,337.542,3126.163,,,0.58,0.22,,7.84,0.41,1.19,,0.26,0.29,,3.79,0.15,0.55,,216.19,5.625,215.69,5.612,16.75,0.436,5.42,0.141,38433604,5.14E+11,555.312,14448.615,1.081,80
VGB,British Virgin Islands,2018,0.161,5.411,,,,,,,,,,0.161,5.411,,,-4.35,-0.007,,0.183,,,,5.203,,,,,5.203,,,0,,,,,0,,0,,,,,0,,,,,,,,,,29795,,0.883,29626.222,,81
UKR,Ukraine,2018,232.033,5.244,-11.924,3.719,0.084,120.925,2.733,2.399,0.054,66.992,1.514,35.192,0.795,2.806,0.063,4.01,8.948,0.538,0.231,220.109,4.975,0.51,30122.668,388.579,16743.384,163.936,6118.691,6601.812,106.266,-5.14,0.63,0.24,0.82,0.58,0.9,0.29,0.93,1.85,0.97,2.2,0.97,2.66,1.16,1.21,262.43,5.931,274.51,6.204,63,1.424,25.37,0.573,44246158,4.31E+11,1005.225,22718.923,2.331,82
ATG,Antigua and Barbuda,2018,0.498,5.176,,,,,,,,,,0.498,5.176,,,1.49,0.007,,0.164,,,,20.61,,,,,20.61,,,0,,,,,0,,0,,,,,0,,1.21,12.567,1.21,12.567,0.2,2.077,0.02,0.208,96282,,3.035,31520.476,,83
NRU,Nauru,2018,0.055,5.147,,,,,,,,,,0.055,5.147,,,0,0,,0.165,,,,4.745,,,,,4.745,,,0,,,,,0,,0,,,,,0,,0.08,7.492,0.08,7.492,0,0,0,0,10678,,0.334,31311.192,,84
TUR,Turkey,2018,419.437,5.094,7.988,37.026,0.45,163.326,1.984,0.174,0.002,95.932,1.165,116.186,1.411,6.793,0.082,-1.39,-5.892,0.253,0.24,427.425,5.191,0.258,10047.649,781.922,4140.051,5.008,1490.777,3506.749,123.142,1.9,1.14,2.36,1.11,0.04,1.29,0.95,2.25,0.62,1.96,0.54,0.03,0.65,0.62,1.41,473.87,5.755,502.52,6.103,47.4,0.576,34.38,0.418,82340090,1.66E+12,1748.158,21230.946,1.056,85
HUN,Hungary,2018,49.408,5.09,17.67,0.882,0.091,9.437,0.972,0.147,0.015,19.805,2.04,18.555,1.911,0.582,0.06,-0.09,-0.044,0.197,0.184,67.078,6.91,0.268,4913.435,87.029,2596.119,12.404,974.574,1221.332,21.977,35.76,0.13,0.06,0.06,0.04,0.27,0.15,0.19,0.3,0.22,0.34,0.07,0.42,0.21,0.25,62.81,6.47,60.92,6.276,7.12,0.733,5.79,0.596,9707502,2.50E+11,268.638,27673.257,1.073,86
SRB,Serbia,2018,44.261,5.028,,0.81,0.092,29.605,3.363,,,4.88,0.554,8.966,1.018,,,-2.78,-1.265,0.443,0.224,,,,2641.983,27.303,1988.546,,183.964,441.231,,,0.12,0.05,0.2,,0.07,0.07,,0.16,0.07,0.26,,0.08,0.08,,62.51,7.101,62.6,7.111,12.4,1.409,4.12,0.468,8802741,99972055040,197.715,22460.633,1.978,87
PRT,Portugal,2018,51.492,5.021,5.076,2.251,0.22,10.389,1.013,1.048,0.102,11.327,1.104,25.536,2.49,0.941,0.092,-6.77,-3.738,0.186,0.171,56.568,5.516,0.205,2526.578,154.916,642.976,15.961,188.25,1500.885,23.591,9.86,0.14,0.14,0.07,0.25,0.15,0.21,0.31,0.16,0.39,0.08,0.09,0.08,0.26,0.27,67.15,6.547,66.82,6.515,11.33,1.105,3.11,0.303,10256192,2.76E+11,301.276,29375.058,1.09,88
,Reunion,2018,4.401,4.987,,,,2.02,2.289,,,,,2.381,2.698,,,-0.9,-0.04,,0.316,,,,114.692,,36.32,,,78.371,,,0.01,,0.01,,,0.02,,0.01,,0,,,0.01,,,,,,,,,,882531,,13.94,15795.834,,89
FRA,France,2018,322.372,4.96,112.197,6.496,0.1,34.867,0.536,2.906,0.045,84.468,1.3,189.587,2.917,4.047,0.062,-4.34,-14.624,0.125,0.117,434.569,6.687,0.168,38136.116,680.881,18982.239,164.611,3397.031,14780.722,130.632,34.8,0.88,0.41,0.24,0.7,1.13,1.56,1.34,2.35,1.71,2.5,0.97,1.48,2.6,1.49,361.37,5.56,423.35,6.514,58.34,0.898,38.03,0.585,64990512,2.58E+12,2745.109,42238.608,1.063,90
LTU,Lithuania,2018,13.696,4.889,9.035,0.511,0.182,0.859,0.307,0.254,0.09,3.949,1.41,8.084,2.886,0.04,0.014,0.92,0.124,0.179,0.197,22.731,8.115,0.297,1530.125,45.913,183.436,11.859,281.035,1004.537,3.345,65.97,0.04,0.03,0.01,0.06,0.05,0.07,0.01,0.09,0.11,0.02,0.07,0.12,0.18,0.04,18.21,6.501,18.84,6.726,3.15,1.124,3.53,1.26,2801270,76617523200,69.66,24867.195,0.909,91
,North America (excl. USA),2018,1213.139,4.803,-5.205,35.817,0.142,115.447,0.457,15.645,0.062,416.326,1.648,627.771,2.485,2.133,0.008,0.66,7.909,0.274,0.17,1207.934,4.782,0.273,58811.581,1242.953,11126.613,1182.012,12492.063,32686.258,81.682,-0.43,3.31,2.29,0.78,3.8,5.58,5.15,0.71,3.62,3.11,1.46,6.98,5.42,5.74,0.93,,,,,,,,,,,,,,92
OWID_WRL,World,2018,36646.14,4.802,0,1566.74,0.205,14718.145,1.929,412.217,0.054,7457.572,0.977,12190.055,1.597,301.411,0.04,2.01,720.402,0.322,0.229,36646.14,4.802,0.322,1625014.415,39928.347,759812.726,16923.12,230278.975,569319.02,7125.062,0,100,100,100,100,100,100,100,100,100,100,100,100,100,81.41,48939.71,6.42,47552.14,6.238,8298.27,1.089,3063.75,0.402,7631091110,1.14E+14,160036.073,20971.585,1.408,93
KNA,Saint Kitts and Nevis,2018,0.245,4.682,,,,,,,,,,0.245,4.682,,,1.52,0.004,,0.22,,,,5.888,,,,,5.888,,,0,,,,,0,,0,,,,,0,,0.37,7.056,0.37,7.056,0.08,1.526,0.02,0.381,52438,,1.114,21241.18,,94
CHL,Chile,2018,84.409,4.507,8.417,0.782,0.042,27.049,1.444,0.029,0.002,9.981,0.533,46.568,2.486,,,0.43,0.363,0.204,0.185,92.826,4.956,0.225,2735.762,54.246,848.576,78.631,284.781,1469.528,,9.97,0.23,0.05,0.18,0.01,0.13,0.38,,0.17,0.14,0.11,0.46,0.12,0.26,,51.77,2.764,109.59,5.851,13.5,0.721,6.43,0.343,18729166,4.13E+11,456.619,24380.081,1.106,95
,Asia,2018,20254.37,4.442,-1453.546,1256.668,0.276,11062.831,2.426,143.66,0.032,2883.177,0.632,4707.02,1.032,201.014,0.044,3.06,600.857,0.377,0.248,18800.824,4.124,0.35,491990.504,23897.552,258599.149,6093.975,51366.641,146959.095,5074.092,-7.18,55.27,80.21,75.16,34.85,38.66,38.61,66.69,30.28,59.85,34.03,36.01,22.31,25.81,57.97,,,,,,,,,4559477874,,,,,96
COK,Cook Islands,2018,0.077,4.392,,,,,,,,,,0.077,4.392,,,0,0,,0.158,,,,2.037,,,,,2.037,,,0,,,,,0,,0,,,,,0,,0.1,5.708,0.1,5.708,0.01,0.571,0,0,17519,,0.486,27720.532,,97
SUR,Suriname,2018,2.514,4.365,,0.012,0.02,,,,,0.011,0.019,2.492,4.326,,,1.63,0.04,,0.195,,,,110.459,1.253,,,0.136,107.659,,,0.01,0,,,0,0.02,,0.01,0,,,0,0.02,,13.15,22.83,3.78,6.563,1.37,2.379,0.24,0.417,575987,,12.872,22347.537,,98
CHE,Switzerland,2018,36.868,4.324,83.212,1.738,0.204,0.479,0.056,0.028,0.003,6.685,0.784,27.764,3.256,0.174,0.02,-3.44,-1.315,0.069,0.118,120.08,14.085,0.226,2953.745,133.082,590.781,1.164,210.448,2011.817,6.453,225.71,0.1,0.11,0,0.01,0.09,0.23,0.06,0.18,0.33,0.08,0.01,0.09,0.35,0.07,43.78,5.135,46.02,5.398,4.79,0.562,2.14,0.251,8525614,5.32E+11,313.329,36751.495,0.589,99
BRB,Barbados,2018,1.236,4.31,,0.071,0.246,,,,,0.048,0.167,1.117,3.898,,,5.62,0.066,0.351,0.176,,,,52.573,3.486,,,1.622,47.374,,,0,0,,,0,0.01,,0,0.01,,,0,0.01,,3.79,13.222,3.79,13.222,2.35,8.198,0.05,0.174,286640,3516161024,7.031,24528.098,2,100
HRV,Croatia,2018,17.698,4.258,3.626,1.211,0.291,1.449,0.348,0.255,0.061,5.042,1.213,9.589,2.307,0.152,0.037,-5.45,-1.02,0.208,0.184,21.324,5.13,0.251,1043.783,54.507,137.434,17.896,190.763,637.88,5.303,20.49,0.05,0.08,0.01,0.06,0.07,0.08,0.05,0.06,0.14,0.02,0.11,0.08,0.11,0.06,18.21,4.381,22.55,5.425,3.82,0.919,1.79,0.431,4156407,84978688000,96.227,23151.522,1.132,101
SWE,Sweden,2018,42.095,4.222,28.959,1.607,0.161,8.046,0.807,0.825,0.083,1.889,0.189,29.178,2.926,0.549,0.055,-1.17,-0.498,0.091,0.07,71.054,7.126,0.153,4908.384,107.921,1487.964,16.031,66.611,3211.749,18.107,68.79,0.11,0.1,0.05,0.2,0.03,0.24,0.18,0.3,0.27,0.2,0.09,0.03,0.56,0.21,30.05,3.014,46.35,4.648,4.59,0.46,4.92,0.493,9971630,4.63E+11,599.848,60155.509,1.294,102
VEN,Venezuela,2018,120.177,4.16,21.858,2.76,0.096,0.125,0.004,29.012,1.004,41.705,1.444,46.575,1.612,,,-25.6,-41.359,0.388,0.175,142.034,4.917,0.459,7670.907,150.159,37.514,1327.771,2281.266,3874.197,,18.19,0.33,0.18,0,7.04,0.56,0.38,,0.47,0.38,0,7.85,0.99,0.68,,277.26,9.598,233.92,8.098,72.44,2.508,13.65,0.473,28887117,3.09E+11,687.015,23782.734,2.22,103
,Asia (excl. China & India),2018,7364.575,4.139,-212.093,330.959,0.186,2068.66,1.163,141.982,0.08,2237.142,1.257,2556.357,1.437,29.475,0.017,0.9,65.377,0.275,0.214,7152.481,4.02,0.267,228235.639,8569.058,64210.471,5900.483,44329.85,104530.902,694.875,-2.88,20.1,21.12,14.06,34.44,30,20.97,9.78,14.05,21.46,8.45,34.87,19.25,18.36,7.94,,,,,,,,,,,,,,104
ARG,Argentina,2018,181.1,4.082,3.691,4.378,0.099,4.356,0.098,1.847,0.042,96.125,2.167,74.394,1.677,,,-3.57,-6.705,0.218,0.182,184.79,4.166,0.223,8106.669,189.312,532.045,180.786,2690.313,4514.213,,2.04,0.49,0.28,0.03,0.45,1.29,0.61,,0.5,0.47,0.07,1.07,1.17,0.79,,395.5,8.915,365.65,8.243,117.92,2.658,48.01,1.082,44361150,8.29E+11,997.102,22476.927,1.202,105
LVA,Latvia,2018,7.859,4.076,5.41,0.551,0.286,0.197,0.102,0,0,2.704,1.402,4.363,2.262,0.045,0.023,8.93,0.644,0.168,0.182,13.269,6.881,0.283,935.854,14.908,152.037,1.559,150.608,614.795,1.947,68.83,0.02,0.04,0,0,0.04,0.04,0.01,0.06,0.04,0.02,0.01,0.07,0.11,0.02,8.89,4.61,11.66,6.046,1.94,1.006,1.86,0.964,1928461,46862479360,43.304,22455.119,0.924,106
ROU,Romania,2018,77.609,3.979,1.387,3.505,0.18,20.056,1.028,0.552,0.028,23.466,1.203,28.716,1.472,1.314,0.067,0.53,0.406,0.201,0.198,78.996,4.05,0.204,8346.972,253.441,2497.594,27.597,2828.064,2706.704,33.573,1.79,0.21,0.22,0.14,0.13,0.31,0.24,0.44,0.51,0.63,0.33,0.16,1.23,0.48,0.38,86.13,4.416,109.01,5.589,23.78,1.219,8.64,0.443,19506110,3.86E+11,391.374,20064.19,1.013,107
THA,Thailand,2018,276.177,3.978,3.24,15.091,0.217,60.588,0.873,,,81.268,1.17,119.23,1.717,,,-3.42,-9.783,0.246,0.18,279.417,4.024,0.249,6834.908,451.635,1264.754,,1519.35,3599.169,,1.17,0.75,0.96,0.41,,1.09,0.98,,0.42,1.13,0.17,,0.66,0.63,,431.22,6.211,416.95,6.005,84.72,1.22,20.59,0.297,69428454,1.12E+12,1535.338,22113.955,1.366,108
LBN,Lebanon,2018,26.551,3.871,,2.438,0.356,0.627,0.091,,,,,23.486,3.424,,,-5.1,-1.426,0.274,0.252,,,,680.807,67.279,14.099,,,598.851,,,0.07,0.16,0,,,0.19,,0.04,0.17,0,,,0.11,,34.28,4.998,34.35,5.008,3.25,0.474,0.74,0.108,6859408,96800194560,105.138,15327.619,1.086,109
DZA,Algeria,2018,161.487,3.824,,10.749,0.255,1.33,0.032,5.598,0.133,88.887,2.105,54.922,1.301,,,4.23,6.551,0.274,0.241,,,,4265.494,207.788,114.252,577.469,1882.001,1483.985,,,0.44,0.69,0.01,1.36,1.19,0.45,,0.26,0.52,0.02,3.41,0.82,0.26,,219.11,5.189,218.91,5.184,49.55,1.173,12.11,0.287,42228415,5.90E+11,671.055,15891.068,1.137,110
MNE,Montenegro,2018,2.4,3.823,,,,1.422,2.264,,,,,0.978,1.558,,,14.11,0.297,0.2,0.162,,,,98.666,,69.937,,,28.694,,,0.01,,0.01,,,0.01,,0.01,,0.01,,,0.01,,3.83,6.101,3.8,6.053,0.82,1.306,0.18,0.287,627803,11980409856,14.846,23647.72,1.239,111
LIE,Liechtenstein,2018,0.142,3.753,,,,,,,,0.05,1.31,0.093,2.443,,,-8.35,-0.013,,,,,,5.822,,,,1.544,4.277,,,0,,,,0,0,,0,,,,0,0,,0.18,4.747,0.18,4.747,0.02,0.527,0.01,0.264,37918,,,,,112
AZE,Azerbaijan,2018,36.847,3.703,2.312,1.083,0.109,0.004,0,2.667,0.268,21.284,2.139,11.809,1.187,,,0.32,0.117,0.23,0.216,39.159,3.936,0.244,2427.31,28.634,24.279,46.509,988.944,1338.944,,6.27,0.1,0.07,0,0.65,0.29,0.1,,0.15,0.07,0,0.27,0.43,0.24,,78.35,7.875,80.26,8.067,43.6,4.382,4.17,0.419,9949537,1.60E+11,170.941,17180.754,1.066,113
MEX,Mexico,2018,455.308,3.608,20.996,20.864,0.165,45.995,0.364,,,149.181,1.182,239.268,1.896,,,-0.99,-4.541,0.227,0.209,476.304,3.774,0.237,19282.525,630.779,1435.872,,3875.139,12837.174,,4.61,1.24,1.33,0.31,,2,1.96,,1.19,1.58,0.19,,1.68,2.25,,695.26,5.51,679.88,5.388,145.06,1.15,42.74,0.339,126190782,2.01E+12,2178.449,17263.14,1.086,114
MUS,Mauritius,2018,4.514,3.562,1.255,,,1.696,1.339,,,,,2.818,2.224,,,-0.48,-0.022,0.164,0.159,5.769,4.552,0.21,107.399,,27.804,,,79.595,,27.79,0.01,,0.01,,,0.02,,0.01,,0,,,0.01,,6.71,5.295,6.74,5.319,1.93,1.523,0.23,0.182,1267184,27474712576,28.407,22417.684,1.034,115
UZB,Uzbekistan,2018,114.732,3.533,,3.53,0.109,9.658,0.297,,,89.849,2.767,11.695,0.36,,,7.07,7.579,0.341,0.216,,,,6083.366,158.694,533.32,,3628.442,1729.618,,,0.31,0.23,0.07,,1.2,0.1,,0.37,0.4,0.07,,1.58,0.3,,232.14,7.148,235.51,7.252,105.93,3.262,16.24,0.5,32476232,3.37E+11,532.343,16391.768,1.58,116
MLT,Malta,2018,1.538,3.502,3.812,,,0,0,,,0.681,1.55,0.857,1.952,0,0,-1.35,-0.021,0.099,0.04,5.351,12.182,0.343,101.327,,6.408,,1.234,93.661,0.024,247.83,0,,0,,0.01,0.01,0,0.01,,0,,0,0.02,0,2.03,4.621,2.04,4.644,0.22,0.501,0.04,0.091,439255,15606394880,38.703,88109.646,2.48,117
MDV,Maldives,2018,1.74,3.375,,,,,,,,,,1.74,3.375,,,15.01,0.227,,0.21,,,,21.321,,,,,21.321,,,0,,,,,0.01,,0,,,,,0,,2.38,4.615,2.38,4.615,0.13,0.252,0.03,0.058,515703,,8.271,16038.325,,118
MKD,North Macedonia,2018,7.024,3.372,,0.359,0.172,3.404,1.634,,,0.429,0.206,2.832,1.36,,,-6.4,-0.48,0.254,0.242,,,,620.975,17.4,408.933,,4.496,189.936,,,0.02,0.02,0.02,,0.01,0.02,,0.04,0.04,0.05,,0,0.03,,10.51,5.046,10.51,5.046,2.52,1.21,0.55,0.264,2082956,27703576576,29.056,13949.5,1.049,119
BWA,Botswana,2018,7.561,3.354,10.586,0.006,0.003,4.624,2.051,,,,,2.931,1.3,,,7.12,0.502,0.211,0.326,18.148,8.051,0.506,136.958,0.243,80.355,,,56.356,,140.01,0.02,0,0.03,,,0.02,,0.01,0,0.01,,,0.01,,57.45,25.487,16.12,7.152,4.56,2.023,3.16,1.402,2254067,35844341760,23.175,10281.209,0.647,120
GUY,Guyana,2018,2.481,3.185,,0.162,0.208,,,,,,,2.319,2.977,,,6.96,0.161,,0.262,,,,95.891,0.517,,,,95.341,,,0.01,0.01,,,,0.02,,0.01,0,,,,0.02,,19.12,24.544,5.04,6.47,1.55,1.99,0.97,1.245,779007,,9.474,12162.08,,121
PYF,French Polynesia,2018,0.802,2.89,,,,,,,,,,0.802,2.89,,,4.78,0.037,,0.171,,,,27.128,,,,,27.128,,,0,,,,,0.01,,0,,,,,0,,,,,,,,,,277673,,4.684,16870.193,,122
LCA,Saint Lucia,2018,0.509,2.8,,,,,,,,,,0.509,2.8,,,0.72,0.004,0.294,0.275,,,,13.429,,,,,13.429,,,0,,,,,0,,0,,,,,0,,0.59,3.244,0.74,4.068,0.27,1.484,0.03,0.165,181890,1733778304,1.855,10195.995,1.07,123
LAO,Laos,2018,19.524,2.765,-0.31,1.526,0.216,14.949,2.117,,,,,3.048,0.432,,,4.62,0.863,0.418,0.155,19.214,2.721,0.412,110.237,10.147,51.237,,,48.853,,-1.59,0.05,0.1,0.1,,,0.03,,0.01,0.03,0.01,,,0.01,,38.63,5.471,29.27,4.145,7.94,1.124,3.1,0.439,7061498,46666960896,126.282,17883.236,2.706,124
GRD,Grenada,2018,0.308,2.762,,,,,,,,,,0.308,2.762,,,10.53,0.029,,0.236,,,,7.636,,,,,7.636,,,0,,,,,0,,0,,,,,0,,2.36,21.176,2.36,21.176,2.03,18.215,0.01,0.09,111449,,1.307,11725.154,,125
JAM,Jamaica,2018,8.039,2.739,0.577,0.319,0.109,0.231,0.079,,,0.187,0.064,7.302,2.488,,,3.09,0.241,0.414,0.232,8.616,2.936,0.443,437.381,13.763,5.517,,0.407,417.694,,7.17,0.02,0.02,0,,0,0.06,,0.03,0.03,0,,0,0.07,,10.2,3.475,10.02,3.414,0.78,0.266,0.41,0.14,2934853,19431862272,34.678,11816.069,1.785,126
,South America,2018,1091.45,2.577,82.401,42.815,0.101,113.132,0.267,50.955,0.12,264.501,0.624,613.655,1.449,6.392,0.015,-5.64,-65.284,0.184,0.158,1173.851,2.771,0.198,41229.049,1516.136,4547.094,2224.294,7360.82,25430.243,150.461,7.55,2.98,2.73,0.77,12.36,3.55,5.03,2.12,2.54,3.8,0.6,13.14,3.2,4.47,1.72,,,,,,,,,423581098,,,,,127
PAN,Panama,2018,10.731,2.569,13.373,0.775,0.186,0.582,0.139,,,0.337,0.081,9.036,2.163,,,-4.29,-0.481,0.125,0.083,24.104,5.771,0.28,286.178,18.384,8.174,,0.744,258.876,,124.62,0.03,0.05,0,,0,0.07,,0.02,0.05,0,,0,0.05,,22.41,5.365,18.01,4.312,5.39,1.29,1.31,0.314,4176868,86035742720,129.86,31090.318,1.509,128
TUN,Tunisia,2018,29.363,2.539,-1.99,3.125,0.27,,,0.275,0.024,12.584,1.088,13.379,1.157,,,0.45,0.131,0.225,0.241,27.373,2.367,0.21,843.374,99.891,,8.999,232.579,487.303,,-6.78,0.08,0.2,,0.07,0.17,0.11,,0.05,0.25,,0.05,0.1,0.09,,37.31,3.226,41.1,3.554,6.42,0.555,3.32,0.287,11565203,1.30E+11,121.819,10533.203,0.935,129
